id.plot,id.site,name.plant,name.plant.agg,target.species,target.species.agg,cf,TaxonRank,IsChildTaxonOf,cover,r.all.diagnostic,ffh.lrt,calth.btt,rlg,funct.group
M_KOL_A2,M_KOL,Onobrychis viciifolia,Onobrychis viciifolia agg.,1,1,no,SPE,Onobrychis viciifolia agg.,2,0,1,0,nb,legume
M_KOL_A2,M_KOL,Petrorhagia prolifera,Petrorhagia prolifera,1,1,no,SPE,Petrorhagia,2,0,1,0,*,herb
M_KOL_A2,M_KOL,Poa pratensis s. str.,Poa pratensis agg.,1,1,no,SPE,Poa pratensis agg.,20,1,1,0,NA,grass
M_KOL_A2,M_KOL,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,4,0,1,0,*,herb
M_KOL_A3,M_KOL,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,20,1,1,0,*,herb
M_KOL_A3,M_KOL,Alopecurus pratensis,Alopecurus pratensis,1,1,no,SPE,Alopecurus,4,1,1,0,*,grass
M_KOL_A3,M_KOL,Bromus hordeaceus,Bromus hordeaceus agg.,1,1,no,SPE,Bromus hordeaceus agg.,0.5,0,1,0,*,grass
M_KOL_A3,M_KOL,Bromus sterilis,Bromus sterilis,0,0,no,SPE,Bromus,0.5,0,0,0,*,grass
M_KOL_A3,M_KOL,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,4,0,1,0,*,herb
M_KOL_A3,M_KOL,Cerastium holosteoides,Cerastium fontanum agg.,1,1,no,SPE,Cerastium fontanum agg.,0.5,1,1,0,*,herb
M_KOL_A3,M_KOL,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,20,0,1,0,NA,grass
M_KOL_A3,M_KOL,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,0.5,0,1,0,*,herb
M_KOL_A3,M_KOL,Falcaria vulgaris,Falcaria vulgaris,1,1,no,SPE,Falcaria,0.5,1,1,0,*,herb
M_KOL_A3,M_KOL,Festuca csikhegyensis,Festuca ovina agg.,0,1,no,SPE,Festuca ovina agg.,2,0,0,0,3,grass
M_KOL_A3,M_KOL,Festuca rupicola,Festuca ovina agg.,1,1,no,SPE,Festuca ovina agg.,2,0,1,0,V,grass
M_KOL_A3,M_KOL,Festuca valesiaca s. l.,Festuca ovina agg.,1,1,no,AGG,Festuca ovina agg.,4,1,1,0,NA,grass
M_KOL_A3,M_KOL,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,4,0,0,0,*,herb
M_KOL_A3,M_KOL,Geranium molle,Geranium molle,0,0,no,SPE,Geranium,2,0,0,0,*,herb
M_KOL_A3,M_KOL,Lotus corniculatus,Lotus corniculatus agg.,1,1,no,SPE,Lotus corniculatus agg.,2,0,1,0,*,legume
M_KOL_A3,M_KOL,Malva moschata,Malva moschata,1,1,no,SPE,Malva,0.5,0,1,0,*,herb
M_KOL_A3,M_KOL,Onobrychis viciifolia,Onobrychis viciifolia agg.,1,1,no,SPE,Onobrychis viciifolia agg.,2,0,1,0,nb,legume
M_KOL_A3,M_KOL,Petrorhagia prolifera,Petrorhagia prolifera,1,1,no,SPE,Petrorhagia,0.5,0,1,0,*,herb
M_KOL_A3,M_KOL,Poa pratensis s. str.,Poa pratensis agg.,1,1,no,SPE,Poa pratensis agg.,20,1,1,0,NA,grass
M_KOL_A3,M_KOL,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,4,0,1,0,*,herb
M_KOL_A3,M_KOL,Valerianella locusta,Valerianella locusta,1,1,no,SPE,Valerianella,0.5,0,1,0,*,herb
M_KOL_A3,M_KOL,Veronica arvensis,Veronica arvensis,1,1,no,SPE,Veronica,0.5,0,1,0,*,herb
M_KOL_A4,M_KOL,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,10,1,1,0,*,herb
M_KOL_A4,M_KOL,Bromus hordeaceus,Bromus hordeaceus agg.,1,1,no,SPE,Bromus hordeaceus agg.,4,0,1,0,*,grass
M_KOL_A4,M_KOL,Bromus sterilis,Bromus sterilis,0,0,no,SPE,Bromus,4,0,0,0,*,grass
M_KOL_A4,M_KOL,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,2,0,1,0,*,herb
M_KOL_A4,M_KOL,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,10,0,1,0,NA,grass
M_KOL_A4,M_KOL,Festuca csikhegyensis,Festuca ovina agg.,0,1,no,SPE,Festuca ovina agg.,4,0,0,0,3,grass
M_KOL_A4,M_KOL,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,4,1,1,0,*,grass
M_KOL_A4,M_KOL,Festuca rupicola,Festuca ovina agg.,1,1,no,SPE,Festuca ovina agg.,2,0,1,0,V,grass
M_KOL_A4,M_KOL,Festuca valesiaca s. l.,Festuca ovina agg.,1,1,no,AGG,Festuca ovina agg.,10,1,1,0,NA,grass
M_KOL_A4,M_KOL,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,2,0,0,0,*,herb
M_KOL_A4,M_KOL,Geranium molle,Geranium molle,0,0,no,SPE,Geranium,4,0,0,0,*,herb
M_KOL_A4,M_KOL,Lotus corniculatus,Lotus corniculatus agg.,1,1,no,SPE,Lotus corniculatus agg.,0.5,0,1,0,*,legume
M_KOL_A4,M_KOL,Malva moschata,Malva moschata,1,1,no,SPE,Malva,0.5,0,1,0,*,herb
M_KOL_A4,M_KOL,Onobrychis viciifolia,Onobrychis viciifolia agg.,1,1,no,SPE,Onobrychis viciifolia agg.,0.5,0,1,0,nb,legume
M_KOL_A4,M_KOL,Petrorhagia prolifera,Petrorhagia prolifera,1,1,no,SPE,Petrorhagia,0.5,0,1,0,*,herb
M_KOL_A4,M_KOL,Poa pratensis s. str.,Poa pratensis agg.,1,1,no,SPE,Poa pratensis agg.,10,1,1,0,NA,grass
M_KOL_T,M_KOL,Anthemis tinctoria,Anthemis tinctoria agg.,1,1,no,SPE,Anthemis tinctoria agg.,NA,0,1,0,*,herb
M_KOL_T,M_KOL,Arenaria serpyllifolia s. l.,Arenaria serpyllifolia agg.,1,1,no,SPE,Arenaria serpyllifolia agg.,NA,0,1,0,NA,herb
M_KOL_T,M_KOL,Centaurea stoebe s. l.,Centaurea paniculata agg.,1,1,no,AGG,Centaurea paniculata agg.,NA,1,1,0,NA,herb
M_KOL_T,M_KOL,Cichorium intybus,Cichorium intybus,0,0,no,SPE,Cichorium,NA,0,0,0,*,herb
M_KOL_T,M_KOL,Cirsium arvense,Cirsium arvense,0,0,no,SPE,Cirsium,NA,0,0,0,*,herb
M_KOL_T,M_KOL,Echium vulgare,Echium vulgare,1,1,no,SPE,Echium,NA,0,1,0,*,herb
M_KOL_T,M_KOL,Eryngium campestre,Eryngium campestre,1,1,no,SPE,Eryngium,NA,1,1,0,V,herb
M_KOL_T,M_KOL,Euphorbia cyparissias,Euphorbia cyparissias,1,1,no,SPE,Euphorbia,NA,1,1,0,*,herb
M_KOL_T,M_KOL,Geranium pusillum,Geranium pusillum,0,0,no,SPE,Geranium,NA,0,0,0,*,herb
M_KOL_T,M_KOL,Linum austriacum,Linum perenne agg.,0,1,yes,SPE,Linum perenne agg.,NA,0,0,0,nb,herb
M_KOL_T,M_KOL,Matricaria chamomilla,Matricaria chamomilla,0,0,no,SPE,Matricaria,NA,0,0,0,*,herb
M_KOL_T,M_KOL,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,NA,1,1,0,*,herb
M_KOL_T,M_KOL,Plantago media,Plantago media,1,1,no,SPE,Plantago,NA,1,1,0,*,herb
M_KOL_T,M_KOL,Salvia pratensis,Salvia pratensis,1,1,no,SPE,Salvia,NA,1,1,0,V,herb
M_KOL_T,M_KOL,Senecio vernalis,Senecio vernalis,0,0,no,SPE,Senecio,NA,0,0,0,nb,herb
M_KOL_T,M_KOL,Sisymbrium loeselii,Sisymbrium loeselii,0,0,no,SPE,Sisymbrium,NA,0,0,0,nb,herb
M_KOL_T,M_KOL,Trifolium campestre,Trifolium campestre,1,1,no,SPE,Trifolium,NA,0,1,0,*,legume
M_KOL_T,M_KOL,Trifolium repens,Trifolium repens,1,1,no,SPE,Trifolium,NA,1,1,0,*,legume
M_KOT_A1,M_KOT,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,0.5,1,1,0,*,herb
M_KOT_A1,M_KOT,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,1,1,no,SPE,Anthoxanthum odoratum agg.,0.5,0,1,0,NA,grass
M_KOT_A1,M_KOT,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,2,1,1,0,*,grass
M_KOT_A1,M_KOT,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,0.5,0,1,0,*,herb
M_KOT_A1,M_KOT,Cichorium intybus,Cichorium intybus,0,0,no,SPE,Cichorium,2,0,0,0,*,herb
M_KOT_A1,M_KOT,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,10,0,1,0,NA,grass
M_KOT_A1,M_KOT,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,0.1,0,1,0,*,herb
M_KOT_A1,M_KOT,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,20,1,1,0,*,grass
M_KOT_A1,M_KOT,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,10,0,0,0,*,herb
M_KOT_A1,M_KOT,Galium verum s. str.,Galium verum agg.,1,1,no,SPE,Galium verum agg.,0.5,1,1,0,NA,herb
M_KOT_A1,M_KOT,Holcus lanatus,Holcus lanatus,1,1,no,SPE,Holcus,2,1,1,0,*,grass
M_KOT_A1,M_KOT,Hypericum perforatum,Hypericum perforatum,1,1,no,SPE,Hypericum,2,0,1,0,*,herb
M_KOT_A1,M_KOT,Knautia arvensis s. str.,Knautia arvensis agg.,1,1,no,SPE,Knautia arvensis agg.,0.5,1,1,0,NA,herb
M_KOT_A1,M_KOT,Lotus corniculatus,Lotus corniculatus agg.,1,1,no,SPE,Lotus corniculatus agg.,10,0,1,0,*,legume
M_KOT_A1,M_KOT,Medicago lupulina,Medicago lupulina,1,1,no,SPE,Medicago,0.5,0,1,0,*,legume
M_KOT_A1,M_KOT,Pastinaca sativa,Pastinaca sativa,1,1,no,SPE,Pastinaca,0.5,0,1,0,*,herb
M_KOT_A1,M_KOT,Phleum pratense agg.,Phleum pratense agg.,1,1,no,AGG,Phleum,2,1,1,0,*,grass
M_KOT_A1,M_KOT,Picris hieracioides s. l.,Picris hieracioides s. l.,0,0,no,SPE,Picris,0.5,0,0,0,NA,herb
M_KOT_A1,M_KOT,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,4,1,1,0,*,herb
M_KOT_A1,M_KOT,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,0.5,1,1,0,*,grass
M_KOT_A1,M_KOT,Rosa,Rosa,0,0,no,GAT,Rosaceae,0.1,0,0,0,NA,wood
M_KOT_A1,M_KOT,Salvia pratensis,Salvia pratensis,1,1,no,SPE,Salvia,0.5,1,1,0,V,herb
M_KOT_A1,M_KOT,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,0.5,0,1,0,*,herb
M_KOT_A1,M_KOT,Trifolium pratense,Trifolium pratense,1,1,no,SPE,Trifolium,20,1,1,0,*,legume
M_KOT_A2,M_KOT,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,0.5,1,1,0,*,herb
M_KOT_A2,M_KOT,Alopecurus pratensis,Alopecurus pratensis,1,1,no,SPE,Alopecurus,2,1,1,0,*,grass
M_KOT_A2,M_KOT,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,4,1,1,0,*,grass
M_KOT_A2,M_KOT,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,0.5,0,1,0,*,herb
M_KOT_A2,M_KOT,Festuca pratensis s. str.,Festuca pratensis s. str.,1,1,no,SPE,Festuca pratensis s. l.,2,0,1,0,NA,grass
M_KOT_A2,M_KOT,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,37.5,1,1,0,*,grass
M_KOT_A2,M_KOT,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,10,0,0,0,*,herb
M_KOT_A2,M_KOT,Galium verum s. str.,Galium verum agg.,1,1,no,SPE,Galium verum agg.,0.5,1,1,0,NA,herb
M_KOT_A2,M_KOT,Hypericum perforatum,Hypericum perforatum,1,1,no,SPE,Hypericum,4,0,1,0,*,herb
M_KOT_A2,M_KOT,Knautia arvensis s. str.,Knautia arvensis agg.,1,1,no,SPE,Knautia arvensis agg.,2,1,1,0,NA,herb
M_KOT_A2,M_KOT,Leucanthemum vulgare s. str.,Leucanthemum vulgare agg.,1,1,no,SPE,Leucanthemum vulgare agg.,0.1,1,1,0,NA,herb
M_KOT_A2,M_KOT,Lotus corniculatus,Lotus corniculatus agg.,1,1,no,SPE,Lotus corniculatus agg.,10,0,1,0,*,legume
M_KOT_A2,M_KOT,Lychnis flos-cuculi,Lychnis flos-cuculi,1,1,no,SPE,Lychnis (nom. rej. sub Silene),0.1,1,1,1,*,herb
M_KOT_A2,M_KOT,Pastinaca sativa,Pastinaca sativa,1,1,no,SPE,Pastinaca,2,0,1,0,*,herb
M_KOT_A2,M_KOT,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,0.5,1,1,0,*,herb
M_KOT_A2,M_KOT,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,2,1,1,0,*,grass
M_KOT_A2,M_KOT,Rubus sect. Rubus,Rubus sect. Rubus,0,0,no,SEC,Rubus subg. Rubus,2,0,0,0,*,wood
M_KOT_A2,M_KOT,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,0.5,0,1,0,*,herb
M_KOT_A2,M_KOT,Solidago canadensis,Solidago canadensis,0,0,no,SPE,Solidago,0.1,0,0,0,nb,herb
M_KOT_A2,M_KOT,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,1,1,no,SEC,Taraxacum,0.5,1,1,0,*,herb
M_KOT_A2,M_KOT,Trifolium pratense,Trifolium pratense,1,1,no,SPE,Trifolium,2,1,1,0,*,legume
M_KOT_A2,M_KOT,Vicia angustifolia s. l.,Vicia sativa agg.,0,1,no,AGG,Vicia sativa agg.,0.1,0,0,0,NA,legume
M_KOT_A3,M_KOT,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,2,1,1,0,*,herb
M_KOT_A3,M_KOT,Alopecurus pratensis,Alopecurus pratensis,1,1,no,SPE,Alopecurus,0.5,1,1,0,*,grass
M_KOT_A3,M_KOT,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,2,1,1,0,*,grass
M_KOT_A3,M_KOT,Betonica officinalis,Betonica officinalis,1,1,no,SPE,Betonica,0.1,0,1,1,V,herb
M_KOT_A3,M_KOT,Calystegia sepium,Calystegia sepium agg.,0,0,no,SPE,Calystegia sepium agg.,0.5,0,0,0,*,herb
M_KOT_A3,M_KOT,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,0.5,0,1,0,*,herb
M_KOT_A3,M_KOT,Cichorium intybus,Cichorium intybus,0,0,no,SPE,Cichorium,2,0,0,0,*,herb
M_KOT_A3,M_KOT,Crepis biennis,Crepis biennis,1,1,no,SPE,Crepis,0.5,1,1,0,*,herb
M_KOT_A3,M_KOT,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,0.5,0,1,0,NA,grass
M_KOT_A3,M_KOT,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,0.5,0,1,0,*,herb
M_KOT_A3,M_KOT,Festuca pratensis s. str.,Festuca pratensis s. str.,1,1,no,SPE,Festuca pratensis s. l.,2,0,1,0,NA,grass
M_KOT_A3,M_KOT,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,20,1,1,0,*,grass
M_KOT_A3,M_KOT,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,4,0,0,0,*,herb
M_KOT_A3,M_KOT,Galium verum s. str.,Galium verum agg.,1,1,no,SPE,Galium verum agg.,0.5,1,1,0,NA,herb
M_KOT_A3,M_KOT,Geranium pratense,Geranium pratense,1,1,no,SPE,Geranium,0.5,0,1,0,*,herb
M_KOT_A3,M_KOT,Heracleum sphondylium,Heracleum sphondylium,1,1,no,SPE,Heracleum,0.1,0,1,0,*,herb
M_KOT_A3,M_KOT,Lathyrus pratensis,Lathyrus pratensis,1,1,no,SPE,Lathyrus,0.5,1,1,0,*,legume
M_KOT_A3,M_KOT,Leucanthemum vulgare s. str.,Leucanthemum vulgare agg.,1,1,no,SPE,Leucanthemum vulgare agg.,0.5,1,1,0,NA,herb
M_KOT_A3,M_KOT,Lolium perenne,Lolium perenne,1,1,no,SPE,Lolium,0.5,1,0,0,*,grass
M_KOT_A3,M_KOT,Lotus corniculatus,Lotus corniculatus agg.,1,1,no,SPE,Lotus corniculatus agg.,10,0,1,0,*,legume
M_KOT_A3,M_KOT,Lychnis flos-cuculi,Lychnis flos-cuculi,1,1,no,SPE,Lychnis (nom. rej. sub Silene),0.1,1,1,1,*,herb
M_KOT_A3,M_KOT,Pastinaca sativa,Pastinaca sativa,1,1,no,SPE,Pastinaca,0.5,0,1,0,*,herb
M_KOT_A3,M_KOT,Picris hieracioides s. l.,Picris hieracioides s. l.,0,0,no,SPE,Picris,2,0,0,0,NA,herb
M_KOT_A3,M_KOT,Pimpinella saxifraga,Pimpinella saxifraga agg.,1,1,no,SPE,Pimpinella saxifraga agg.,0.1,1,1,0,*,herb
M_KOT_A3,M_KOT,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,0.5,1,1,0,*,herb
M_KOT_A3,M_KOT,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,2,1,1,0,*,grass
M_KOT_A3,M_KOT,Sanguisorba minor s. l.,Sanguisorba minor s. l.,1,1,no,SPE,Sanguisorba,0.1,1,1,0,NA,herb
M_KOT_A3,M_KOT,Silaum silaus,Silaum silaus,1,1,yes,SPE,Silaum,0.1,0,1,1,V,herb
M_KOT_A3,M_KOT,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,0.5,0,1,0,*,herb
M_KOT_A3,M_KOT,Solidago canadensis,Solidago canadensis,0,0,no,SPE,Solidago,0.1,0,0,0,nb,herb
M_KOT_A3,M_KOT,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,1,1,no,SEC,Taraxacum,0.1,1,1,0,*,herb
M_KOT_A3,M_KOT,Trifolium pratense,Trifolium pratense,1,1,no,SPE,Trifolium,37.5,1,1,0,*,legume
M_KOT_A3,M_KOT,Vicia angustifolia s. l.,Vicia sativa agg.,0,1,no,AGG,Vicia sativa agg.,2,0,0,0,NA,legume
M_KOT_A3,M_KOT,Vicia tetrasperma,Vicia tetrasperma agg.,0,0,no,SPE,Vicia tetrasperma agg.,2,0,0,0,*,legume
M_KOT_A4,M_KOT,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,0.5,1,1,0,*,herb
M_KOT_A4,M_KOT,Alopecurus pratensis,Alopecurus pratensis,1,1,no,SPE,Alopecurus,0.5,1,1,0,*,grass
M_KOT_A4,M_KOT,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,10,1,1,0,*,grass
M_KOT_A4,M_KOT,Bromus hordeaceus,Bromus hordeaceus agg.,1,1,no,SPE,Bromus hordeaceus agg.,0.5,0,1,0,*,grass
M_KOT_A4,M_KOT,Calystegia sepium,Calystegia sepium agg.,0,0,no,SPE,Calystegia sepium agg.,0.5,0,0,0,*,herb
M_KOT_A4,M_KOT,Cichorium intybus,Cichorium intybus,0,0,no,SPE,Cichorium,4,0,0,0,*,herb
M_KOT_A4,M_KOT,Cirsium arvense,Cirsium arvense,0,0,no,SPE,Cirsium,0.1,0,0,0,*,herb
M_KOT_A4,M_KOT,Crataegus,Crataegus,0,0,no,GAT,Rosaceae,0.1,0,0,0,NA,wood
M_KOT_A4,M_KOT,Crepis biennis,Crepis biennis,1,1,no,SPE,Crepis,0.5,1,1,0,*,herb
M_KOT_A4,M_KOT,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,0.5,0,1,0,NA,grass
M_KOT_A4,M_KOT,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,0.5,0,1,0,*,herb
M_KOT_A4,M_KOT,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,37.5,1,1,0,*,grass
M_KOT_A4,M_KOT,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,4,0,0,0,*,herb
M_KOT_A4,M_KOT,Galium verum s. str.,Galium verum agg.,1,1,no,SPE,Galium verum agg.,0.5,1,1,0,NA,herb
M_KOT_A4,M_KOT,Heracleum sphondylium,Heracleum sphondylium,1,1,no,SPE,Heracleum,0.1,0,1,0,*,herb
M_KOT_A4,M_KOT,Hypericum perforatum,Hypericum perforatum,1,1,no,SPE,Hypericum,0.5,0,1,0,*,herb
M_KOT_A4,M_KOT,Knautia arvensis s. str.,Knautia arvensis agg.,1,1,no,SPE,Knautia arvensis agg.,2,1,1,0,NA,herb
M_KOT_A4,M_KOT,Lolium perenne,Lolium perenne,1,1,no,SPE,Lolium,0.5,1,0,0,*,grass
M_KOT_A4,M_KOT,Lotus corniculatus,Lotus corniculatus agg.,1,1,no,SPE,Lotus corniculatus agg.,20,0,1,0,*,legume
M_KOT_A4,M_KOT,Lychnis flos-cuculi,Lychnis flos-cuculi,1,1,no,SPE,Lychnis (nom. rej. sub Silene),0.5,1,1,1,*,herb
M_KOT_A4,M_KOT,Pastinaca sativa,Pastinaca sativa,1,1,no,SPE,Pastinaca,0.1,0,1,0,*,herb
M_KOT_A4,M_KOT,Picris hieracioides s. l.,Picris hieracioides s. l.,0,0,no,SPE,Picris,2,0,0,0,NA,herb
M_KOT_A4,M_KOT,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,2,1,1,0,*,herb
M_KOT_A4,M_KOT,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,2,1,1,0,*,grass
M_KOT_A4,M_KOT,Prunella vulgaris,Prunella vulgaris,1,1,no,SPE,Prunella,0.5,0,1,0,*,herb
M_KOT_A4,M_KOT,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,0.1,0,1,0,*,herb
M_KOT_A4,M_KOT,Solidago canadensis,Solidago canadensis,0,0,no,SPE,Solidago,0.1,0,0,0,nb,herb
M_KOT_A4,M_KOT,Tragopogon pratensis s. l.,Tragopogon pratensis s. l.,1,1,no,AGG,Tragopogon,0.5,0,1,0,NA,herb
M_KOT_A4,M_KOT,Trifolium pratense,Trifolium pratense,1,1,no,SPE,Trifolium,2,1,1,0,*,legume
M_KOT_A4,M_KOT,Vicia angustifolia s. l.,Vicia sativa agg.,0,1,no,AGG,Vicia sativa agg.,0.5,0,0,0,NA,legume
M_KOT_T,M_KOT,Artemisia vulgaris,Artemisia vulgaris agg.,0,0,no,SPE,Artemisia vulgaris agg.,NA,0,0,0,*,herb
M_KOT_T,M_KOT,Elymus repens s. str.,Elymus repens s. str.,0,0,no,SPE,Elymus,NA,0,0,0,NA,grass
M_KOT_T,M_KOT,Persicaria maculosa,Persicaria maculosa,0,0,no,SPE,Persicaria,NA,0,0,0,*,herb
M_KOT_T,M_KOT,Phragmites australis,Phragmites australis,0,0,no,SPE,Phragmites,NA,0,0,0,*,grass
M_KOT_T,M_KOT,Rumex crispus,Rumex crispus,1,1,no,SPE,Rumex,NA,1,0,0,*,herb
M_KOT_T,M_KOT,Silene dioica,Silene dioica,0,0,no,SPE,Silene,NA,0,0,0,*,herb
M_KOT_T,M_KOT,Silene latifolia subsp. alba,Silene latifolia subsp. alba,0,0,no,SSP,Silene latifolia,NA,0,0,0,*,herb
M_KOT_T,M_KOT,Tussilago farfara,Tussilago farfara,0,0,no,SPE,Tussilago,NA,0,0,0,*,herb
M_KOT_T,M_KOT,Vicia cracca,Vicia cracca agg.,1,1,no,SPE,Vicia cracca agg.,NA,1,1,0,*,legume
M_KOT_T,M_KOT,Vicia hirsuta,Vicia hirsuta,0,0,no,SPE,Vicia,NA,0,0,0,*,legume
M_KUH_A1,M_KUH,Brachypodium pinnatum,Brachypodium pinnatum agg.,1,1,no,SPE,Brachypodium pinnatum agg.,2,1,1,0,*,grass
M_KUH_A1,M_KUH,Briza media,Briza media,1,1,no,SPE,Briza,0.5,1,1,0,*,grass
M_KUH_A1,M_KUH,Bromus erectus,Bromus erectus,1,1,no,SPE,Bromus,37.5,0,1,0,*,grass
M_KUH_A1,M_KUH,Carlina vulgaris s. str.,Carlina vulgaris agg.,1,1,no,SPE,Carlina vulgaris agg.,0.5,0,1,0,NA,herb
M_KUH_A1,M_KUH,Cerastium glutinosum,Cerastium pumilum agg.,1,1,no,SPE,Cerastium pumilum agg.,0.5,0,1,0,*,herb
M_KUH_A1,M_KUH,Cirsium acaulon,Cirsium acaulon,1,1,no,SPE,Cirsium,4,1,1,0,V,herb
M_KUH_A1,M_KUH,Cynoglossum officinale,Cynoglossum officinale,0,0,no,SPE,Cynoglossum,0.1,0,0,0,V,herb
M_KUH_A1,M_KUH,Euphorbia cyparissias,Euphorbia cyparissias,1,1,no,SPE,Euphorbia,2,1,1,0,*,herb
M_KUH_A1,M_KUH,Festuca ovina agg.,Festuca ovina agg.,1,1,no,AG1,Festuca,0.5,0,1,0,*,grass
M_KUH_A1,M_KUH,Galium verum s. str.,Galium verum agg.,1,1,no,SPE,Galium verum agg.,0.5,1,1,0,NA,herb
M_KUH_A1,M_KUH,Helictotrichon pratense,Helictotrichon pratense,1,1,no,SPE,Helictotrichon,0.1,1,1,0,V,grass
M_KUH_A1,M_KUH,Inula conyzae,Inula conyzae,0,0,no,SPE,Inula,0.5,0,0,0,*,herb
M_KUH_A1,M_KUH,Linum catharticum,Linum catharticum,1,1,no,SPE,Linum,0.5,1,1,0,*,herb
M_KUH_A1,M_KUH,Potentilla heptaphylla,Potentilla heptaphylla,1,1,no,SPE,Potentilla,0.5,0,1,0,V,herb
M_KUH_A1,M_KUH,Seseli annuum,Seseli annuum,1,1,no,SPE,Seseli,0.5,0,1,0,3,herb
M_KUH_A1,M_KUH,Viola hirta,Viola hirta,1,1,no,SPE,Viola,0.1,1,1,0,*,herb
M_KUH_A2,M_KUH,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,0.5,1,1,0,*,herb
M_KUH_A2,M_KUH,Brachypodium pinnatum,Brachypodium pinnatum agg.,1,1,no,SPE,Brachypodium pinnatum agg.,2,1,1,0,*,grass
M_KUH_A2,M_KUH,Briza media,Briza media,1,1,no,SPE,Briza,0.5,1,1,0,*,grass
M_KUH_A2,M_KUH,Bromus erectus,Bromus erectus,1,1,no,SPE,Bromus,62.5,0,1,0,*,grass
M_KUH_A2,M_KUH,Carlina vulgaris s. str.,Carlina vulgaris agg.,1,1,no,SPE,Carlina vulgaris agg.,0.5,0,1,0,NA,herb
M_KUH_A2,M_KUH,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,0.5,0,1,0,*,herb
M_KUH_A2,M_KUH,Cirsium acaulon,Cirsium acaulon,1,1,no,SPE,Cirsium,2,1,1,0,V,herb
