id.plot,id.site,name.plant,name.plant.agg,target.species,target.species.agg,cf,TaxonRank,IsChildTaxonOf,cover,r.all.diagnostic,ffh.lrt,calth.btt,rlg,funct.group
M_ASE_A1,M_ASE,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,2,1,1,0,*,herb
M_ASE_A1,M_ASE,Alopecurus myosuroides,Alopecurus myosuroides,0,0,no,SPE,Alopecurus,0.5,0,0,0,*,grass
M_ASE_A1,M_ASE,Anthemis tinctoria,Anthemis tinctoria agg.,1,1,no,SPE,Anthemis tinctoria agg.,0.5,0,1,0,*,herb
M_ASE_A1,M_ASE,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,1,1,no,SPE,Anthoxanthum odoratum agg.,0.5,0,1,0,NA,grass
M_ASE_A1,M_ASE,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,10,1,1,0,*,grass
M_ASE_A1,M_ASE,Bromus erectus,Bromus erectus,1,1,no,SPE,Bromus,37.5,0,1,0,*,grass
M_ASE_A1,M_ASE,Bromus sterilis,Bromus sterilis,0,0,no,SPE,Bromus,10,0,0,0,*,grass
M_ASE_A1,M_ASE,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,4,0,1,0,*,herb
M_ASE_A1,M_ASE,Cerastium holosteoides,Cerastium fontanum agg.,1,1,no,SPE,Cerastium fontanum agg.,0.5,1,1,0,*,herb
M_ASE_A1,M_ASE,Conium maculatum,Conium maculatum,0,0,no,SPE,Conium,2,0,0,0,*,herb
M_ASE_A1,M_ASE,Crepis,Crepis,0,0,no,GAT,Asteraceae,2,0,0,0,NA,herb
M_ASE_A1,M_ASE,Cynosurus cristatus,Cynosurus cristatus,1,1,no,SPE,Cynosurus,0.1,1,1,0,*,grass
M_ASE_A1,M_ASE,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,0.5,0,1,0,NA,grass
M_ASE_A1,M_ASE,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,0.5,0,1,0,*,herb
M_ASE_A1,M_ASE,Descurainia sophia,Descurainia sophia,0,0,no,SPE,Descurainia,4,0,0,0,*,herb
M_ASE_A1,M_ASE,Elymus repens s. str.,Elymus repens s. str.,0,0,no,SPE,Elymus,0.5,0,0,0,NA,grass
M_ASE_A1,M_ASE,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,0.5,1,1,0,*,grass
M_ASE_A1,M_ASE,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,2,0,0,0,*,herb
M_ASE_A1,M_ASE,Lactuca serriola,Lactuca serriola,0,0,no,SPE,Lactuca,0.1,0,0,0,*,herb
M_ASE_A1,M_ASE,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,1,1,no,AGG,Leucanthemum,2,1,1,0,*,herb
M_ASE_A1,M_ASE,Medicago lupulina,Medicago lupulina,1,1,no,SPE,Medicago,0.5,0,1,0,*,legume
M_ASE_A1,M_ASE,Onopordum acanthium,Onopordum acanthium,0,0,no,SPE,Onopordum,0.5,0,0,0,*,herb
M_ASE_A1,M_ASE,Papaver dubium s. l.,Papaver dubium s. l.,0,0,no,AGG,Papaver,0.5,0,0,0,NA,herb
M_ASE_A1,M_ASE,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,2,1,1,0,*,herb
M_ASE_A1,M_ASE,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,10,1,1,0,*,grass
M_ASE_A1,M_ASE,Prunella vulgaris,Prunella vulgaris,1,1,no,SPE,Prunella,0.5,0,1,0,*,herb
M_ASE_A1,M_ASE,Sanguisorba minor s. l.,Sanguisorba minor s. l.,1,1,no,SPE,Sanguisorba,2,1,1,0,NA,herb
M_ASE_A1,M_ASE,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,2,0,1,0,*,herb
M_ASE_A1,M_ASE,Sisymbrium loeselii,Sisymbrium loeselii,0,0,no,SPE,Sisymbrium,2,0,0,0,nb,herb
M_ASE_A1,M_ASE,Sonchus asper,Sonchus asper,0,0,no,SPE,Sonchus,0.1,0,0,0,*,herb
M_ASE_A1,M_ASE,Stellaria media s. str.,Stellaria media agg.,0,0,no,SPE,Stellaria media agg.,2,0,0,0,NA,herb
M_ASE_A1,M_ASE,Veronica arvensis,Veronica arvensis,1,1,no,SPE,Veronica,0.5,0,1,0,*,herb
M_ASE_A1,M_ASE,Viola arvensis,Viola tricolor agg.,0,1,no,SPE,Viola tricolor agg.,0.5,0,0,0,*,herb
M_ASE_A2,M_ASE,Alopecurus myosuroides,Alopecurus myosuroides,0,0,no,SPE,Alopecurus,0.5,0,0,0,*,grass
M_ASE_A2,M_ASE,Anthemis tinctoria,Anthemis tinctoria agg.,1,1,no,SPE,Anthemis tinctoria agg.,20,0,1,0,*,herb
M_ASE_A2,M_ASE,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,1,1,no,SPE,Anthoxanthum odoratum agg.,0.5,0,1,0,NA,grass
M_ASE_A2,M_ASE,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,10,1,1,0,*,grass
M_ASE_A2,M_ASE,Bromus erectus,Bromus erectus,1,1,no,SPE,Bromus,2,0,1,0,*,grass
M_ASE_A2,M_ASE,Bromus sterilis,Bromus sterilis,0,0,no,SPE,Bromus,20,0,0,0,*,grass
M_ASE_A2,M_ASE,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,4,0,1,0,*,herb
M_ASE_A2,M_ASE,Crepis,Crepis,0,0,no,GAT,Asteraceae,4,0,0,0,NA,herb
M_ASE_A2,M_ASE,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,4,0,1,0,NA,grass
M_ASE_A2,M_ASE,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,4,0,1,0,*,herb
M_ASE_A2,M_ASE,Euphorbia helioscopia,Euphorbia helioscopia,0,0,no,SPE,Euphorbia,0.5,0,0,0,*,herb
M_ASE_A2,M_ASE,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,4,1,1,0,*,grass
M_ASE_A2,M_ASE,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,0.1,0,0,0,*,herb
M_ASE_A2,M_ASE,Geranium pusillum,Geranium pusillum,0,0,no,SPE,Geranium,0.1,0,0,0,*,herb
M_ASE_A2,M_ASE,Knautia arvensis s. str.,Knautia arvensis agg.,1,1,no,SPE,Knautia arvensis agg.,2,1,1,0,NA,herb
M_ASE_A2,M_ASE,Lactuca serriola,Lactuca serriola,0,0,no,SPE,Lactuca,0.1,0,0,0,*,herb
M_ASE_A2,M_ASE,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,1,1,no,AGG,Leucanthemum,0.1,1,1,0,*,herb
M_ASE_A2,M_ASE,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,0.1,1,1,0,*,herb
M_ASE_A2,M_ASE,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,10,1,1,0,*,grass
M_ASE_A2,M_ASE,Rumex crispus,Rumex crispus,1,1,no,SPE,Rumex,2,1,0,0,*,herb
M_ASE_A2,M_ASE,Sanguisorba minor s. l.,Sanguisorba minor s. l.,1,1,no,SPE,Sanguisorba,2,1,1,0,NA,herb
M_ASE_A2,M_ASE,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,0.5,0,1,0,*,herb
M_ASE_A2,M_ASE,Sisymbrium loeselii,Sisymbrium loeselii,0,0,no,SPE,Sisymbrium,2,0,0,0,nb,herb
M_ASE_A2,M_ASE,Stellaria media s. str.,Stellaria media agg.,0,0,no,SPE,Stellaria media agg.,0.5,0,0,0,NA,herb
M_ASE_A2,M_ASE,Veronica arvensis,Veronica arvensis,1,1,no,SPE,Veronica,0.1,0,1,0,*,herb
M_ASE_A2,M_ASE,Viola arvensis,Viola tricolor agg.,0,1,no,SPE,Viola tricolor agg.,0.5,0,0,0,*,herb
M_ASE_A3,M_ASE,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,4,1,1,0,*,herb
M_ASE_A3,M_ASE,Alopecurus myosuroides,Alopecurus myosuroides,0,0,no,SPE,Alopecurus,2,0,0,0,*,grass
M_ASE_A3,M_ASE,Anthemis tinctoria,Anthemis tinctoria agg.,1,1,no,SPE,Anthemis tinctoria agg.,4,0,1,0,*,herb
M_ASE_A3,M_ASE,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,1,1,no,SPE,Anthoxanthum odoratum agg.,4,0,1,0,NA,grass
M_ASE_A3,M_ASE,Anthriscus caucalis,Anthriscus caucalis,0,0,no,SPE,Anthriscus,0.1,0,0,0,*,herb
M_ASE_A3,M_ASE,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,20,1,1,0,*,grass
M_ASE_A3,M_ASE,Bromus erectus,Bromus erectus,1,1,no,SPE,Bromus,2,0,1,0,*,grass
M_ASE_A3,M_ASE,Bromus sterilis,Bromus sterilis,0,0,no,SPE,Bromus,10,0,0,0,*,grass
M_ASE_A3,M_ASE,Carduus acanthoides,Carduus acanthoides,0,0,no,SPE,Carduus,0.5,0,0,0,*,herb
M_ASE_A3,M_ASE,Crepis,Crepis,0,0,no,GAT,Asteraceae,4,0,0,0,NA,herb
M_ASE_A3,M_ASE,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,2,0,1,0,NA,grass
M_ASE_A3,M_ASE,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,4,0,1,0,*,herb
M_ASE_A3,M_ASE,Erysimum cheiranthoides,Erysimum cheiranthoides,0,0,no,SPE,Erysimum,2,0,0,0,*,herb
M_ASE_A3,M_ASE,Falcaria vulgaris,Falcaria vulgaris,1,1,no,SPE,Falcaria,2,1,1,0,*,herb
M_ASE_A3,M_ASE,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,2,1,1,0,*,grass
M_ASE_A3,M_ASE,Galium aparine,Galium aparine agg.,0,0,no,SPE,Galium aparine agg.,0.1,0,0,0,*,herb
M_ASE_A3,M_ASE,Geranium pusillum,Geranium pusillum,0,0,no,SPE,Geranium,0.1,0,0,0,*,herb
M_ASE_A3,M_ASE,Lappula squarrosa,Lappula squarrosa,0,0,no,SPE,Lappula,0.5,0,0,0,2,herb
M_ASE_A3,M_ASE,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,1,1,no,AGG,Leucanthemum,0.5,1,1,0,*,herb
M_ASE_A3,M_ASE,Medicago lupulina,Medicago lupulina,1,1,no,SPE,Medicago,0.5,0,1,0,*,legume
M_ASE_A3,M_ASE,Myosotis arvensis,Myosotis arvensis,0,0,no,SPE,Myosotis,0.1,0,0,0,*,herb
M_ASE_A3,M_ASE,Papaver rhoeas,Papaver rhoeas,0,0,no,SPE,Papaver,0.5,0,0,0,*,herb
M_ASE_A3,M_ASE,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,2,1,1,0,*,herb
M_ASE_A3,M_ASE,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,4,1,1,0,*,grass
M_ASE_A3,M_ASE,Sanguisorba minor s. l.,Sanguisorba minor s. l.,1,1,no,SPE,Sanguisorba,2,1,1,0,NA,herb
M_ASE_A3,M_ASE,Scabiosa,Scabiosa,0,0,no,GAT,Caprifoliaceae,0.1,0,0,0,NA,herb
M_ASE_A3,M_ASE,Silene dioica,Silene dioica,0,0,no,SPE,Silene,0.5,0,0,0,*,herb
M_ASE_A3,M_ASE,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,0.1,0,1,0,*,herb
M_ASE_A3,M_ASE,Sisymbrium loeselii,Sisymbrium loeselii,0,0,no,SPE,Sisymbrium,2,0,0,0,nb,herb
M_ASE_A3,M_ASE,Stellaria media s. str.,Stellaria media agg.,0,0,no,SPE,Stellaria media agg.,0.5,0,0,0,NA,herb
M_ASE_A3,M_ASE,Veronica arvensis,Veronica arvensis,1,1,no,SPE,Veronica,0.1,0,1,0,*,herb
M_ASE_A3,M_ASE,Viola arvensis,Viola tricolor agg.,0,1,no,SPE,Viola tricolor agg.,0.1,0,0,0,*,herb
M_ASE_A4,M_ASE,Achillea millefolium agg.,Achillea millefolium agg.,1,1,no,AGG,Achillea,2,1,1,0,*,herb
M_ASE_A4,M_ASE,Alopecurus myosuroides,Alopecurus myosuroides,0,0,no,SPE,Alopecurus,0.1,0,0,0,*,grass
M_ASE_A4,M_ASE,Anthemis tinctoria,Anthemis tinctoria agg.,1,1,no,SPE,Anthemis tinctoria agg.,2,0,1,0,*,herb
M_ASE_A4,M_ASE,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,1,1,no,SPE,Anthoxanthum odoratum agg.,4,0,1,0,NA,grass
M_ASE_A4,M_ASE,Arrhenatherum elatius,Arrhenatherum elatius,1,1,no,SPE,Arrhenatherum,4,1,1,0,*,grass
M_ASE_A4,M_ASE,Bromus sterilis,Bromus sterilis,0,0,no,SPE,Bromus,20,0,0,0,*,grass
M_ASE_A4,M_ASE,Carduus acanthoides,Carduus acanthoides,0,0,no,SPE,Carduus,0.1,0,0,0,*,herb
M_ASE_A4,M_ASE,Centaurea jacea agg.,Centaurea jacea agg.,1,1,no,AGG,Centaurea,2,0,1,0,*,herb
M_ASE_A4,M_ASE,Dactylis glomerata s. str.,Dactylis glomerata agg.,1,1,no,SPE,Dactylis glomerata agg.,4,0,1,0,NA,grass
M_ASE_A4,M_ASE,Daucus carota,Daucus carota,1,1,no,SPE,Daucus,2,0,1,0,*,herb
M_ASE_A4,M_ASE,Euphorbia helioscopia,Euphorbia helioscopia,0,0,no,SPE,Euphorbia,0.5,0,0,0,*,herb
M_ASE_A4,M_ASE,Festuca rubra,Festuca rubra agg.,1,1,no,SPE,Festuca rubra agg.,0.5,1,1,0,*,grass
M_ASE_A4,M_ASE,Galium mollugo agg.,Galium mollugo agg.,0,1,no,AGG,Galium,2,0,0,0,*,herb
M_ASE_A4,M_ASE,Geranium pusillum,Geranium pusillum,0,0,no,SPE,Geranium,0.1,0,0,0,*,herb
M_ASE_A4,M_ASE,Knautia arvensis s. str.,Knautia arvensis agg.,1,1,no,SPE,Knautia arvensis agg.,0.1,1,1,0,NA,herb
M_ASE_A4,M_ASE,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,1,1,no,AGG,Leucanthemum,0.1,1,1,0,*,herb
M_ASE_A4,M_ASE,Lotus corniculatus,Lotus corniculatus agg.,1,1,no,SPE,Lotus corniculatus agg.,0.5,0,1,0,*,legume
M_ASE_A4,M_ASE,Medicago lupulina,Medicago lupulina,1,1,no,SPE,Medicago,0.5,0,1,0,*,legume
M_ASE_A4,M_ASE,Plantago lanceolata,Plantago lanceolata,1,1,no,SPE,Plantago,2,1,1,0,*,herb
M_ASE_A4,M_ASE,Poa pratensis agg.,Poa pratensis agg.,1,1,no,AGG,Poa,20,1,1,0,*,grass
M_ASE_A4,M_ASE,Sanguisorba minor s. l.,Sanguisorba minor s. l.,1,1,no,SPE,Sanguisorba,2,1,1,0,NA,herb
M_ASE_A4,M_ASE,Silene dioica,Silene dioica,0,0,no,SPE,Silene,0.5,0,0,0,*,herb
M_ASE_A4,M_ASE,Silene vulgaris,Silene vulgaris,1,1,no,SPE,Silene,2,0,1,0,*,herb
M_ASE_A4,M_ASE,Sisymbrium loeselii,Sisymbrium loeselii,0,0,no,SPE,Sisymbrium,2,0,0,0,nb,herb
M_ASE_A4,M_ASE,Stellaria media s. str.,Stellaria media agg.,0,0,no,SPE,Stellaria media agg.,2,0,0,0,NA,herb
M_ASE_A4,M_ASE,Veronica arvensis,Veronica arvensis,1,1,no,SPE,Veronica,2,0,1,0,*,herb
M_ASE_T,M_ASE,Alopecurus pratensis,Alopecurus pratensis,1,1,no,SPE,Alopecurus,NA,1,1,0,*,grass
M_ASE_T,M_ASE,Capsella bursa-pastoris,Capsella bursa-pastoris,0,0,no,SPE,Capsella,NA,0,0,0,*,herb
M_ASE_T,M_ASE,Erodium cicutarium s. str.,Erodium cicutarium agg.,0,0,no,SPE,Erodium cicutarium agg.,NA,0,0,0,NA,herb
M_ASE_T,M_ASE,Fumaria officinalis s. l.,Fumaria officinalis s. l.,0,0,no,AGG,Fumaria,NA,0,0,0,NA,herb
M_ASE_T,M_ASE,Holosteum umbellatum,Holosteum umbellatum,1,1,no,SPE,Holosteum,NA,0,1,0,*,herb
M_ASE_T,M_ASE,Plantago major agg.,Plantago major agg.,1,1,no,AGG,Plantago,NA,1,0,0,*,herb
M_ASE_T,M_ASE,Reseda lutea,Reseda lutea,0,0,no,SPE,Reseda,NA,0,0,0,*,herb
M_ASE_T,M_ASE,Salvia pratensis,Salvia pratensis,1,1,no,SPE,Salvia,NA,1,1,0,V,herb
M_ASE_T,M_ASE,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,1,1,no,SEC,Taraxacum,NA,1,1,0,*,herb
M_ASE_T,M_ASE,Trifolium pratense,Trifolium pratense,1,1,no,SPE,Trifolium,NA,1,1,0,*,legume
M_ASE_T,M_ASE,Tripleurospermum perforatum,Tripleurospermum maritimum agg.,0,0,no,SPE,Tripleurospermum maritimum agg.,NA,0,0,0,*,herb
M_BAD_A1,M_BAD,Alyssum alyssoides,Alyssum alyssoides,1,1,no,SPE,Alyssum,2,0,1,0,3,herb
M_BAD_A1,M_BAD,Astragalus exscapus,Astragalus exscapus,1,1,no,SPE,Astragalus,0.5,0,1,0,2,legume
M_BAD_A1,M_BAD,Bromus sterilis,Bromus sterilis,0,0,no,SPE,Bromus,0.5,0,0,0,*,grass
M_BAD_A1,M_BAD,Bupleurum falcatum,Bupleurum falcatum,1,1,no,SPE,Bupleurum,0.1,0,1,0,V,herb
M_BAD_A1,M_BAD,Centaurea stoebe s. l.,Centaurea paniculata agg.,1,1,no,AGG,Centaurea paniculata agg.,0.5,1,1,0,NA,herb
M_BAD_A1,M_BAD,Cerastium,Cerastium,0,0,no,GAT,Caryophyllaceae,0.5,0,0,0,NA,herb
M_BAD_A1,M_BAD,Cornus sanguinea,Cornus sanguinea,0,0,no,SPE,Cornus,0.5,0,0,0,*,wood
M_BAD_A1,M_BAD,Erodium cicutarium s. str.,Erodium cicutarium agg.,0,0,no,SPE,Erodium cicutarium agg.,0.1,0,0,0,NA,herb
M_BAD_A1,M_BAD,Festuca csikhegyensis,Festuca ovina agg.,0,1,no,SPE,Festuca ovina agg.,0.1,0,0,0,3,grass
M_BAD_A1,M_BAD,Festuca ovina agg.,Festuca ovina agg.,1,1,no,AG1,Festuca,2,0,1,0,*,grass
M_BAD_A1,M_BAD,Festuca rupicola,Festuca ovina agg.,1,1,no,SPE,Festuca ovina agg.,0.1,0,1,0,V,grass
M_BAD_A1,M_BAD,Festuca valesiaca s. l.,Festuca ovina agg.,1,1,no,AGG,Festuca ovina agg.,0.5,1,1,0,NA,grass
M_BAD_A1,M_BAD,Hieracium pilosella,Hieracium pilosella,1,1,no,SPE,Hieracium subg. Pilosella,0.1,1,1,0,*,herb
M_BAD_A1,M_BAD,Medicago lupulina,Medicago lupulina,1,1,no,SPE,Medicago,0.5,0,1,0,*,legume
M_BAD_A1,M_BAD,Potentilla heptaphylla,Potentilla heptaphylla,1,1,no,SPE,Potentilla,2,0,1,0,V,herb
M_BAD_A1,M_BAD,Potentilla verna,Potentilla verna agg.,1,1,no,SPE,Potentilla verna agg.,0.1,0,1,0,*,herb
