id.site,name.plant,name.plant.agg,cover.mean,cover.mean.agg,target.species,target.species.agg,cf,TaxonRank,IsChildTaxonOf,r.all.diagnostic,ffh.lrt,calth.btt,rlg,funct.group
M_HIR,Briza media,Briza media,1.25,1.25,1,1,no,SPE,Briza,1,1,0,*,grass
M_HIR,Bromus erectus,Bromus erectus,2.625,2.625,1,1,no,SPE,Bromus,0,1,0,*,grass
M_HIR,Centaurea jacea agg.,Centaurea jacea agg.,0.75,0.75,1,1,no,AGG,Centaurea,0,1,0,*,herb
M_HIR,Cerastium holosteoides,Cerastium fontanum agg.,0.025,0.025,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
M_HIR,Cornus sanguinea,Cornus sanguinea,5.25,5.25,0,0,no,SPE,Cornus,0,0,0,*,wood
M_HIR,Crataegus,Crataegus,0.025,0.025,0,0,no,GAT,Rosaceae,0,0,0,NA,wood
M_HIR,Dactylis glomerata s. str.,Dactylis glomerata agg.,0.275,0.275,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
M_HIR,Euphorbia cyparissias,Euphorbia cyparissias,2.25,2.25,1,1,no,SPE,Euphorbia,1,1,0,*,herb
M_HIR,Falcaria vulgaris,Falcaria vulgaris,0.05,0.05,1,1,no,SPE,Falcaria,1,1,0,*,herb
M_HIR,Festuca rupicola,Festuca ovina agg.,10,10,1,1,no,SPE,Festuca ovina agg.,0,1,0,V,grass
M_HIR,Fragaria viridis,Fragaria viridis,1.625,1.625,1,1,no,SPE,Fragaria,1,1,0,*,herb
M_HIR,Galium aparine,Galium aparine agg.,0.05,0.05,0,0,no,SPE,Galium aparine agg.,0,0,0,*,herb
M_HIR,Galium mollugo agg.,Galium mollugo agg.,0.25,0.25,0,1,no,AGG,Galium,0,0,0,*,herb
M_HIR,Galium verum s. str.,Galium verum agg.,1.25,1.25,1,1,no,SPE,Galium verum agg.,1,1,0,NA,herb
M_HIR,Gentiana cruciata,Gentiana cruciata,0.125,0.125,1,1,no,SPE,Gentiana,0,1,0,2,herb
M_HIR,Helictotrichon pratense,Helictotrichon pratense,0.125,0.125,1,1,no,SPE,Helictotrichon,1,1,0,V,grass
M_HIR,Hieracium,Hieracium,0.025,0.025,0,0,no,GAT,Asteraceae,0,0,0,NA,herb
M_HIR,Knautia arvensis s. str.,Knautia arvensis agg.,0.25,0.25,1,1,no,SPE,Knautia arvensis agg.,1,1,0,NA,herb
M_HIR,Koeleria pyramidata,Koeleria pyramidata agg.,0.15,0.15,1,1,no,SPE,Koeleria pyramidata agg.,1,1,0,V,grass
M_HIR,Leucanthemum vulgare s. str.,Leucanthemum vulgare agg.,0.25,0.25,1,1,no,SPE,Leucanthemum vulgare agg.,1,1,0,NA,herb
M_HIR,Linum catharticum,Linum catharticum,0.1,0.1,1,1,no,SPE,Linum,1,1,0,*,herb
M_HIR,Lotus corniculatus,Lotus corniculatus agg.,1.75,1.75,1,1,no,SPE,Lotus corniculatus agg.,0,1,0,*,legume
M_HIR,Melampyrum pratense,Melampyrum pratense,0.375,0.375,0,0,yes,SPE,Melampyrum,0,0,0,*,herb
M_HIR,Ononis repens,Ononis spinosa agg.,8,8,1,1,no,SPE,Ononis spinosa agg.,0,1,0,*,legume
M_HIR,Orchis tridentata,Orchis tridentata,0.15,0.15,1,1,no,SPE,Orchis,0,1,0,3,herb
M_HIR,Origanum vulgare,Origanum vulgare,6.5,6.5,1,1,no,SPE,Origanum,0,1,0,*,herb
M_HIR,Plantago lanceolata,Plantago lanceolata,0.375,0.375,1,1,no,SPE,Plantago,1,1,0,*,herb
M_HIR,Platanthera bifolia s. l.,Platanthera bifolia s. l.,0.15,0.15,1,1,no,AGG,Platanthera,0,1,0,NA,herb
M_HIR,Poa angustifolia,Poa pratensis agg.,0.15,0.15,1,1,no,SPE,Poa pratensis agg.,0,1,0,*,grass
M_HIR,Polygala vulgaris s. l.,Polygala vulgaris s. l.,0.07500000000000001,0.07500000000000001,1,1,no,SPE,Polygala,0,1,0,NA,herb
M_HIR,Pyrus communis,Pyrus communis agg.,0.125,0.125,0,0,no,SPE,Pyrus communis agg.,0,0,0,nb,wood
M_HIR,Quercus robur,Quercus robur,0.025,0.025,0,0,no,SPE,Quercus,0,0,0,*,wood
M_HIR,Rosa,Rosa,0.125,0.125,0,0,no,GAT,Rosaceae,0,0,0,NA,wood
M_HIR,Sanguisorba minor s. l.,Sanguisorba minor s. l.,0.05,0.05,1,1,no,SPE,Sanguisorba,1,1,0,NA,herb
M_HIR,Scabiosa ochroleuca,Scabiosa ochroleuca,0.875,0.875,1,1,no,SPE,Scabiosa,1,1,0,3,herb
M_HIR,Securigera varia,Securigera varia,1.25,1.25,0,0,no,SPE,Securigera,0,0,0,*,legume
M_HIR,Solidago virgaurea,Solidago virgaurea,1.125,1.125,1,1,no,SPE,Solidago,0,1,0,*,herb
M_HIR,Vicia cracca,Vicia cracca agg.,0.025,0.025,1,1,no,SPE,Vicia cracca agg.,1,1,0,*,legume
M_HIR,Vicia sativa agg.,Vicia sativa agg.,0.025,0.025,1,1,no,AGG,Vicia,0,1,0,*,legume
M_HLI,Achillea millefolium agg.,Achillea millefolium agg.,2.125,2.125,1,1,no,AGG,Achillea,1,1,0,*,herb
M_HLI,Agrimonia eupatoria,Agrimonia eupatoria,0.15,0.15,1,1,no,SPE,Agrimonia,0,1,0,*,herb
M_HLI,Alopecurus pratensis,Alopecurus pratensis,1.75,1.75,1,1,no,SPE,Alopecurus,1,1,0,*,grass
M_HLI,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,1.625,1.625,1,1,no,SPE,Anthoxanthum odoratum agg.,0,1,0,NA,grass
M_HLI,Arrhenatherum elatius,Arrhenatherum elatius,10.125,10.125,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
M_HLI,Bromus hordeaceus,Bromus hordeaceus agg.,5.275,5.275,1,1,no,SPE,Bromus hordeaceus agg.,0,1,0,*,grass
M_HLI,Calystegia sepium,Calystegia sepium agg.,0.025,0.025,0,0,no,SPE,Calystegia sepium agg.,0,0,0,*,herb
M_HLI,Centaurea jacea agg.,Centaurea jacea agg.,1,1,1,1,no,AGG,Centaurea,0,1,0,*,herb
M_HLI,Cerastium brachypetalum s. str.,Cerastium brachypetalum agg.,0.25,0.25,0,0,no,SPE,Cerastium brachypetalum agg.,0,0,0,NA,herb
M_HLI,Cerastium holosteoides,Cerastium fontanum agg.,0.175,0.175,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
M_HLI,Cirsium arvense,Cirsium arvense,0.125,0.125,0,0,no,SPE,Cirsium,0,0,0,*,herb
M_HLI,Crataegus,Crataegus,0.05,0.05,0,0,no,GAT,Rosaceae,0,0,0,NA,wood
M_HLI,Dactylis glomerata s. str.,Dactylis glomerata agg.,1.75,1.75,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
M_HLI,Daucus carota,Daucus carota,3.75,3.75,1,1,no,SPE,Daucus,0,1,0,*,herb
M_HLI,Elymus repens s. str.,Elymus repens s. str.,0.025,0.025,0,0,no,SPE,Elymus,0,0,0,NA,grass
M_HLI,Falcaria vulgaris,Falcaria vulgaris,0.025,0.025,1,1,no,SPE,Falcaria,1,1,0,*,herb
M_HLI,Festuca rubra,Festuca rubra agg.,0.15,0.15,1,1,no,SPE,Festuca rubra agg.,1,1,0,*,grass
M_HLI,Galium mollugo agg.,Galium mollugo agg.,0.25,0.25,0,1,no,AGG,Galium,0,0,0,*,herb
M_HLI,Glechoma hederacea,Glechoma hederacea,0.05,0.05,1,1,no,SPE,Glechoma,0,1,0,*,herb
M_HLI,Helictotrichon pubescens,Helictotrichon pubescens,0.05,0.05,1,1,no,SPE,Helictotrichon,1,1,0,*,grass
M_HLI,Holcus lanatus,Holcus lanatus,6,6,1,1,no,SPE,Holcus,1,1,0,*,grass
M_HLI,Leucanthemum vulgare s. str.,Leucanthemum vulgare agg.,3.625,3.625,1,1,no,SPE,Leucanthemum vulgare agg.,1,1,0,NA,herb
M_HLI,Lolium perenne,Lolium perenne,1.025,1.025,1,1,no,SPE,Lolium,1,0,0,*,grass
M_HLI,Myosotis ramosissima,Myosotis ramosissima,0.05,0.05,1,1,no,SPE,Myosotis,0,1,0,*,herb
M_HLI,Pastinaca sativa,Pastinaca sativa,1.15,1.15,1,1,no,SPE,Pastinaca,0,1,0,*,herb
M_HLI,Plantago lanceolata,Plantago lanceolata,1.5,1.5,1,1,no,SPE,Plantago,1,1,0,*,herb
M_HLI,Poa pratensis agg.,Poa pratensis agg.,0.875,0.875,1,1,no,AGG,Poa,1,1,0,*,grass
M_HLI,Ranunculus acris,Ranunculus acris agg.,5,5,1,1,no,SPE,Ranunculus acris agg.,1,1,0,*,herb
M_HLI,Ranunculus bulbosus,Ranunculus bulbosus,12.375,12.375,1,1,no,SPE,Ranunculus,0,1,0,*,herb
M_HLI,Rhinanthus minor,Rhinanthus minor,0.15,0.15,1,1,no,SPE,Rhinanthus,0,1,0,*,herb
M_HLI,Rosa,Rosa,0.025,0.025,0,0,no,GAT,Rosaceae,0,0,0,NA,wood
M_HLI,Rubus sect. Rubus,Rubus sect. Rubus,0.025,0.025,0,0,no,SEC,Rubus subg. Rubus,0,0,0,*,wood
M_HLI,Rumex acetosa,Rumex acetosa,0.275,0.275,1,1,no,SPE,Rumex,1,1,0,*,herb
M_HLI,Saxifraga granulata,Saxifraga granulata,0.125,0.125,1,1,no,SPE,Saxifraga,0,1,0,V,herb
M_HLI,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,3.025,3.025,1,1,no,SEC,Taraxacum,1,1,0,*,herb
M_HLI,Tragopogon pratensis s. l.,Tragopogon pratensis s. l.,0.05,0.05,1,1,no,AGG,Tragopogon,0,1,0,NA,herb
M_HLI,Trifolium dubium,Trifolium dubium agg.,1.125,1.125,1,1,no,SPE,Trifolium dubium agg.,0,1,0,*,legume
M_HLI,Trifolium pratense,Trifolium pratense,19.375,19.375,1,1,no,SPE,Trifolium,1,1,0,*,legume
M_HLI,Trisetum flavescens,Trisetum flavescens,8,8,1,1,no,SPE,Trisetum,1,1,0,*,grass
M_HLI,Veronica arvensis,Veronica arvensis,0.07500000000000001,0.07500000000000001,1,1,no,SPE,Veronica,0,1,0,*,herb
M_HLI,Veronica chamaedrys s. str.,Veronica chamaedrys agg.,2.125,2.125,1,1,no,SPE,Veronica chamaedrys agg.,1,1,0,NA,herb
M_HLI,Vicia sativa agg.,Vicia sativa agg.,3.5,3.5,1,1,no,AGG,Vicia,0,1,0,*,legume
M_HLI,Vicia sylvatica,Vicia sylvatica,0.5,0.5,0,0,no,SPE,Vicia,0,0,0,*,legume
M_HLI,Vicia tetrasperma,Vicia tetrasperma agg.,0.025,0.025,0,0,no,SPE,Vicia tetrasperma agg.,0,0,0,*,legume
M_HNB,Achillea millefolium agg.,Achillea millefolium agg.,1.15,1.15,1,1,no,AGG,Achillea,1,1,0,*,herb
M_HNB,Agrimonia eupatoria,Agrimonia eupatoria,0.025,0.025,1,1,no,SPE,Agrimonia,0,1,0,*,herb
M_HNB,Arenaria serpyllifolia s. l.,Arenaria serpyllifolia agg.,0.125,0.125,1,1,no,SPE,Arenaria serpyllifolia agg.,0,1,0,NA,herb
M_HNB,Arrhenatherum elatius,Arrhenatherum elatius,0.025,0.025,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
M_HNB,Briza media,Briza media,1.125,1.125,1,1,no,SPE,Briza,1,1,0,*,grass
M_HNB,Bromus hordeaceus,Bromus hordeaceus agg.,2,2,1,1,no,SPE,Bromus hordeaceus agg.,0,1,0,*,grass
M_HNB,Centaurea jacea agg.,Centaurea jacea agg.,1.625,1.625,1,1,no,AGG,Centaurea,0,1,0,*,herb
M_HNB,Centaurea stoebe s. l.,Centaurea paniculata agg.,0.125,0.125,1,1,no,AGG,Centaurea paniculata agg.,1,1,0,NA,herb
M_HNB,Cerastium holosteoides,Cerastium fontanum agg.,0.125,0.125,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
M_HNB,Cirsium acaulon,Cirsium acaulon,0.5,0.5,1,1,no,SPE,Cirsium,1,1,0,V,herb
M_HNB,Cornus sanguinea,Cornus sanguinea,1,1,0,0,no,SPE,Cornus,0,0,0,*,wood
M_HNB,Dactylis glomerata s. str.,Dactylis glomerata agg.,1.125,1.125,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
M_HNB,Dianthus carthusianorum,Dianthus carthusianorum agg.,0.025,0.025,1,1,no,SPE,Dianthus carthusianorum agg.,0,1,0,V,herb
M_HNB,Eryngium campestre,Eryngium campestre,0.5,0.5,1,1,no,SPE,Eryngium,1,1,0,V,herb
M_HNB,Euphorbia cyparissias,Euphorbia cyparissias,1.625,1.625,1,1,no,SPE,Euphorbia,1,1,0,*,herb
M_HNB,Festuca csikhegyensis,Festuca ovina agg.,1.125,6.625,0,1,no,SPE,Festuca ovina agg.,0,0,0,3,grass
M_HNB,Festuca ovina agg.,Festuca ovina agg.,5.5,6.625,1,1,no,AG1,Festuca,0,1,0,*,grass
M_HNB,Festuca rubra,Festuca rubra agg.,10.5,10.5,1,1,no,SPE,Festuca rubra agg.,1,1,0,*,grass
M_HNB,Fragaria viridis,Fragaria viridis,5,5,1,1,no,SPE,Fragaria,1,1,0,*,herb
M_HNB,Galium verum s. str.,Galium verum agg.,1,1,1,1,no,SPE,Galium verum agg.,1,1,0,NA,herb
M_HNB,Helianthemum nummularium s. l.,Helianthemum nummularium s. l.,0.025,0.025,1,1,no,SPE,Helianthemum,0,1,0,NA,herb
M_HNB,Hieracium subg. Pilosella,Hieracium subg. Pilosella,0.125,0.125,0,0,no,SGE,Hieracium,0,0,0,*,herb
M_HNB,Koeleria pyramidata,Koeleria pyramidata agg.,9.5,9.5,1,1,no,SPE,Koeleria pyramidata agg.,1,1,0,V,grass
M_HNB,Lotus corniculatus,Lotus corniculatus agg.,1,1,1,1,no,SPE,Lotus corniculatus agg.,0,1,0,*,legume
M_HNB,Medicago,Medicago,0.125,0.125,0,0,no,GAT,Fabaceae,0,0,0,NA,legume
M_HNB,Origanum vulgare,Origanum vulgare,2,2,1,1,no,SPE,Origanum,0,1,0,*,herb
M_HNB,Pimpinella saxifraga,Pimpinella saxifraga agg.,0.125,0.125,1,1,no,SPE,Pimpinella saxifraga agg.,1,1,0,*,herb
M_HNB,Plantago lanceolata,Plantago lanceolata,0.125,0.125,1,1,no,SPE,Plantago,1,1,0,*,herb
M_HNB,Plantago media,Plantago media,0.75,0.75,1,1,no,SPE,Plantago,1,1,0,*,herb
M_HNB,Poa pratensis s. str.,Poa pratensis agg.,1.125,1.125,1,1,no,SPE,Poa pratensis agg.,1,1,0,NA,grass
M_HNB,Potentilla reptans,Potentilla reptans,0.625,0.625,0,0,no,SPE,Potentilla,0,0,0,*,herb
M_HNB,Prunella grandiflora,Prunella grandiflora,1,1,1,1,no,SPE,Prunella,0,1,0,V,herb
M_HNB,Ranunculus acris,Ranunculus acris agg.,0.025,0.025,1,1,no,SPE,Ranunculus acris agg.,1,1,0,*,herb
M_HNB,Rhinanthus minor,Rhinanthus minor,0.5,0.5,1,1,no,SPE,Rhinanthus,0,1,0,*,herb
M_HNB,Rosa,Rosa,0.125,0.125,0,0,no,GAT,Rosaceae,0,0,0,NA,wood
M_HNB,Rosa spinosissima,Rosa spinosissima,0.125,0.125,0,0,no,SPE,Rosa,0,0,0,3,wood
M_HNB,Salvia pratensis,Salvia pratensis,0.125,0.125,1,1,no,SPE,Salvia,1,1,0,V,herb
M_HNB,Sanguisorba minor s. l.,Sanguisorba minor s. l.,0.25,0.25,1,1,no,SPE,Sanguisorba,1,1,0,NA,herb
M_HNB,Securigera varia,Securigera varia,1,1,0,0,no,SPE,Securigera,0,0,0,*,legume
M_HNB,Thymus praecox,Thymus praecox,1,1,1,1,no,SPE,Thymus,0,1,0,*,herb
M_HNB,Trifolium campestre,Trifolium campestre,1.125,1.125,1,1,no,SPE,Trifolium,0,1,0,*,legume
M_HNB,Veronica chamaedrys s. str.,Veronica chamaedrys agg.,0.5,0.5,1,1,no,SPE,Veronica chamaedrys agg.,1,1,0,NA,herb
M_HNB,Vicia hirsuta,Vicia hirsuta,0.15,0.15,0,0,no,SPE,Vicia,0,0,0,*,legume
M_HOH,Alopecurus pratensis,Alopecurus pratensis,0.15,0.15,1,1,no,SPE,Alopecurus,1,1,0,*,grass
M_HOH,Arrhenatherum elatius,Arrhenatherum elatius,0.025,0.025,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
M_HOH,Carex riparia,Carex riparia,1,1,1,1,yes,SPE,Carex,0,0,1,*,grass
M_HOH,Cirsium arvense,Cirsium arvense,3.25,3.25,0,0,no,SPE,Cirsium,0,0,0,*,herb
M_HOH,Cirsium vulgare,Cirsium vulgare,1,1,0,0,no,SPE,Cirsium,0,0,0,*,herb
M_HOH,Crataegus,Crataegus,0.025,0.025,0,0,yes,GAT,Rosaceae,0,0,0,NA,wood
M_HOH,Dactylis glomerata s. str.,Dactylis glomerata agg.,2.75,2.75,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
M_HOH,Daucus carota,Daucus carota,0.125,0.125,1,1,no,SPE,Daucus,0,1,0,*,herb
M_HOH,Elymus repens s. str.,Elymus repens s. str.,2.5,2.5,0,0,no,SPE,Elymus,0,0,0,NA,grass
M_HOH,Festuca arundinacea,Festuca arundinacea,9.5,9.5,0,0,no,SPE,Festuca,0,0,0,*,grass
M_HOH,Festuca pratensis s. str.,Festuca pratensis s. str.,0.125,0.125,1,1,no,SPE,Festuca pratensis s. l.,0,1,0,NA,grass
M_HOH,Festuca rubra,Festuca rubra agg.,5.125,5.125,1,1,no,SPE,Festuca rubra agg.,1,1,0,*,grass
M_HOH,Galium mollugo agg.,Galium mollugo agg.,0.25,0.25,0,1,no,AGG,Galium,0,0,0,*,herb
M_HOH,Geranium pratense,Geranium pratense,15.375,15.375,1,1,no,SPE,Geranium,0,1,0,*,herb
M_HOH,Holcus lanatus,Holcus lanatus,0.125,0.125,1,1,no,SPE,Holcus,1,1,0,*,grass
M_HOH,Linaria vulgaris,Linaria vulgaris,0.125,0.125,0,0,no,SPE,Linaria,0,0,0,*,herb
M_HOH,Phalaris arundinacea,Phalaris arundinacea,0.125,0.125,1,1,yes,SPE,Phalaris,0,0,1,*,grass
M_HOH,Poa angustifolia,Poa pratensis agg.,10.5,17,1,1,no,SPE,Poa pratensis agg.,0,1,0,*,grass
M_HOH,Poa pratensis agg.,Poa pratensis agg.,6.5,17,1,1,no,AGG,Poa,1,1,0,*,grass
M_HOH,Poa trivialis s. l.,Poa trivialis s. l.,0.125,0.125,1,1,no,SPE,Poa,1,1,0,NA,grass
M_HOH,Potentilla anserina,Potentilla anserina,2.625,2.625,1,1,no,SPE,Potentilla,1,0,0,*,herb
M_HOH,Potentilla reptans,Potentilla reptans,33.75,33.75,0,0,no,SPE,Potentilla,0,0,0,*,herb
M_HOH,Rumex crispus,Rumex crispus,0.125,0.125,1,1,no,SPE,Rumex,1,0,0,*,herb
M_HOH,Trifolium dubium,Trifolium dubium agg.,0.025,0.025,1,1,no,SPE,Trifolium dubium agg.,0,1,0,*,legume
M_HOH,Veronica arvensis,Veronica arvensis,0.025,0.025,1,1,no,SPE,Veronica,0,1,0,*,herb
M_HOH,Vicia tetrasperma,Vicia tetrasperma agg.,0.05,0.05,0,0,no,SPE,Vicia tetrasperma agg.,0,0,0,*,legume
M_ILB,Achillea millefolium agg.,Achillea millefolium agg.,0.65,0.65,1,1,no,AGG,Achillea,1,1,0,*,herb
M_ILB,Alopecurus pratensis,Alopecurus pratensis,2.125,2.125,1,1,no,SPE,Alopecurus,1,1,0,*,grass
M_ILB,Althaea officinalis,Althaea officinalis,0.125,0.125,0,0,no,SPE,Althaea,0,0,0,3,herb
M_ILB,Arrhenatherum elatius,Arrhenatherum elatius,1.625,1.625,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
M_ILB,Centaurea jacea agg.,Centaurea jacea agg.,0.375,0.375,1,1,no,AGG,Centaurea,0,1,0,*,herb
M_ILB,Cerastium holosteoides,Cerastium fontanum agg.,0.375,0.375,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
M_ILB,Cirsium arvense,Cirsium arvense,1.125,1.125,0,0,no,SPE,Cirsium,0,0,0,*,herb
M_ILB,Dactylis glomerata s. str.,Dactylis glomerata agg.,7.625,7.625,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
M_ILB,Deschampsia cespitosa s. str.,Deschampsia cespitosa agg.,2.625,2.625,1,1,no,SPE,Deschampsia cespitosa agg.,0,1,0,NA,grass
M_ILB,Festuca rupicola,Festuca ovina agg.,3,3,1,1,no,SPE,Festuca ovina agg.,0,1,0,V,grass
M_ILB,Galium mollugo agg.,Galium mollugo agg.,1.15,1.15,0,1,no,AGG,Galium,0,0,0,*,herb
M_ILB,Galium verum s. str.,Galium verum agg.,10.5,10.5,1,1,no,SPE,Galium verum agg.,1,1,0,NA,herb
M_ILB,Holcus lanatus,Holcus lanatus,0.25,0.25,1,1,no,SPE,Holcus,1,1,0,*,grass
M_ILB,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,7,7,1,1,no,AGG,Leucanthemum,1,1,0,*,herb
M_ILB,Lychnis flos-cuculi,Lychnis flos-cuculi,0.125,0.125,1,1,no,SPE,Lychnis (nom. rej. sub Silene),1,1,1,*,herb
M_ILB,Myosotis arvensis,Myosotis arvensis,1.025,1.025,0,0,no,SPE,Myosotis,0,0,0,*,herb
M_ILB,Pastinaca sativa,Pastinaca sativa,0.125,0.125,1,1,no,SPE,Pastinaca,0,1,0,*,herb
M_ILB,Phalaris arundinacea,Phalaris arundinacea,3,3,1,1,no,SPE,Phalaris,0,0,1,*,grass
M_ILB,Picris hieracioides s. l.,Picris hieracioides s. l.,1.125,1.125,0,0,no,SPE,Picris,0,0,0,NA,herb
M_ILB,Plantago lanceolata,Plantago lanceolata,2.125,2.125,1,1,no,SPE,Plantago,1,1,0,*,herb
M_ILB,Poa pratensis s. str.,Poa pratensis agg.,13,13,1,1,no,SPE,Poa pratensis agg.,1,1,0,NA,grass
M_ILB,Prunella vulgaris,Prunella vulgaris,0.025,0.025,1,1,no,SPE,Prunella,0,1,0,*,herb
M_ILB,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,2.125,2.125,1,1,no,SEC,Taraxacum,1,1,0,*,herb
M_ILB,Trifolium arvense,Trifolium arvense,0.125,0.125,1,1,no,SPE,Trifolium,1,1,0,*,legume
M_ILB,Trifolium campestre,Trifolium campestre,0.625,0.625,1,1,no,SPE,Trifolium,0,1,0,*,legume
M_ILB,Trifolium dubium,Trifolium dubium agg.,51.875,51.875,1,1,no,SPE,Trifolium dubium agg.,0,1,0,*,legume
M_ILB,Trifolium repens,Trifolium repens,0.125,0.125,1,1,no,SPE,Trifolium,1,1,0,*,legume
M_ILB,Veronica arvensis,Veronica arvensis,0.275,0.275,1,1,no,SPE,Veronica,0,1,0,*,herb
M_ILB,Vicia sativa agg.,Vicia sativa agg.,3.025,3.025,1,1,no,AGG,Vicia,0,1,0,*,legume
M_JEP,Allium oleraceum,Allium oleraceum,0.525,0.525,1,1,no,SPE,Allium,0,1,0,*,herb
M_JEP,Alopecurus pratensis,Alopecurus pratensis,13.5,13.5,1,1,no,SPE,Alopecurus,1,1,0,*,grass
M_JEP,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,0.75,0.75,1,1,no,SPE,Anthoxanthum odoratum agg.,0,1,0,NA,grass
M_JEP,Arabidopsis thaliana,Arabidopsis thaliana,0.15,0.15,1,1,no,SPE,Arabidopsis,0,1,0,*,herb
M_JEP,Bromus hordeaceus,Bromus hordeaceus agg.,2.5,2.5,1,1,no,SPE,Bromus hordeaceus agg.,0,1,0,*,grass
M_JEP,Carex praecox agg.,Carex praecox agg.,0.025,0.025,1,1,no,AGG,Carex,0,1,0,V,grass
M_JEP,Cerastium glomeratum,Cerastium glomeratum,0.125,0.125,0,0,no,SPE,Cerastium,0,0,0,*,herb
M_JEP,Cerastium holosteoides,Cerastium fontanum agg.,1.75,1.75,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
M_JEP,Draba verna s. str.,Draba verna agg.,0.675,0.675,1,1,no,SPE,Draba verna agg.,0,1,0,NA,herb
M_JEP,Elymus repens s. str.,Elymus repens s. str.,1,1,0,0,no,SPE,Elymus,0,0,0,NA,grass
M_JEP,Eryngium campestre,Eryngium campestre,0.5,0.5,1,1,no,SPE,Eryngium,1,1,0,V,herb
M_JEP,Ficaria verna s. l.,Ficaria verna s. l.,0.5,0.5,0,0,no,AGG,Ficaria,0,0,0,NA,herb
M_JEP,Filipendula vulgaris,Filipendula vulgaris,8,8,1,1,no,SPE,Filipendula,0,1,0,3,herb
M_JEP,Galium boreale,Galium boreale,3.5,3.5,1,1,no,SPE,Galium,0,1,1,V,herb
M_JEP,Galium verum s. str.,Galium verum agg.,1,1,1,1,no,SPE,Galium verum agg.,1,1,0,NA,herb
M_JEP,Hypericum perforatum,Hypericum perforatum,1.625,1.625,1,1,no,SPE,Hypericum,0,1,0,*,herb
M_JEP,Myosotis ramosissima,Myosotis ramosissima,1.625,1.625,1,1,no,SPE,Myosotis,0,1,0,*,herb
M_JEP,Ornithogalum umbellatum s. l.,Ornithogalum umbellatum agg.,1.625,1.625,1,1,no,AGG,Ornithogalum umbellatum agg.,0,1,0,NA,herb
M_JEP,Peucedanum officinale,Peucedanum officinale,30.625,30.625,1,1,no,SPE,Peucedanum,0,1,1,3,herb
M_JEP,Poa pratensis agg.,Poa pratensis agg.,17.5,17.5,1,1,no,AGG,Poa,1,1,0,*,grass
M_JEP,Ranunculus auricomus agg.,Ranunculus auricomus agg.,1.15,1.15,1,1,no,AGG,Ranunculus,0,1,0,*,herb
M_JEP,Ranunculus polyanthemos s. l.,Ranunculus polyanthemos s. l.,0.75,0.75,1,1,no,SPE,Ranunculus,0,1,1,NA,herb
M_JEP,Rumex acetosa,Rumex acetosa,0.25,0.25,1,1,no,SPE,Rumex,1,1,0,*,herb
M_JEP,Rumex acetosella s. l.,Rumex acetosella s. l.,1.25,1.25,1,1,no,SPE,Rumex,1,1,0,NA,herb
M_JEP,Saxifraga granulata,Saxifraga granulata,0.625,0.625,1,1,no,SPE,Saxifraga,0,1,0,V,herb
M_JEP,Serratula tinctoria s. l.,Serratula tinctoria s. l.,0.025,0.025,1,1,no,SPE,Serratula,1,1,1,NA,herb
M_JEP,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,0.125,0.125,1,1,no,SEC,Taraxacum,1,1,0,*,herb
M_JEP,Tragopogon,Tragopogon,0.025,0.025,0,0,no,GAT,Asteraceae,0,0,0,NA,herb
M_JEP,Trifolium dubium,Trifolium dubium agg.,0.15,0.15,1,1,no,SPE,Trifolium dubium agg.,0,1,0,*,legume
M_JEP,Trifolium pratense,Trifolium pratense,0.025,0.025,1,1,no,SPE,Trifolium,1,1,0,*,legume
M_JEP,Valerianella locusta,Valerianella locusta,3.5,3.5,1,1,no,SPE,Valerianella,0,1,0,*,herb
M_JEP,Veronica arvensis,Veronica arvensis,0.75,0.75,1,1,no,SPE,Veronica,0,1,0,*,herb
M_JEP,Vicia hirsuta,Vicia hirsuta,1.5,1.5,0,0,no,SPE,Vicia,0,0,0,*,legume
M_JEP,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,0.125,0.125,1,1,no,SPE,Vincetoxicum,0,1,0,*,herb
M_JEP,Viola hirta,Viola hirta,0.625,0.625,1,1,no,SPE,Viola,1,1,0,*,herb
