id.site,name.plant,name.plant.agg,cover.mean,cover.mean.agg,target.species,target.species.agg,cf,TaxonRank,IsChildTaxonOf,r.all.diagnostic,ffh.lrt,calth.btt,rlg,funct.group
N_GAR,Scorzoneroides autumnalis,Scorzoneroides autumnalis,0.125,0.125,1,1,no,SPE,Scorzoneroides,1,1,0,*,herb
N_GAR,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,10,10,1,1,no,SEC,Taraxacum,1,1,0,*,herb
N_GAR,Trifolium dubium,Trifolium dubium agg.,0.025,0.025,1,1,no,SPE,Trifolium dubium agg.,0,1,0,*,legume
N_GAR,Trifolium repens,Trifolium repens,70.625,70.625,1,1,no,SPE,Trifolium,1,1,0,*,legume
N_GAR,Veronica serpyllifolia,Veronica serpyllifolia,0.05,0.05,1,1,no,SPE,Veronica,0,1,0,*,herb
N_GAR,Vicia cracca,Vicia cracca agg.,0.25,0.25,1,1,no,SPE,Vicia cracca agg.,1,1,0,*,legume
N_GBI,Ajuga reptans,Ajuga reptans,2.5,2.5,1,1,no,SPE,Ajuga,0,1,0,*,herb
N_GBI,Alopecurus pratensis,Alopecurus pratensis,8.5,8.5,1,1,no,SPE,Alopecurus,1,1,0,*,grass
N_GBI,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,5.625,5.625,1,1,no,SPE,Anthoxanthum odoratum agg.,0,1,0,NA,grass
N_GBI,Arrhenatherum elatius,Arrhenatherum elatius,1.125,1.125,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
N_GBI,Barbarea vulgaris s. l.,Barbarea vulgaris s. l.,0.025,0.025,0,0,no,AGG,Barbarea,0,0,0,*,herb
N_GBI,Bromus hordeaceus,Bromus hordeaceus agg.,0.025,0.025,1,1,no,SPE,Bromus hordeaceus agg.,0,1,0,*,grass
N_GBI,Cardamine pratensis s. l.,Cardamine pratensis agg.,0.55,0.55,1,1,no,SPE,Cardamine pratensis agg.,1,1,0,NA,herb
N_GBI,Carex acutiformis,Carex acutiformis,3.5,3.5,1,1,no,SPE,Carex,0,0,1,*,grass
N_GBI,Carex hirta,Carex hirta,0.05,0.05,0,0,no,SPE,Carex,0,0,0,*,grass
N_GBI,Cerastium holosteoides,Cerastium fontanum agg.,4.125,4.125,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
N_GBI,Cirsium arvense,Cirsium arvense,7.625,7.625,0,0,no,SPE,Cirsium,0,0,0,*,herb
N_GBI,Dactylis glomerata s. str.,Dactylis glomerata agg.,0.025,0.025,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
N_GBI,Daucus carota,Daucus carota,0.75,0.75,1,1,no,SPE,Daucus,0,1,0,*,herb
N_GBI,Deschampsia cespitosa s. str.,Deschampsia cespitosa agg.,0.5,0.5,1,1,no,SPE,Deschampsia cespitosa agg.,0,1,0,NA,grass
N_GBI,Epilobium palustre,Epilobium palustre,0.125,0.125,1,1,no,SPE,Epilobium,0,1,0,V,herb
N_GBI,Equisetum palustre,Equisetum palustre,0.05,0.05,1,1,no,SPE,Equisetum,1,0,1,*,herb
N_GBI,Festuca pratensis s. str.,Festuca pratensis s. str.,2.875,2.875,1,1,no,SPE,Festuca pratensis s. l.,0,1,0,NA,grass
N_GBI,Festuca rubra,Festuca rubra agg.,4.125,4.125,1,1,no,SPE,Festuca rubra agg.,1,1,0,*,grass
N_GBI,Galium mollugo agg.,Galium mollugo agg.,5.625,5.625,0,1,no,AGG,Galium,0,0,0,*,herb
N_GBI,Glechoma hederacea,Glechoma hederacea,3,3,1,1,no,SPE,Glechoma,0,1,0,*,herb
N_GBI,Holcus lanatus,Holcus lanatus,15.5,15.5,1,1,no,SPE,Holcus,1,1,0,*,grass
N_GBI,Hypericum perforatum,Hypericum perforatum,7.5,7.5,1,1,no,SPE,Hypericum,0,1,0,*,herb
N_GBI,Lamium purpureum s. str.,Lamium purpureum s. str.,0.025,0.025,0,0,no,SPE,Lamium,0,0,0,NA,herb
N_GBI,Lathyrus pratensis,Lathyrus pratensis,0.025,0.025,1,1,no,SPE,Lathyrus,1,1,0,*,legume
N_GBI,Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,0.25,0.25,1,1,no,AGG,Leucanthemum,1,1,0,*,herb
N_GBI,Luzula campestris agg.,Luzula campestris agg.,0.125,0.125,1,1,no,AGG,Luzula,1,1,0,*,grass
N_GBI,Lychnis flos-cuculi,Lychnis flos-cuculi,0.175,0.175,1,1,no,SPE,Lychnis (nom. rej. sub Silene),1,1,1,*,herb
N_GBI,Medicago lupulina,Medicago lupulina,15.875,15.875,1,1,no,SPE,Medicago,0,1,0,*,legume
N_GBI,Myosotis discolor,Myosotis discolor,0.07500000000000001,0.07500000000000001,1,1,no,SPE,Myosotis,0,1,0,V,herb
N_GBI,Phleum pratense agg.,Phleum pratense agg.,1.75,1.75,1,1,no,AGG,Phleum,1,1,0,*,grass
N_GBI,Phragmites australis,Phragmites australis,0.75,0.75,0,0,no,SPE,Phragmites,0,0,0,*,grass
N_GBI,Plantago lanceolata,Plantago lanceolata,5,5,1,1,no,SPE,Plantago,1,1,0,*,herb
N_GBI,Poa pratensis agg.,Poa pratensis agg.,3.5,3.5,1,1,no,AGG,Poa,1,1,0,*,grass
N_GBI,Potentilla anserina,Potentilla anserina,0.125,0.125,1,1,no,SPE,Potentilla,1,0,0,*,herb
N_GBI,Prunella vulgaris,Prunella vulgaris,0.125,0.125,1,1,no,SPE,Prunella,0,1,0,*,herb
N_GBI,Prunus spinosa s. str.,Prunus spinosa agg.,0.125,0.125,0,0,no,SPE,Prunus spinosa agg.,0,0,0,NA,wood
N_GBI,Ranunculus repens,Ranunculus repens,0.125,0.125,1,1,no,SPE,Ranunculus,1,1,0,*,herb
N_GBI,Rubus caesius,Rubus caesius,0.125,0.125,0,0,no,SPE,Rubus sect. Caesii,0,0,0,*,wood
N_GBI,Rumex acetosa,Rumex acetosa,1,1,1,1,no,SPE,Rumex,1,1,0,*,herb
N_GBI,Stellaria graminea,Stellaria graminea,0.525,0.525,1,1,no,SPE,Stellaria,1,1,0,*,herb
N_GBI,Tanacetum vulgare,Tanacetum vulgare,0.025,0.025,0,0,no,SPE,Tanacetum,0,0,0,*,herb
N_GBI,Taraxacum sect. Ruderalia,Taraxacum sect. Ruderalia,1.25,1.25,1,1,no,SEC,Taraxacum,1,1,0,*,herb
N_GBI,Veronica arvensis,Veronica arvensis,0.175,0.175,1,1,no,SPE,Veronica,0,1,0,*,herb
N_GBI,Veronica serpyllifolia,Veronica serpyllifolia,0.025,0.025,1,1,no,SPE,Veronica,0,1,0,*,herb
N_GBI,Vicia cracca,Vicia cracca agg.,0.15,0.15,1,1,no,SPE,Vicia cracca agg.,1,1,0,*,legume
N_GBI,Vicia tetrasperma,Vicia tetrasperma agg.,0.15,0.15,0,0,no,SPE,Vicia tetrasperma agg.,0,0,0,*,legume
N_GUT,Achillea millefolium agg.,Achillea millefolium agg.,4.525,4.525,1,1,no,AGG,Achillea,1,1,0,*,herb
N_GUT,Achillea ptarmica,Achillea ptarmica agg.,0.3,0.3,1,1,no,SPE,Achillea ptarmica agg.,0,1,1,*,herb
N_GUT,Alopecurus pratensis,Alopecurus pratensis,2.125,2.125,1,1,no,SPE,Alopecurus,1,1,0,*,grass
N_GUT,Anthoxanthum odoratum s. str.,Anthoxanthum odoratum agg.,3.15,3.15,1,1,no,SPE,Anthoxanthum odoratum agg.,0,1,0,NA,grass
N_GUT,Arrhenatherum elatius,Arrhenatherum elatius,0.125,0.125,1,1,no,SPE,Arrhenatherum,1,1,0,*,grass
N_GUT,Bromus hordeaceus,Bromus hordeaceus agg.,0.775,0.775,1,1,no,SPE,Bromus hordeaceus agg.,0,1,0,*,grass
N_GUT,Cerastium glomeratum,Cerastium glomeratum,0.125,0.125,0,0,no,SPE,Cerastium,0,0,0,*,herb
N_GUT,Cerastium holosteoides,Cerastium fontanum agg.,1.375,1.375,1,1,no,SPE,Cerastium fontanum agg.,1,1,0,*,herb
N_GUT,Cirsium arvense,Cirsium arvense,0.125,0.125,0,0,no,SPE,Cirsium,0,0,0,*,herb
N_GUT,Cirsium vulgare,Cirsium vulgare,0.05,0.05,0,0,no,SPE,Cirsium,0,0,0,*,herb
N_GUT,Crepis capillaris,Crepis capillaris,0.025,0.025,1,1,yes,SPE,Crepis,0,1,0,*,herb
N_GUT,Cynosurus cristatus,Cynosurus cristatus,0.175,0.175,1,1,no,SPE,Cynosurus,1,1,0,*,grass
N_GUT,Dactylis glomerata s. str.,Dactylis glomerata agg.,1.125,1.125,1,1,no,SPE,Dactylis glomerata agg.,0,1,0,NA,grass
N_GUT,Draba verna s. str.,Draba verna agg.,0.025,0.025,1,1,no,SPE,Draba verna agg.,0,1,0,NA,herb
N_GUT,Elymus repens s. str.,Elymus repens s. str.,1,1,0,0,no,SPE,Elymus,0,0,0,NA,grass
N_GUT,Festuca pratensis s. str.,Festuca pratensis s. str.,5.625,5.625,1,1,no,SPE,Festuca pratensis s. l.,0,1,0,NA,grass
N_GUT,Festuca rubra,Festuca rubra agg.,13,13,1,1,no,SPE,Festuca rubra agg.,1,1,0,*,grass
N_GUT,Galium mollugo agg.,Galium mollugo agg.,6.5,6.5,0,1,no,AGG,Galium,0,0,0,*,herb
N_GUT,Geranium pusillum,Geranium pusillum,0.07500000000000001,0.07500000000000001,0,0,no,SPE,Geranium,0,0,0,*,herb
N_GUT,Glechoma hederacea,Glechoma hederacea,0.125,0.125,1,1,no,SPE,Glechoma,0,1,0,*,herb
N_GUT,Heracleum sphondylium,Heracleum sphondylium,0.125,0.125,1,1,no,SPE,Heracleum,0,1,0,*,herb
N_GUT,Holcus lanatus,Holcus lanatus,26.125,26.125,1,1,no,SPE,Holcus,1,1,0,*,grass
N_GUT,Hypericum perforatum,Hypericum perforatum,0.125,0.125,1,1,no,SPE,Hypericum,0,1,0,*,herb
