id.plot,name.plant,cf,TaxonRank,IsChildTaxonOf,remarks,cover.adapt.brbl,cover
M_KIF_A4,Euphorbia cyparissias,no,SPE,Euphorbia,NA,1a,2
M_KIF_A4,Falcaria vulgaris,no,SPE,Falcaria,NA,+,0.5
M_KIF_A4,Festuca brevipila,yes,SPE,Festuca ovina agg.,cf überall,2b,20
M_KIF_A4,Fraxinus excelsior,no,SPE,Fraxinus,NA,1a,2
M_KIF_A4,Poa pratensis agg.,no,AGG,Poa,NA,+,0.5
M_KIF_A4,Rosa rubiginosa,no,SPE,Rosa rubiginosa agg.,ggf. auch Rosa rubiginosa agg.,1a,2
M_KIF_A4,Securigera varia,no,SPE,Securigera,NA,1a,2
M_KIF_T,Acer pseudoplatanus,no,SPE,Acer,NA,NA,NA
M_KIF_T,Achillea millefolium agg.,no,AGG,Achillea,NA,NA,NA
M_KIF_T,Allium,no,GAT,Asparagaceae,nochmal kontrollieren,NA,NA
M_KIF_T,Astragalus exscapus,no,SPE,Astragalus,NA,NA,NA
M_KIF_T,Berberis vulgaris,no,SPE,Berberis,NA,NA,NA
M_KIF_T,Betula pendula,no,SPE,Betula,NA,NA,NA
M_KIF_T,Carduus,no,GAT,Asteraceae,nochmal in Bogen gucken,NA,NA
M_KIF_T,Carlina vulgaris s. str.,no,SPE,Carlina vulgaris agg.,NA,NA,NA
M_KIF_T,Centaurea jacea agg.,no,AGG,Centaurea,NA,NA,NA
M_KIF_T,Centaurea scabiosa,no,SPE,Centaurea,NA,NA,NA
M_KIF_T,Cirsium vulgare,no,SPE,Cirsium,NA,NA,NA
M_KIF_T,Crataegus,no,GAT,Rosaceae,NA,NA,NA
M_KIF_T,Echinops bannaticus,yes,SPE,Echinops,cf,NA,NA
M_KIF_T,Falcaria vulgaris,no,SPE,Falcaria,NA,NA,NA
M_KIF_T,Galium glaucum,no,SPE,Galium,NA,NA,NA
M_KIF_T,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,NA,NA
M_KIF_T,Galium verum s. str.,no,SPE,Galium verum agg.,NA,NA,NA
M_KIF_T,Geum urbanum,no,SPE,Geum,NA,NA,NA
M_KIF_T,Inula conyzae,no,SPE,Inula,NA,NA,NA
M_KIF_T,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,NA,NA,NA
M_KIF_T,Lactuca serriola,no,SPE,Lactuca,NA,NA,NA
M_KIF_T,Ligustrum vulgare,no,SPE,Ligustrum,NA,NA,NA
M_KIF_T,Linaria vulgaris,no,SPE,Linaria,NA,NA,NA
M_KIF_T,Linum catharticum,no,SPE,Linum,NA,NA,NA
M_KIF_T,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,NA,NA
M_KIF_T,Ononis repens,no,SPE,Ononis spinosa agg.,NA,NA,NA
M_KIF_T,Ononis spinosa s. str.,no,SPE,Ononis spinosa agg.,NA,NA,NA
M_KIF_T,Picris hieracioides s. l.,no,SPE,Picris,NA,NA,NA
M_KIF_T,Pinus nigra,no,SPE,Pinus,Pinus resinosa??,NA,NA
M_KIF_T,Plantago media,no,SPE,Plantago,NA,NA,NA
M_KIF_T,Primula veris,no,SPE,Primula,NA,NA,NA
M_KIF_T,Prunus mahaleb,no,SPE,Prunus,NA,NA,NA
M_KIF_T,Prunus spinosa s. str.,no,SPE,Prunus spinosa agg.,NA,NA,NA
M_KIF_T,Quercus robur,no,SPE,Quercus,NA,NA,NA
M_KIF_T,Salvia pratensis,no,SPE,Salvia,NA,NA,NA
M_KIF_T,Scabiosa ochroleuca,no,SPE,Scabiosa,NA,NA,NA
M_KIF_T,Senecio jacobaea,no,SPE,Senecio,NA,NA,NA
M_KIF_T,Sisymbrium loeselii,no,SPE,Sisymbrium,NA,NA,NA
M_KIF_T,Stachys recta,no,SPE,Stachys,NA,NA,NA
M_KIF_T,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,NA,NA
M_KIF_T,Thymus praecox,no,SPE,Thymus,NA,NA,NA
M_KIF_T,Verbascum pulverulentum,no,SPE,Verbascum,NA,NA,NA
M_KIF_T,Vicia cracca,no,SPE,Vicia cracca agg.,NA,NA,NA
M_KOL_A1,Achillea millefolium agg.,no,AGG,Achillea,NA,2a,10
M_KOL_A1,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,NA,1b,4
M_KOL_A1,Bromus sterilis,no,SPE,Bromus,NA,1b,4
M_KOL_A1,Centaurea jacea agg.,no,AGG,Centaurea,NA,1a,2
M_KOL_A1,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,2a,10
M_KOL_A1,Festuca csikhegyensis,no,SPE,Festuca ovina agg.,NA,1b,4
M_KOL_A1,Festuca rubra,no,SPE,Festuca rubra agg.,NA,1b,4
M_KOL_A1,Festuca rupicola,no,SPE,Festuca ovina agg.,NA,1a,2
M_KOL_A1,Festuca valesiaca s. l.,no,AGG,Festuca ovina agg.,NA,2a,10
M_KOL_A1,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,1a,2
M_KOL_A1,Geranium molle,no,SPE,Geranium,NA,1b,4
M_KOL_A1,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,+,0.5
M_KOL_A1,Malva moschata,no,SPE,Malva,NA,+,0.5
M_KOL_A1,Onobrychis viciifolia,no,SPE,Onobrychis viciifolia agg.,NA,+,0.5
M_KOL_A1,Petrorhagia prolifera,no,SPE,Petrorhagia,NA,+,0.5
M_KOL_A1,Poa pratensis s. str.,no,SPE,Poa pratensis agg.,NA,2a,10
M_KOL_A2,Achillea millefolium agg.,no,AGG,Achillea,NA,2b,20
M_KOL_A2,Alopecurus pratensis,no,SPE,Alopecurus,NA,1b,4
M_KOL_A2,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,NA,+,0.5
M_KOL_A2,Bromus sterilis,no,SPE,Bromus,NA,+,0.5
M_KOL_A2,Centaurea jacea agg.,no,AGG,Centaurea,NA,1b,4
M_KOL_A2,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,+,0.5
M_KOL_A2,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,2b,20
M_KOL_A2,Daucus carota,no,SPE,Daucus,NA,+,0.5
M_KOL_A2,Falcaria vulgaris,no,SPE,Falcaria,NA,+,0.5
M_KOL_A2,Festuca csikhegyensis,no,SPE,Festuca ovina agg.,NA,1a,2
M_KOL_A2,Festuca rupicola,no,SPE,Festuca ovina agg.,NA,1a,2
M_KOL_A2,Festuca valesiaca s. l.,no,AGG,Festuca ovina agg.,NA,1b,4
M_KOL_A2,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,1b,4
M_KOL_A2,Geranium molle,no,SPE,Geranium,NA,1a,2
M_KOL_A2,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1a,2
M_KOL_A2,Malva moschata,no,SPE,Malva,NA,+,0.5
M_KOL_A2,Onobrychis viciifolia,no,SPE,Onobrychis viciifolia agg.,NA,1a,2
M_KOL_A2,Petrorhagia prolifera,no,SPE,Petrorhagia,NA,+,0.5
M_KOL_A2,Poa pratensis s. str.,no,SPE,Poa pratensis agg.,NA,2b,20
M_KOL_A2,Silene vulgaris,no,SPE,Silene,NA,1b,4
M_KOL_A2,Valerianella locusta,no,SPE,Valerianella,NA,+,0.5
M_KOL_A2,Veronica arvensis,no,SPE,Veronica,NA,+,0.5
M_KOL_A3,Achillea millefolium agg.,no,AGG,Achillea,NA,2b,20
M_KOL_A3,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,r,0.1
M_KOL_A3,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,NA,2a,10
M_KOL_A3,Bromus sterilis,no,SPE,Bromus,NA,+,0.5
M_KOL_A3,Centaurea jacea agg.,no,AGG,Centaurea,NA,1b,4
M_KOL_A3,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,r,0.1
M_KOL_A3,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,1a,2
M_KOL_A3,Festuca csikhegyensis,no,SPE,Festuca ovina agg.,NA,1a,2
M_KOL_A3,Festuca pulchra,no,SPE,Festuca valesiaca s. l.,NA,1a,2
M_KOL_A3,Festuca rupicola,yes,SPE,Festuca ovina agg.,cf.,1a,2
M_KOL_A3,Festuca valesiaca s. l.,no,AGG,Festuca ovina agg.,NA,1b,4
M_KOL_A3,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,1b,4
M_KOL_A3,Geranium molle,no,SPE,Geranium,NA,1a,2
M_KOL_A3,Malva moschata,no,SPE,Malva,NA,+,0.5
M_KOL_A3,Onobrychis viciifolia,no,SPE,Onobrychis viciifolia agg.,NA,1a,2
M_KOL_A3,Petrorhagia prolifera,no,SPE,Petrorhagia,NA,1a,2
M_KOL_A3,Poa pratensis s. str.,no,SPE,Poa pratensis agg.,NA,2a,10
M_KOL_A3,Silene vulgaris,no,SPE,Silene,NA,1b,4
M_KOL_A4,Achillea millefolium agg.,no,AGG,Achillea,NA,2a,10
M_KOL_A4,Briza media,no,SPE,Briza,NA,r,0.1
M_KOL_A4,Bromus sterilis,no,SPE,Bromus,NA,r,0.1
M_KOL_A4,Centaurea jacea agg.,no,AGG,Centaurea,NA,2b,20
M_KOL_A4,Clinopodium vulgare,no,SPE,Clinopodium,NA,r,0.1
M_KOL_A4,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,1a,2
M_KOL_A4,Falcaria vulgaris,no,SPE,Falcaria,NA,r,0.1
M_KOL_A4,Festuca csikhegyensis,no,SPE,Festuca ovina agg.,NA,1a,2
M_KOL_A4,Festuca pulchra,no,SPE,Festuca valesiaca s. l.,NA,1a,2
M_KOL_A4,Festuca rupicola,no,SPE,Festuca ovina agg.,NA,+,0.5
M_KOL_A4,Festuca valesiaca s. l.,no,AGG,Festuca ovina agg.,NA,2a,10
M_KOL_A4,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,1b,4
M_KOL_A4,Geranium molle,no,SPE,Geranium,NA,+,0.5
M_KOL_A4,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1a,2
M_KOL_A4,Malva moschata,no,SPE,Malva,NA,1a,2
M_KOL_A4,Onobrychis viciifolia,no,SPE,Onobrychis viciifolia agg.,NA,1a,2
M_KOL_A4,Petrorhagia prolifera,no,SPE,Petrorhagia,NA,1a,2
M_KOL_A4,Poa pratensis s. str.,no,SPE,Poa pratensis agg.,NA,2b,20
M_KOL_A4,Silene vulgaris,no,SPE,Silene,NA,1b,4
M_KOL_T,Anthemis tinctoria,no,SPE,Anthemis tinctoria agg.,NA,NA,NA
M_KOL_T,Arenaria serpyllifolia s. l.,no,SPE,Arenaria serpyllifolia agg.,NA,NA,NA
M_KOL_T,Centaurea stoebe s. l.,no,AGG,Centaurea paniculata agg.,ändern in s. str?,NA,NA
M_KOL_T,Cichorium intybus,no,SPE,Cichorium,NA,NA,NA
M_KOL_T,Cirsium arvense,no,SPE,Cirsium,NA,NA,NA
M_KOL_T,Echium vulgare,no,SPE,Echium,NA,NA,NA
M_KOL_T,Eryngium campestre,no,SPE,Eryngium,NA,NA,NA
M_KOL_T,Euphorbia cyparissias,no,SPE,Euphorbia,NA,NA,NA
M_KOL_T,Geranium pusillum,no,SPE,Geranium,NA,NA,NA
M_KOL_T,Linum austriacum,yes,SPE,Linum perenne agg.,"cf. , stand Linum perenne s. str.",NA,NA
M_KOL_T,Matricaria chamomilla,no,SPE,Matricaria,NA,NA,NA
M_KOL_T,Plantago lanceolata,no,SPE,Plantago,NA,NA,NA
M_KOL_T,Plantago media,no,SPE,Plantago,NA,NA,NA
M_KOL_T,Salvia pratensis,no,SPE,Salvia,NA,NA,NA
M_KOL_T,Senecio vernalis,no,SPE,Senecio,NA,NA,NA
M_KOL_T,Sisymbrium loeselii,no,SPE,Sisymbrium,NA,NA,NA
M_KOL_T,Trifolium campestre,no,SPE,Trifolium,NA,NA,NA
M_KOL_T,Trifolium repens,no,SPE,Trifolium,NA,NA,NA
M_KOT_A1,Achillea millefolium agg.,no,AGG,Achillea,könnte auf Zettel auch r sein,+,0.5
M_KOT_A1,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,+,0.5
M_KOT_A1,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,1a,2
M_KOT_A1,Centaurea jacea agg.,no,AGG,Centaurea,NA,+,0.5
M_KOT_A1,Cichorium intybus,no,SPE,Cichorium,(-1b),1a,2
M_KOT_A1,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,2a,10
M_KOT_A1,Daucus carota,no,SPE,Daucus,NA,r,0.1
M_KOT_A1,Festuca rubra,no,SPE,Festuca rubra agg.,NA,2b,20
M_KOT_A1,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,2a,10
M_KOT_A1,Galium verum s. str.,no,SPE,Galium verum agg.,NA,+,0.5
M_KOT_A1,Holcus lanatus,no,SPE,Holcus,NA,1a,2
M_KOT_A1,Hypericum perforatum,no,SPE,Hypericum,NA,1a,2
M_KOT_A1,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,NA,+,0.5
M_KOT_A1,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,2a,10
M_KOT_A1,Medicago lupulina,no,SPE,Medicago,NA,+,0.5
M_KOT_A1,Pastinaca sativa,no,SPE,Pastinaca,NA,+,0.5
M_KOT_A1,Phleum pratense agg.,no,AGG,Phleum,NA,1a,2
M_KOT_A1,Picris hieracioides s. l.,no,SPE,Picris,NA,+,0.5
M_KOT_A1,Plantago lanceolata,no,SPE,Plantago,NA,1b,4
M_KOT_A1,Poa pratensis agg.,no,AGG,Poa,NA,+,0.5
M_KOT_A1,Rosa,no,GAT,Rosaceae,NA,r,0.1
M_KOT_A1,Salvia pratensis,no,SPE,Salvia,NA,+,0.5
M_KOT_A1,Silene vulgaris,no,SPE,Silene,NA,+,0.5
M_KOT_A1,Trifolium pratense,no,SPE,Trifolium,NA,2b,20
M_KOT_A2,Achillea millefolium agg.,no,AGG,Achillea,NA,+,0.5
M_KOT_A2,Alopecurus pratensis,no,SPE,Alopecurus,NA,1a,2
M_KOT_A2,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,1b,4
M_KOT_A2,Centaurea jacea agg.,no,AGG,Centaurea,NA,+,0.5
M_KOT_A2,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,1a,2
M_KOT_A2,Festuca rubra,no,SPE,Festuca rubra agg.,NA,3,37.5
M_KOT_A2,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,2a,10
M_KOT_A2,Galium verum s. str.,no,SPE,Galium verum agg.,NA,+,0.5
M_KOT_A2,Hypericum perforatum,no,SPE,Hypericum,NA,1b,4
M_KOT_A2,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,NA,1a,2
M_KOT_A2,Leucanthemum vulgare s. str.,no,SPE,Leucanthemum vulgare agg.,NA,r,0.1
M_KOT_A2,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,2a,10
M_KOT_A2,Lychnis flos-cuculi,no,SPE,Lychnis (nom. rej. sub Silene),NA,r,0.1
M_KOT_A2,Pastinaca sativa,no,SPE,Pastinaca,NA,1a,2
M_KOT_A2,Plantago lanceolata,no,SPE,Plantago,NA,+,0.5
M_KOT_A2,Poa pratensis agg.,no,AGG,Poa,NA,1a,2
M_KOT_A2,Rubus sect. Rubus,no,SEC,Rubus subg. Rubus,NA,1a,2
M_KOT_A2,Silene vulgaris,no,SPE,Silene,NA,+,0.5
M_KOT_A2,Solidago canadensis,no,SPE,Solidago,NA,r,0.1
M_KOT_A2,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,+,0.5
M_KOT_A2,Trifolium pratense,no,SPE,Trifolium,NA,1a,2
M_KOT_A2,Vicia angustifolia s. l.,no,AGG,Vicia sativa agg.,NA,r,0.1
M_KOT_A3,Achillea millefolium agg.,no,AGG,Achillea,NA,1a,2
M_KOT_A3,Alopecurus pratensis,no,SPE,Alopecurus,angekreuzt ohne Angabe der Deckung,+,0.5
M_KOT_A3,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,1a,2
M_KOT_A3,Betonica officinalis,no,SPE,Betonica,NA,r,0.1
M_KOT_A3,Calystegia sepium,no,SPE,Calystegia sepium agg.,NA,+,0.5
M_KOT_A3,Centaurea jacea agg.,no,AGG,Centaurea,NA,+,0.5
M_KOT_A3,Cichorium intybus,no,SPE,Cichorium,NA,1a,2
M_KOT_A3,Crepis biennis,no,SPE,Crepis,NA,+,0.5
M_KOT_A3,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,+,0.5
M_KOT_A3,Daucus carota,no,SPE,Daucus,NA,+,0.5
M_KOT_A3,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,1a,2
M_KOT_A3,Festuca rubra,no,SPE,Festuca rubra agg.,NA,2b,20
M_KOT_A3,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,1b,4
M_KOT_A3,Galium verum s. str.,no,SPE,Galium verum agg.,NA,+,0.5
M_KOT_A3,Geranium pratense,no,SPE,Geranium,NA,+,0.5
M_KOT_A3,Heracleum sphondylium,no,SPE,Heracleum,NA,r,0.1
M_KOT_A3,Lathyrus pratensis,no,SPE,Lathyrus,NA,+,0.5
M_KOT_A3,Leucanthemum vulgare s. str.,no,SPE,Leucanthemum vulgare agg.,NA,+,0.5
M_KOT_A3,Lolium perenne,no,SPE,Lolium,NA,+,0.5
M_KOT_A3,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,2a,10
M_KOT_A3,Lychnis flos-cuculi,no,SPE,Lychnis (nom. rej. sub Silene),NA,r,0.1
M_KOT_A3,Pastinaca sativa,no,SPE,Pastinaca,NA,+,0.5
M_KOT_A3,Picris hieracioides s. l.,no,SPE,Picris,NA,1a,2
M_KOT_A3,Pimpinella saxifraga,no,SPE,Pimpinella saxifraga agg.,NA,r,0.1
M_KOT_A3,Plantago lanceolata,no,SPE,Plantago,NA,+,0.5
M_KOT_A3,Poa pratensis agg.,no,AGG,Poa,NA,1a,2
M_KOT_A3,Sanguisorba minor s. l.,no,SPE,Sanguisorba,NA,r,0.1
M_KOT_A3,Silaum silaus,yes,SPE,Silaum,cf.,r,0.1
M_KOT_A3,Silene vulgaris,no,SPE,Silene,NA,+,0.5
M_KOT_A3,Solidago canadensis,no,SPE,Solidago,NA,r,0.1
M_KOT_A3,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,r,0.1
M_KOT_A3,Trifolium pratense,no,SPE,Trifolium,NA,3,37.5
M_KOT_A3,Vicia angustifolia s. l.,no,AGG,Vicia sativa agg.,NA,1a,2
M_KOT_A3,Vicia tetrasperma,no,SPE,Vicia tetrasperma agg.,NA,1a,2
M_KOT_A4,Achillea millefolium agg.,no,AGG,Achillea,NA,+,0.5
M_KOT_A4,Alopecurus pratensis,no,SPE,Alopecurus,NA,+,0.5
M_KOT_A4,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,2a,10
M_KOT_A4,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,NA,+,0.5
M_KOT_A4,Calystegia sepium,no,SPE,Calystegia sepium agg.,NA,+,0.5
M_KOT_A4,Cichorium intybus,no,SPE,Cichorium,NA,1b,4
M_KOT_A4,Cirsium arvense,no,SPE,Cirsium,NA,r,0.1
M_KOT_A4,Crataegus,no,GAT,Rosaceae,NA,r,0.1
M_KOT_A4,Crepis biennis,no,SPE,Crepis,NA,+,0.5
M_KOT_A4,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,+,0.5
M_KOT_A4,Daucus carota,no,SPE,Daucus,NA,+,0.5
M_KOT_A4,Festuca rubra,no,SPE,Festuca rubra agg.,NA,3,37.5
M_KOT_A4,Galium mollugo agg.,no,AGG,Galium,aufgeschrieben als Galium album,1b,4
M_KOT_A4,Galium verum s. str.,no,SPE,Galium verum agg.,NA,+,0.5
M_KOT_A4,Heracleum sphondylium,no,SPE,Heracleum,NA,r,0.1
M_KOT_A4,Hypericum perforatum,no,SPE,Hypericum,NA,+,0.5
M_KOT_A4,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,NA,1a,2
M_KOT_A4,Lolium perenne,no,SPE,Lolium,NA,+,0.5
M_KOT_A4,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,2b,20
M_KOT_A4,Lychnis flos-cuculi,no,SPE,Lychnis (nom. rej. sub Silene),NA,+,0.5
M_KOT_A4,Pastinaca sativa,no,SPE,Pastinaca,NA,r,0.1
M_KOT_A4,Picris hieracioides s. l.,no,SPE,Picris,NA,1a,2
M_KOT_A4,Plantago lanceolata,no,SPE,Plantago,NA,1a,2
M_KOT_A4,Poa pratensis agg.,no,AGG,Poa,NA,1a,2
M_KOT_A4,Prunella vulgaris,no,SPE,Prunella,NA,+,0.5
M_KOT_A4,Silene vulgaris,no,SPE,Silene,NA,r,0.1
M_KOT_A4,Solidago canadensis,no,SPE,Solidago,NA,r,0.1
M_KOT_A4,Tragopogon pratensis s. l.,no,AGG,Tragopogon,NA,+,0.5
M_KOT_A4,Trifolium pratense,no,SPE,Trifolium,NA,1a,2
M_KOT_A4,Vicia angustifolia s. l.,no,AGG,Vicia sativa agg.,NA,+,0.5
M_KOT_T,Artemisia vulgaris,no,SPE,Artemisia vulgaris agg.,NA,NA,NA
M_KOT_T,Elymus repens s. str.,no,SPE,Elymus,NA,NA,NA
M_KOT_T,Persicaria maculosa,no,SPE,Persicaria,NA,NA,NA
M_KOT_T,Phragmites australis,no,SPE,Phragmites,NA,NA,NA
M_KOT_T,Rumex crispus,no,SPE,Rumex,NA,NA,NA
M_KOT_T,Silene dioica,no,SPE,Silene,NA,NA,NA
M_KOT_T,Silene latifolia subsp. alba,no,SSP,Silene latifolia,NA,NA,NA
M_KOT_T,Tussilago farfara,no,SPE,Tussilago,NA,NA,NA
M_KOT_T,Vicia cracca,no,SPE,Vicia cracca agg.,NA,NA,NA
M_KOT_T,Vicia hirsuta,no,SPE,Vicia,NA,NA,NA
M_KUH_A1,Brachypodium pinnatum,no,SPE,Brachypodium pinnatum agg.,NA,1a,2
M_KUH_A1,Briza media,no,SPE,Briza,NA,+,0.5
M_KUH_A1,Bromus erectus,no,SPE,Bromus,NA,3,37.5
M_KUH_A1,Carlina vulgaris s. str.,no,SPE,Carlina vulgaris agg.,NA,+,0.5
M_KUH_A1,Cerastium glutinosum,no,SPE,Cerastium pumilum agg.,C. pumilum/ glutinosa/ holosteoides --> glutinosa unterstrichen,+,0.5
M_KUH_A1,Cirsium acaulon,no,SPE,Cirsium,NA,1b,4
M_KUH_A1,Cynoglossum officinale,no,SPE,Cynoglossum,NA,r,0.1
M_KUH_A1,Euphorbia cyparissias,no,SPE,Euphorbia,NA,1a,2
M_KUH_A1,Festuca ovina agg.,no,AG1,Festuca,Festuca ovina s. l.,+,0.5
M_KUH_A1,Galium verum s. str.,no,SPE,Galium verum agg.,NA,+,0.5
M_KUH_A1,Helictotrichon pratense,no,SPE,Helictotrichon,NA,r,0.1
M_KUH_A1,Inula conyzae,no,SPE,Inula,NA,+,0.5
M_KUH_A1,Linum catharticum,no,SPE,Linum,NA,+,0.5
M_KUH_A1,Potentilla heptaphylla,no,SPE,Potentilla,NA,+,0.5
M_KUH_A1,Seseli annuum,no,SPE,Seseli,NA,+,0.5
M_KUH_A1,Viola hirta,no,SPE,Viola,NA,r,0.1
M_KUH_A2,Achillea millefolium agg.,no,AGG,Achillea,NA,+,0.5
M_KUH_A2,Brachypodium pinnatum,no,SPE,Brachypodium pinnatum agg.,NA,1a,2
M_KUH_A2,Briza media,no,SPE,Briza,NA,+,0.5
M_KUH_A2,Bromus erectus,no,SPE,Bromus,NA,4,62.5
M_KUH_A2,Carlina vulgaris s. str.,no,SPE,Carlina vulgaris agg.,NA,+,0.5
M_KUH_A2,Centaurea jacea agg.,no,AGG,Centaurea,NA,+,0.5
M_KUH_A2,Cirsium acaulon,no,SPE,Cirsium,NA,1a,2
M_KUH_A2,Euphorbia cyparissias,no,SPE,Euphorbia,NA,1b,4
M_KUH_A2,Festuca rupicola,no,SPE,Festuca ovina agg.,NA,+,0.5
M_KUH_A2,Galium verum s. str.,no,SPE,Galium verum agg.,NA,+,0.5
M_KUH_A2,Hippocrepis comosa,no,SPE,Hippocrepis,NA,+,0.5
M_KUH_A2,Hypericum perforatum,no,SPE,Hypericum,auf Zettel: Hypericum perfoliatum,r,0.1
M_KUH_A2,Inula conyzae,no,SPE,Inula,NA,+,0.5
M_KUH_A2,Koeleria pyramidata,no,SPE,Koeleria pyramidata agg.,NA,+,0.5
M_KUH_A2,Linum catharticum,no,SPE,Linum,NA,r,0.1
M_KUH_A2,Picris hieracioides s. l.,no,SPE,Picris,NA,+,0.5
M_KUH_A2,Sanguisorba minor s. l.,no,SPE,Sanguisorba,NA,+,0.5
M_KUH_A2,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,r,0.1
M_KUH_A2,Thymus praecox,no,SPE,Thymus,NA,+,0.5
M_KUH_A3,Achillea millefolium agg.,no,AGG,Achillea,NA,1a,2
M_KUH_A3,Agrimonia eupatoria,no,SPE,Agrimonia,NA,r,0.1
M_KUH_A3,Briza media,no,SPE,Briza,NA,1b,4
M_KUH_A3,Bromus erectus,no,SPE,Bromus,NA,2b,20
M_KUH_A3,Campanula glomerata,no,SPE,Campanula,NA,r,0.1
M_KUH_A3,Carex caryophyllea,no,SPE,Carex,NA,+,0.5
M_KUH_A3,Carex humilis,no,SPE,Carex,NA,2a,10
M_KUH_A3,Carlina vulgaris s. str.,no,SPE,Carlina vulgaris agg.,NA,+,0.5
M_KUH_A3,Centaurea jacea agg.,no,AGG,Centaurea,NA,+,0.5
M_KUH_A3,Cerastium glutinosum,no,SPE,Cerastium pumilum agg.,C. pumilum/ glutinosa/ holosteoides --> glutinosa unterstrichen,+,0.5
M_KUH_A3,Cirsium acaulon,no,SPE,Cirsium,NA,1a,2
M_KUH_A3,Crataegus,no,GAT,Rosaceae,NA,r,0.1
M_KUH_A3,Euphorbia cyparissias,no,SPE,Euphorbia,NA,1a,2
M_KUH_A3,Galium verum s. str.,no,SPE,Galium verum agg.,NA,1a,2
M_KUH_A3,Hieracium pilosella,no,SPE,Hieracium subg. Pilosella,NA,2a,10
M_KUH_A3,Hippocrepis comosa,no,SPE,Hippocrepis,NA,+,0.5
M_KUH_A3,Hypericum perforatum,no,SPE,Hypericum,auf Zettel: Hypericum perfoliatum,+,0.5
M_KUH_A3,Inula conyzae,no,SPE,Inula,NA,+,0.5
M_KUH_A3,Koeleria pyramidata,no,SPE,Koeleria pyramidata agg.,NA,+,0.5
M_KUH_A3,Leontodon hispidus,no,SPE,Leontodon,NA,+,0.5
M_KUH_A3,Linum catharticum,no,SPE,Linum,NA,r,0.1
M_KUH_A3,Picris hieracioides s. l.,no,SPE,Picris,NA,+,0.5
M_KUH_A3,Pimpinella saxifraga,no,SPE,Pimpinella saxifraga agg.,NA,+,0.5
M_KUH_A3,Plantago lanceolata,no,SPE,Plantago,NA,r,0.1
M_KUH_A3,Plantago media,no,SPE,Plantago,NA,1a,2
M_KUH_A3,Potentilla heptaphylla,no,SPE,Potentilla,NA,+,0.5
M_KUH_A3,Potentilla verna,no,SPE,Potentilla verna agg.,eingetragen als Potentilla neumanniana,+,0.5
M_KUH_A3,Prunella vulgaris,no,SPE,Prunella,prunella vulg. Cf/ grandiflora? --> in Datenbank gibt es Prunella vulgaris var. Grandiflora,1b,4
M_KUH_A3,Sanguisorba minor s. l.,no,SPE,Sanguisorba,NA,+,0.5
