id.plot,name.plant,cf,TaxonRank,IsChildTaxonOf,remarks,cover.adapt.brbl,cover
S_ACR_A3,Bromus erectus,no,SPE,Bromus,NA,2a,10
S_ACR_A3,Carex flacca,no,SPE,Carex,NA,1a,2
S_ACR_A3,Centaurium erythraea s. str.,no,SPE,Centaurium erythraea s. l.,NA,r,0.1
S_ACR_A3,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,+,0.5
S_ACR_A3,Crepis biennis,no,SPE,Crepis,NA,+,0.5
S_ACR_A3,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,1a,2
S_ACR_A3,Daucus carota,no,SPE,Daucus,NA,1a,2
S_ACR_A3,Erigeron annuus,no,SPE,Erigeron,NA,1a,2
S_ACR_A3,Festuca rubra agg.,no,AGG,Festuca,NA,1b,4
S_ACR_A3,Galium mollugo agg.,no,AGG,Galium,NA,1a,2
S_ACR_A3,Galium verum s. str.,no,SPE,Galium verum agg.,NA,2a,10
S_ACR_A3,Helictotrichon pubescens,no,SPE,Helictotrichon,NA,2a,10
S_ACR_A3,Hieracium piloselloides,no,SPE,Hieracium subg. Pilosella,Herbar,r,0.1
S_ACR_A3,Hypericum perforatum,no,SPE,Hypericum,NA,+,0.5
S_ACR_A3,Koeleria pyramidata,no,SPE,Koeleria pyramidata agg.,NA,r,0.1
S_ACR_A3,Leucanthemum vulgare agg.,no,AGG,Leucanthemum,NA,1a,2
S_ACR_A3,Linum catharticum,no,SPE,Linum,NA,+,0.5
S_ACR_A3,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1a,2
S_ACR_A3,Medicago falcata s. str.,no,SPE,Medicago sativa agg.,NA,1a,2
S_ACR_A3,Medicago lupulina,no,SPE,Medicago,NA,1a,2
S_ACR_A3,Myosotis arvensis,no,SPE,Myosotis,NA,r,0.1
S_ACR_A3,Orchis pyramidalis,no,SPE,Orchis,=Anacamptis pyramidalis,r,0.1
S_ACR_A3,Origanum vulgare,no,SPE,Origanum,NA,1a,2
S_ACR_A3,Pimpinella major,no,SPE,Pimpinella,NA,r,0.1
S_ACR_A3,Pimpinella saxifraga,no,SPE,Pimpinella saxifraga agg.,NA,+,0.5
S_ACR_A3,Poa pratensis agg.,no,AGG,Poa,(Poa angustifolia),2a,10
S_ACR_A3,Prunella vulgaris,no,SPE,Prunella,NA,r,0.1
S_ACR_A3,Ranunculus auricomus agg.,no,AGG,Ranunculus,NA,r,0.1
S_ACR_A3,Rhinanthus minor,no,SPE,Rhinanthus,NA,1a,2
S_ACR_A3,Sanguisorba minor s. l.,no,SPE,Sanguisorba,NA,r,0.1
S_ACR_A3,Securigera varia,no,SPE,Securigera,NA,+,0.5
S_ACR_A3,Senecio jacobaea,no,SPE,Senecio,NA,r,0.1
S_ACR_A3,Silene vulgaris,no,SPE,Silene,NA,r,0.1
S_ACR_A3,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,1a,2
S_ACR_A3,Trifolium campestre,no,SPE,Trifolium,NA,r,0.1
S_ACR_A3,Trifolium dubium,no,SPE,Trifolium dubium agg.,NA,1a,2
S_ACR_A3,Trifolium pratense,no,SPE,Trifolium,NA,1a,2
S_ACR_A3,Trisetum flavescens,no,SPE,Trisetum,NA,1a,2
S_ACR_A3,Vicia sativa agg.,no,AGG,Vicia,NA,1b,4
S_ACR_A4,Achillea millefolium agg.,no,AGG,Achillea,NA,+,0.5
S_ACR_A4,Agrimonia eupatoria,no,SPE,Agrimonia,NA,2a,10
S_ACR_A4,Brachypodium pinnatum,no,SPE,Brachypodium pinnatum agg.,NA,+,0.5
S_ACR_A4,Briza media,no,SPE,Briza,NA,+,0.5
S_ACR_A4,Bromus erectus,no,SPE,Bromus,NA,2b,20
S_ACR_A4,Carex caryophyllea,no,SPE,Carex,NA,2b,20
S_ACR_A4,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,+,0.5
S_ACR_A4,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,1a,2
S_ACR_A4,Daucus carota,no,SPE,Daucus,NA,1a,2
S_ACR_A4,Dianthus carthusianorum,no,SPE,Dianthus carthusianorum agg.,NA,r,0.1
S_ACR_A4,Festuca rubra agg.,no,AGG,Festuca,NA,1a,2
S_ACR_A4,Galium mollugo agg.,no,AGG,Galium,NA,1a,2
S_ACR_A4,Galium verum s. str.,no,SPE,Galium verum agg.,NA,1a,2
S_ACR_A4,Helictotrichon pubescens,no,SPE,Helictotrichon,NA,1b,4
S_ACR_A4,Leucanthemum vulgare agg.,no,AGG,Leucanthemum,NA,r,0.1
S_ACR_A4,Linum catharticum,no,SPE,Linum,NA,r,0.1
S_ACR_A4,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1b,4
S_ACR_A4,Medicago lupulina,no,SPE,Medicago,NA,1a,2
S_ACR_A4,Origanum vulgare,no,SPE,Origanum,NA,+,0.5
S_ACR_A4,Poa pratensis agg.,no,AGG,Poa,(Poa angustifolia),1b,4
S_ACR_A4,Primula veris,no,SPE,Primula,NA,+,0.5
S_ACR_A4,Securigera varia,no,SPE,Securigera,NA,1b,4
S_ACR_A4,Silene vulgaris,no,SPE,Silene,NA,r,0.1
S_ACR_A4,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,1a,2
S_ACR_A4,Trifolium repens,no,SPE,Trifolium,NA,1a,2
S_ACR_A4,Veronica chamaedrys s. str.,no,SPE,Veronica chamaedrys agg.,NA,+,0.5
S_ACR_A4,Vicia sativa agg.,no,AGG,Vicia,NA,r,0.1
S_ACR_T,Allium carinatum,no,SPE,Allium,NA,NA,NA
S_ACR_T,Anthericum ramosum,no,SPE,Anthericum,NA,NA,NA
S_ACR_T,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,NA,NA
S_ACR_T,Bromus inermis,no,SPE,Bromus,NA,NA,NA
S_ACR_T,Buphthalmum salicifolium,no,SPE,Buphthalmum,NA,NA,NA
S_ACR_T,Campanula glomerata,no,SPE,Campanula,NA,NA,NA
S_ACR_T,Colchicum autumnale,no,SPE,Colchicum,NA,NA,NA
S_ACR_T,Euphorbia cyparissias,no,SPE,Euphorbia,NA,NA,NA
S_ACR_T,Gentiana cruciata,no,SPE,Gentiana,NA,NA,NA
S_ACR_T,Gymnadenia conopsea s. str.,no,SPE,Gymnadenia conopsea s. l.,NA,NA,NA
S_ACR_T,Orobanche gracilis,no,SPE,Orobanche,NA,NA,NA
S_ACR_T,Plantago lanceolata,no,SPE,Plantago,NA,NA,NA
S_ACR_T,Potentilla recta,no,SPE,Potentilla,NA,NA,NA
S_ACR_T,Rhamnus cathartica,yes,SPE,Rhamnus,juv.,NA,NA
S_ACR_T,Rubus caesius,no,SPE,Rubus sect. Caesii,NA,NA,NA
S_ACR_T,Vincetoxicum hirundinaria,no,SPE,Vincetoxicum,NA,NA,NA
S_AFR_A1,Alopecurus pratensis,no,SPE,Alopecurus,NA,2a,10
S_AFR_A1,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,1a,2
S_AFR_A1,Carex hirta,no,SPE,Carex,NA,+,0.5
S_AFR_A1,Centaurea jacea agg.,no,AGG,Centaurea,NA,1a,2
S_AFR_A1,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,r,0.1
S_AFR_A1,Crepis biennis,no,SPE,Crepis,NA,1b,4
S_AFR_A1,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,1b,4
S_AFR_A1,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,1b,4
S_AFR_A1,Galium mollugo agg.,no,AGG,Galium,NA,1b,4
S_AFR_A1,Holcus lanatus,no,SPE,Holcus,NA,3,37.5
S_AFR_A1,Hypochaeris radicata,no,SPE,Hypochaeris,NA,r,0.1
S_AFR_A1,Lathyrus pratensis,no,SPE,Lathyrus,NA,1a,2
S_AFR_A1,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1a,2
S_AFR_A1,Phleum pratense agg.,no,AGG,Phleum,NA,r,0.1
S_AFR_A1,Plantago lanceolata,no,SPE,Plantago,NA,2a,10
S_AFR_A1,Poa pratensis agg.,no,AGG,Poa,(Poa pratensis s. str),1a,2
S_AFR_A1,Poa trivialis s. l.,no,SPE,Poa,NA,2a,10
S_AFR_A1,Ranunculus acris,no,SPE,Ranunculus acris agg.,NA,+,0.5
S_AFR_A1,Ranunculus repens,no,SPE,Ranunculus,NA,1a,2
S_AFR_A1,Rumex acetosa,no,SPE,Rumex,NA,1a,2
S_AFR_A1,Rumex obtusifolius,no,SPE,Rumex,NA,+,0.5
S_AFR_A1,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,r,0.1
S_AFR_A1,Trifolium pratense,no,SPE,Trifolium,NA,2b,20
S_AFR_A1,Trifolium repens,no,SPE,Trifolium,NA,1a,2
S_AFR_A1,Veronica arvensis,no,SPE,Veronica,NA,r,0.1
S_AFR_A1,Veronica chamaedrys s. str.,no,SPE,Veronica chamaedrys agg.,NA,+,0.5
S_AFR_A1,Vicia cracca,no,SPE,Vicia cracca agg.,NA,1a,2
S_AFR_A2,Alopecurus pratensis,no,SPE,Alopecurus,NA,2b,20
S_AFR_A2,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,1b,4
S_AFR_A2,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,NA,r,0.1
S_AFR_A2,Centaurea jacea agg.,no,AGG,Centaurea,NA,r,0.1
S_AFR_A2,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,r,0.1
S_AFR_A2,Crepis biennis,no,SPE,Crepis,NA,1b,4
S_AFR_A2,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,2a,10
S_AFR_A2,Ficaria verna s. l.,no,AGG,Ficaria,NA,r,0.1
S_AFR_A2,Galium mollugo agg.,no,AGG,Galium,NA,2b,20
S_AFR_A2,Holcus lanatus,no,SPE,Holcus,NA,2b,20
S_AFR_A2,Lathyrus pratensis,no,SPE,Lathyrus,NA,+,0.5
S_AFR_A2,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1a,2
S_AFR_A2,Plantago lanceolata,no,SPE,Plantago,NA,2a,10
S_AFR_A2,Poa pratensis agg.,no,AGG,Poa,(Poa pratensis s. str),1a,2
S_AFR_A2,Poa trivialis s. l.,no,SPE,Poa,NA,2a,10
S_AFR_A2,Ranunculus repens,no,SPE,Ranunculus,NA,r,0.1
S_AFR_A2,Rumex obtusifolius,no,SPE,Rumex,NA,r,0.1
S_AFR_A2,Trifolium dubium,no,SPE,Trifolium dubium agg.,NA,r,0.1
S_AFR_A2,Trifolium pratense,no,SPE,Trifolium,NA,+,0.5
S_AFR_A2,Veronica chamaedrys s. str.,no,SPE,Veronica chamaedrys agg.,NA,1a,2
S_AFR_A2,Vicia cracca,no,SPE,Vicia cracca agg.,NA,r,0.1
S_AFR_A3,Alopecurus pratensis,no,SPE,Alopecurus,NA,2a,10
S_AFR_A3,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,r,0.1
S_AFR_A3,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,2b,20
S_AFR_A3,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,r,0.1
S_AFR_A3,Crepis biennis,no,SPE,Crepis,NA,1a,2
S_AFR_A3,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,2b,20
S_AFR_A3,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,+,0.5
S_AFR_A3,Ficaria verna s. l.,no,AGG,Ficaria,NA,r,0.1
S_AFR_A3,Galium mollugo agg.,no,AGG,Galium,NA,2b,20
S_AFR_A3,Geranium dissectum,no,SPE,Geranium,NA,r,0.1
S_AFR_A3,Holcus lanatus,no,SPE,Holcus,NA,2b,20
S_AFR_A3,Lathyrus pratensis,no,SPE,Lathyrus,NA,+,0.5
S_AFR_A3,Phleum pratense agg.,no,AGG,Phleum,NA,+,0.5
S_AFR_A3,Plantago lanceolata,no,SPE,Plantago,NA,1a,2
S_AFR_A3,Poa pratensis agg.,no,AGG,Poa,(Poa pratensis s. str),1a,2
S_AFR_A3,Poa trivialis s. l.,no,SPE,Poa,NA,2b,20
S_AFR_A3,Rumex acetosa,no,SPE,Rumex,NA,+,0.5
S_AFR_A3,Rumex obtusifolius,no,SPE,Rumex,NA,1a,2
S_AFR_A4,Achillea millefolium agg.,no,AGG,Achillea,NA,+,0.5
S_AFR_A4,Agrostis capillaris,no,SPE,Agrostis,NA,1a,2
S_AFR_A4,Ajuga reptans,no,SPE,Ajuga,NA,r,0.1
S_AFR_A4,Alopecurus pratensis,no,SPE,Alopecurus,NA,2a,10
S_AFR_A4,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,1b,4
S_AFR_A4,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,1b,4
S_AFR_A4,Centaurea jacea agg.,no,AGG,Centaurea,NA,r,0.1
S_AFR_A4,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,+,0.5
S_AFR_A4,Crepis biennis,no,SPE,Crepis,NA,1a,2
S_AFR_A4,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,1b,4
S_AFR_A4,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,1b,4
S_AFR_A4,Galium mollugo agg.,no,AGG,Galium,NA,1a,2
S_AFR_A4,Geum urbanum,yes,SPE,Geum,kleines veg. Exemplar,r,0.1
S_AFR_A4,Holcus lanatus,no,SPE,Holcus,NA,2a,10
S_AFR_A4,Hypochaeris radicata,no,SPE,Hypochaeris,NA,1b,4
S_AFR_A4,Lathyrus pratensis,no,SPE,Lathyrus,NA,r,0.1
S_AFR_A4,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,2b,20
S_AFR_A4,Plantago lanceolata,no,SPE,Plantago,NA,2a,10
S_AFR_A4,Poa trivialis s. l.,no,SPE,Poa,NA,2a,10
S_AFR_A4,Ranunculus repens,no,SPE,Ranunculus,NA,r,0.1
S_AFR_A4,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,1b,4
S_AFR_A4,Trifolium dubium,no,SPE,Trifolium dubium agg.,NA,1a,2
S_AFR_A4,Trifolium pratense,no,SPE,Trifolium,NA,1b,4
S_AFR_A4,Trifolium repens,no,SPE,Trifolium,NA,2a,10
S_AFR_A4,Veronica chamaedrys s. str.,no,SPE,Veronica chamaedrys agg.,NA,1a,2
S_AFR_A4,Vicia cracca,no,SPE,Vicia cracca agg.,NA,r,0.1
S_AFR_T,Angelica sylvestris,no,SPE,Angelica,NA,NA,NA
S_AFR_T,Bellis perennis,no,SPE,Bellis,NA,NA,NA
S_AFR_T,Cirsium arvense,no,SPE,Cirsium,NA,NA,NA
S_AFR_T,Daucus carota,no,SPE,Daucus,NA,NA,NA
S_AFR_T,Filipendula ulmaria,no,SPE,Filipendula,NA,NA,NA
S_AFR_T,Rhinanthus minor,no,SPE,Rhinanthus,NA,NA,NA
S_AFR_T,Rumex crispus,no,SPE,Rumex,NA,NA,NA
S_AFR_T,Sanguisorba officinalis,no,SPE,Sanguisorba,NA,NA,NA
S_AFR_T,Saxifraga granulata,no,SPE,Saxifraga,NA,NA,NA
S_AFR_T,Trifolium hybridum,no,SPE,Trifolium,NA,NA,NA
S_AFR_T,Veronica serpyllifolia,no,SPE,Veronica,NA,NA,NA
S_AFR_T,Vicia sativa agg.,no,AGG,Vicia,NA,NA,NA
S_AFR_T,Vicia sepium,no,SPE,Vicia,NA,NA,NA
S_AFR_T,Vicia tetrasperma,no,SPE,Vicia tetrasperma agg.,NA,NA,NA
S_AMP_A1,Achillea millefolium agg.,no,AGG,Achillea,NA,2a,10
S_AMP_A1,Ajuga reptans,no,SPE,Ajuga,NA,1a,2
S_AMP_A1,Alopecurus pratensis,no,SPE,Alopecurus,NA,r,0.1
S_AMP_A1,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,1a,2
S_AMP_A1,Arenaria serpyllifolia s. l.,no,SPE,Arenaria serpyllifolia agg.,NA,r,0.1
S_AMP_A1,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,1b,4
S_AMP_A1,Bellis perennis,no,SPE,Bellis,NA,+,0.5
S_AMP_A1,Centaurea jacea agg.,no,AGG,Centaurea,NA,1a,2
S_AMP_A1,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,r,0.1
S_AMP_A1,Crataegus monogyna,no,SPE,Crataegus,NA,r,0.1
S_AMP_A1,Crepis biennis,no,SPE,Crepis,NA,+,0.5
S_AMP_A1,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,2a,10
S_AMP_A1,Euonymus europaeus,no,SPE,Euonymus,NA,r,0.1
S_AMP_A1,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,2a,10
S_AMP_A1,Festuca rubra agg.,no,AGG,Festuca,NA,3,37.5
S_AMP_A1,Galium mollugo agg.,no,AGG,Galium,NA,1b,4
S_AMP_A1,Glechoma hederacea,no,SPE,Glechoma,NA,r,0.1
S_AMP_A1,Helictotrichon pubescens,no,SPE,Helictotrichon,NA,1a,2
S_AMP_A1,Holcus lanatus,no,SPE,Holcus,NA,1a,2
S_AMP_A1,Hypochaeris radicata,no,SPE,Hypochaeris,NA,r,0.1
S_AMP_A1,Lathyrus pratensis,no,SPE,Lathyrus,NA,r,0.1
S_AMP_A1,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1a,2
S_AMP_A1,Medicago lupulina,no,SPE,Medicago,NA,r,0.1
S_AMP_A1,Plantago lanceolata,no,SPE,Plantago,NA,1b,4
S_AMP_A1,Poa pratensis agg.,no,AGG,Poa,(Poa angustifolia),1b,4
S_AMP_A1,Prunella vulgaris,no,SPE,Prunella,NA,r,0.1
S_AMP_A1,Ranunculus acris,no,SPE,Ranunculus acris agg.,NA,1b,4
S_AMP_A1,Rhinanthus minor,no,SPE,Rhinanthus,NA,r,0.1
S_AMP_A1,Rumex acetosa,no,SPE,Rumex,NA,1a,2
S_AMP_A1,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,1a,2
S_AMP_A1,Tragopogon pratensis s. l.,no,AGG,Tragopogon,NA,+,0.5
S_AMP_A1,Trifolium dubium,no,SPE,Trifolium dubium agg.,NA,+,0.5
S_AMP_A1,Trifolium pratense,no,SPE,Trifolium,NA,1a,2
S_AMP_A1,Trifolium repens,no,SPE,Trifolium,NA,r,0.1
S_AMP_A1,Trisetum flavescens,no,SPE,Trisetum,NA,2a,10
S_AMP_A1,Veronica chamaedrys s. str.,no,SPE,Veronica chamaedrys agg.,NA,+,0.5
S_AMP_A2,Achillea millefolium agg.,no,AGG,Achillea,NA,+,0.5
S_AMP_A2,Ajuga reptans,no,SPE,Ajuga,NA,1b,4
S_AMP_A2,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,1a,2
S_AMP_A2,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,1b,4
S_AMP_A2,Bellis perennis,no,SPE,Bellis,NA,r,0.1
S_AMP_A2,Carex acutiformis,no,SPE,Carex,veg.,1a,2
S_AMP_A2,Carex hirta,no,SPE,Carex,NA,1a,2
S_AMP_A2,Carex muricata s. str.,no,SPE,Carex muricata agg.,als s. str. bestimmt,2a,10
S_AMP_A2,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,+,0.5
S_AMP_A2,Colchicum autumnale,no,SPE,Colchicum,NA,+,0.5
S_AMP_A2,Crepis biennis,no,SPE,Crepis,NA,r,0.1
S_AMP_A2,Cynosurus cristatus,no,SPE,Cynosurus,NA,1a,2
S_AMP_A2,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,2a,10
S_AMP_A2,Deschampsia cespitosa s. str.,no,SPE,Deschampsia cespitosa agg.,NA,1a,2
S_AMP_A2,Euonymus europaeus,no,SPE,Euonymus,NA,+,0.5
S_AMP_A2,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,2a,10
S_AMP_A2,Festuca rubra agg.,no,AGG,Festuca,NA,2b,20
S_AMP_A2,Galium mollugo agg.,no,AGG,Galium,NA,2a,10
S_AMP_A2,Helictotrichon pubescens,no,SPE,Helictotrichon,NA,1b,4
S_AMP_A2,Heracleum sphondylium,no,SPE,Heracleum,NA,+,0.5
S_AMP_A2,Holcus lanatus,no,SPE,Holcus,NA,+,0.5
S_AMP_A2,Hypochaeris radicata,no,SPE,Hypochaeris,NA,+,0.5
S_AMP_A2,Lathyrus pratensis,no,SPE,Lathyrus,NA,+,0.5
S_AMP_A2,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,1a,2
S_AMP_A2,Phleum pratense agg.,no,AGG,Phleum,NA,r,0.1
S_AMP_A2,Pimpinella major,no,SPE,Pimpinella,NA,1a,2
S_AMP_A2,Plantago lanceolata,no,SPE,Plantago,NA,2a,10
S_AMP_A2,Poa pratensis agg.,no,AGG,Poa,(Poa angustifolia),+,0.5
S_AMP_A2,Potentilla verna,no,SPE,Potentilla verna agg.,NA,r,0.1
S_AMP_A2,Prunella vulgaris,no,SPE,Prunella,NA,1b,4
S_AMP_A2,Ranunculus acris,no,SPE,Ranunculus acris agg.,NA,1b,4
S_AMP_A2,Ranunculus repens,no,SPE,Ranunculus,NA,r,0.1
S_AMP_A2,Rhinanthus minor,no,SPE,Rhinanthus,NA,r,0.1
S_AMP_A2,Rumex acetosa,no,SPE,Rumex,NA,r,0.1
S_AMP_A2,Trifolium dubium,no,SPE,Trifolium dubium agg.,NA,+,0.5
S_AMP_A2,Trifolium pratense,no,SPE,Trifolium,NA,1b,4
S_AMP_A2,Trifolium repens,no,SPE,Trifolium,NA,1b,4
S_AMP_A2,Trisetum flavescens,no,SPE,Trisetum,NA,1a,2
S_AMP_A2,Vicia cracca,no,SPE,Vicia cracca agg.,NA,1a,2
S_AMP_A2,Vicia tetrasperma,no,SPE,Vicia tetrasperma agg.,NA,r,0.1
S_AMP_A3,Achillea millefolium agg.,no,AGG,Achillea,NA,+,0.5
S_AMP_A3,Ajuga reptans,no,SPE,Ajuga,NA,1a,2
S_AMP_A3,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,1a,2
S_AMP_A3,Cardamine pratensis s. l.,no,SPE,Cardamine pratensis agg.,NA,r,0.1
S_AMP_A3,Carex acutiformis,no,SPE,Carex,veg.,2b,20
S_AMP_A3,Carex flava s. str.,no,SPE,Carex flava agg.,auf Art bestimmt,+,0.5
S_AMP_A3,Centaurea jacea agg.,no,AGG,Centaurea,NA,+,0.5
S_AMP_A3,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,r,0.1
S_AMP_A3,Colchicum autumnale,no,SPE,Colchicum,NA,2a,10
S_AMP_A3,Crepis biennis,no,SPE,Crepis,NA,+,0.5
S_AMP_A3,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,+,0.5
S_AMP_A3,Deschampsia cespitosa s. str.,no,SPE,Deschampsia cespitosa agg.,NA,+,0.5
S_AMP_A3,Euonymus europaeus,no,SPE,Euonymus,NA,r,0.1
S_AMP_A3,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,1b,4
S_AMP_A3,Festuca rubra agg.,no,AGG,Festuca,NA,1b,4
S_AMP_A3,Galium mollugo agg.,no,AGG,Galium,NA,r,0.1
S_AMP_A3,Helictotrichon pubescens,no,SPE,Helictotrichon,NA,1b,4
S_AMP_A3,Holcus lanatus,no,SPE,Holcus,NA,1a,2
S_AMP_A3,Lathyrus pratensis,no,SPE,Lathyrus,NA,r,0.1
S_AMP_A3,Lolium perenne,no,SPE,Lolium,NA,1a,2
S_AMP_A3,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,2b,20
S_AMP_A3,Medicago lupulina,no,SPE,Medicago,NA,1a,2
S_AMP_A3,Pimpinella major,no,SPE,Pimpinella,NA,1b,4
S_AMP_A3,Plantago lanceolata,no,SPE,Plantago,NA,2a,10
S_AMP_A3,Prunella vulgaris,no,SPE,Prunella,NA,2b,20
S_AMP_A3,Ranunculus acris,no,SPE,Ranunculus acris agg.,NA,1b,4
S_AMP_A3,Rhinanthus minor,no,SPE,Rhinanthus,NA,+,0.5
S_AMP_A3,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,+,0.5
S_AMP_A3,Trifolium pratense,no,SPE,Trifolium,NA,2a,10
S_AMP_A3,Trifolium repens,no,SPE,Trifolium,NA,1b,4
S_AMP_A4,Achillea millefolium agg.,no,AGG,Achillea,NA,1b,4
S_AMP_A4,Ajuga reptans,no,SPE,Ajuga,NA,2a,10
S_AMP_A4,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,NA,1a,2
S_AMP_A4,Arrhenatherum elatius,no,SPE,Arrhenatherum,NA,2a,10
S_AMP_A4,Bellis perennis,no,SPE,Bellis,NA,r,0.1
S_AMP_A4,Carex acutiformis,no,SPE,Carex,veg.,2a,10
S_AMP_A4,Carex hirta,no,SPE,Carex,NA,1a,2
S_AMP_A4,Centaurea jacea agg.,no,AGG,Centaurea,NA,r,0.1
S_AMP_A4,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,NA,r,0.1
S_AMP_A4,Crepis biennis,no,SPE,Crepis,NA,+,0.5
S_AMP_A4,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,NA,1b,4
S_AMP_A4,Equisetum arvense,no,SPE,Equisetum,NA,1a,2
S_AMP_A4,Euonymus europaeus,no,SPE,Euonymus,NA,r,0.1
S_AMP_A4,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,NA,2a,10
S_AMP_A4,Galium mollugo agg.,no,AGG,Galium,NA,1b,4
S_AMP_A4,Helictotrichon pubescens,no,SPE,Helictotrichon,NA,1b,4
S_AMP_A4,Heracleum sphondylium,no,SPE,Heracleum,NA,r,0.1
S_AMP_A4,Holcus lanatus,no,SPE,Holcus,NA,1b,4
S_AMP_A4,Lathyrus pratensis,no,SPE,Lathyrus,NA,1b,4
S_AMP_A4,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,NA,+,0.5
S_AMP_A4,Medicago lupulina,no,SPE,Medicago,NA,+,0.5
S_AMP_A4,Pimpinella major,no,SPE,Pimpinella,NA,1a,2
S_AMP_A4,Plantago lanceolata,no,SPE,Plantago,NA,1b,4
S_AMP_A4,Poa pratensis agg.,no,AGG,Poa,(Poa angustifolia),1b,4
S_AMP_A4,Prunella vulgaris,no,SPE,Prunella,NA,+,0.5
S_AMP_A4,Ranunculus acris,no,SPE,Ranunculus acris agg.,NA,1b,4
S_AMP_A4,Rhinanthus minor,no,SPE,Rhinanthus,NA,+,0.5
S_AMP_A4,Rumex acetosa,no,SPE,Rumex,NA,r,0.1
S_AMP_A4,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,NA,r,0.1
S_AMP_A4,Trifolium pratense,no,SPE,Trifolium,NA,1b,4
S_AMP_A4,Trifolium repens,no,SPE,Trifolium,NA,1a,2
S_AMP_A4,Trisetum flavescens,no,SPE,Trisetum,NA,2a,10
S_AMP_A4,Vicia cracca,no,SPE,Vicia cracca agg.,NA,1b,4
S_AMP_T,Briza media,no,SPE,Briza,NA,NA,NA
S_AMP_T,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,NA,NA,NA
S_AMP_T,Carex leporina,no,SPE,Carex,NA,NA,NA
S_AMP_T,Carex panicea,no,SPE,Carex,NA,NA,NA
S_AMP_T,Cirsium oleraceum,no,SPE,Cirsium,NA,NA,NA
