id.site,name.plant,cf,TaxonRank,IsChildTaxonOf,cover.mean
M_TAN,Scabiosa ochroleuca,no,SPE,Scabiosa,0.125
M_TAN,Seseli hippomarathrum,no,SPE,Seseli,0.025
M_TAN,Sisymbrium officinale,no,SPE,Sisymbrium,0.025
M_TAN,Thymus praecox,no,SPE,Thymus,0.5
M_TRE,Alopecurus pratensis,no,SPE,Alopecurus,0.025
M_TRE,Arrhenatherum elatius,no,SPE,Arrhenatherum,3
M_TRE,Centaurea jacea agg.,no,AGG,Centaurea,2.25
M_TRE,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,0.75
M_TRE,Cirsium arvense,no,SPE,Cirsium,0.375
M_TRE,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,0.25
M_TRE,Daucus carota,no,SPE,Daucus,1.625
M_TRE,Festuca rubra,no,SPE,Festuca rubra agg.,21.875
M_TRE,Galium mollugo agg.,no,AGG,Galium,3.25
M_TRE,Geranium pratense,no,SPE,Geranium,0.25
M_TRE,Glechoma hederacea,no,SPE,Glechoma,0.625
M_TRE,Helictotrichon pubescens,no,SPE,Helictotrichon,8.625
M_TRE,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,0.5
M_TRE,Lamium purpureum s. str.,no,SPE,Lamium,0.875
M_TRE,Leontodon,no,GAT,Asteraceae,1.625
M_TRE,Leucanthemum vulgare agg.,no,AGG,Leucanthemum,20
M_TRE,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,1.125
M_TRE,Lychnis flos-cuculi,no,SPE,Lychnis (nom. rej. sub Silene),0.125
M_TRE,Malva,no,GAT,Malvaceae,0.025
M_TRE,Medicago,no,GAT,Fabaceae,0.025
M_TRE,Myosotis,no,GAT,Boraginaceae,0.125
M_TRE,Myosotis arvensis,no,SPE,Myosotis,0.125
M_TRE,Pastinaca sativa,no,SPE,Pastinaca,1.125
M_TRE,Picris hieracioides s. l.,no,SPE,Picris,1.25
M_TRE,Plantago lanceolata,no,SPE,Plantago,0.25
M_TRE,Poa pratensis s. str.,no,SPE,Poa pratensis agg.,4
M_TRE,Rumex acetosa,no,SPE,Rumex,0.025
M_TRE,Stellaria media s. str.,no,SPE,Stellaria media agg.,0.125
M_TRE,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,1
M_TRE,Trifolium repens,no,SPE,Trifolium,0.025
M_TRE,Urtica dioica s. l.,no,AGG,Urtica,0.125
M_TRE,Veronica arvensis,no,SPE,Veronica,0.75
M_TRE,Veronica praecox,no,SPE,Veronica,0.125
M_TRE,Vicia sativa agg.,no,AGG,Vicia,0.125
M_TRN,Arctium tomentosum,no,SPE,Arctium,5
M_TRN,Arrhenatherum elatius,no,SPE,Arrhenatherum,10.375
M_TRN,Carex vulpina agg.,no,AGG,Carex,0.5
M_TRN,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,0.025
M_TRN,Cirsium arvense,no,SPE,Cirsium,1.125
M_TRN,Crataegus,no,GAT,Rosaceae,0.025
M_TRN,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,11.375
M_TRN,Elymus repens s. str.,no,SPE,Elymus,17.5
M_TRN,Festuca gigantea,no,SPE,Festuca,9.375
M_TRN,Galium mollugo agg.,no,AGG,Galium,5.525
M_TRN,Lamium purpureum s. str.,no,SPE,Lamium,3.125
M_TRN,Lolium perenne,no,SPE,Lolium,4.125
M_TRN,Poa pratensis agg.,no,AGG,Poa,4.5
M_TRN,Stellaria media agg.,no,AGG,Stellaria,2.65
M_TRN,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,7.625
M_TRN,Trifolium repens,no,SPE,Trifolium,0.625
M_TRN,Veronica arvensis,no,SPE,Veronica,0.125
M_TRN,Veronica hederifolia agg.,no,AGG,Veronica,0.15
M_TRN,Veronica polita,no,SPE,Veronica,0.025
M_TTH,Allium lusitanicum,no,SPE,Allium,0.025
M_TTH,Arabis hirsuta,no,SPE,Arabis hirsuta agg.,0.375
M_TTH,Arenaria serpyllifolia s. l.,no,SPE,Arenaria serpyllifolia agg.,0.4
M_TTH,Asperula cynanchica,no,SPE,Asperula,0.25
M_TTH,Aster amellus,no,SPE,Aster,0.125
M_TTH,Brachypodium pinnatum,no,SPE,Brachypodium pinnatum agg.,0.25
M_TTH,Bromus erectus,no,SPE,Bromus,0.025
M_TTH,Bupleurum falcatum,no,SPE,Bupleurum,0.025
M_TTH,Campanula rapunculoides,no,SPE,Campanula,0.125
M_TTH,Carex humilis,no,SPE,Carex,13.5
M_TTH,Cerastium pumilum s. str.,no,SPE,Cerastium pumilum agg.,0.4
M_TTH,Cirsium,no,GAT,Asteraceae,1.125
M_TTH,Crataegus,no,GAT,Rosaceae,0.125
M_TTH,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,0.025
M_TTH,Dictamnus albus,no,SPE,Dictamnus,0.125
M_TTH,Draba verna s. str.,no,SPE,Draba verna agg.,0.05
M_TTH,Euphorbia cyparissias,no,SPE,Euphorbia,0.25
M_TTH,Fagus sylvatica,no,SPE,Fagus,0.125
M_TTH,Festuca rupicola,no,SPE,Festuca ovina agg.,8.625
M_TTH,Galatella linosyris,no,SPE,NA,0.625
M_TTH,Geranium sanguineum,no,SPE,Geranium,0.375
M_TTH,Helianthemum canum,no,SPE,Helianthemum,2.125
M_TTH,Helianthemum nummularium s. l.,no,SPE,Helianthemum,2.625
M_TTH,Hieracium pilosella,no,SPE,Hieracium subg. Pilosella,0.125
M_TTH,Hippocrepis comosa,no,SPE,Hippocrepis,0.75
M_TTH,Hornungia petraea,no,SPE,Hornungia,0.275
M_TTH,Inula hirta,no,SPE,Inula,8.5
M_TTH,Koeleria pyramidata,no,SPE,Koeleria pyramidata agg.,0.025
M_TTH,Microthlaspi perfoliatum,no,SPE,Microthlaspi,0.375
M_TTH,Ophrys apifera,no,SPE,Ophrys,0.15
M_TTH,Ophrys insectifera,no,SPE,Ophrys,0.025
M_TTH,Origanum vulgare,no,SPE,Origanum,0.25
M_TTH,Pimpinella saxifraga,no,SPE,Pimpinella saxifraga agg.,0.3
M_TTH,Potentilla verna,no,SPE,Potentilla verna agg.,1.5
M_TTH,Prunus spinosa s. str.,no,SPE,Prunus spinosa agg.,0.15
M_TTH,Pulsatilla vulgaris s. str.,no,SPE,Pulsatilla vulgaris s. l.,0.125
M_TTH,Rosa rubiginosa,no,SPE,Rosa rubiginosa agg.,0.4
M_TTH,Salvia pratensis,no,SPE,Salvia,1.125
M_TTH,Sanguisorba minor s. l.,no,SPE,Sanguisorba,1.25
M_TTH,Scabiosa ochroleuca,no,SPE,Scabiosa,1.375
M_TTH,Sorbus torminalis,no,SPE,Sorbus,0.025
M_TTH,Stipa pennata agg.,no,AGG,Stipa,0.125
M_TTH,Tanacetum corymbosum s. l.,no,SPE,Tanacetum,0.5
M_TTH,Teucrium chamaedrys,no,SPE,Teucrium,3.125
M_TTH,Teucrium montanum,no,SPE,Teucrium,1.625
M_TTH,Thalictrum minus,no,SPE,Thalictrum,0.15
M_TTH,Thymus praecox,no,SPE,Thymus,3.5
M_TTH,Vincetoxicum hirundinaria,no,SPE,Vincetoxicum,0.125
M_TTO,Achillea millefolium agg.,no,AGG,Achillea,0.275
M_TTO,Agrimonia eupatoria,no,SPE,Agrimonia,0.75
M_TTO,Anthericum ramosum,no,SPE,Anthericum,1.175
M_TTO,Aster amellus,no,SPE,Aster,0.75
M_TTO,Betula pendula,no,SPE,Betula,0.5
M_TTO,Brachypodium pinnatum,no,SPE,Brachypodium pinnatum agg.,3.625
M_TTO,Briza media,no,SPE,Briza,1.25
M_TTO,Bromus erectus,no,SPE,Bromus,0.625
M_TTO,Bupleurum falcatum,no,SPE,Bupleurum,0.5
M_TTO,Campanula glomerata,no,SPE,Campanula,1.25
M_TTO,Carex caryophyllea,no,SPE,Carex,0.875
M_TTO,Carex humilis,no,SPE,Carex,8.5
M_TTO,Centaurea jacea agg.,no,AGG,Centaurea,0.875
M_TTO,Cirsium acaulon,no,SPE,Cirsium,2.625
M_TTO,Cornus sanguinea,no,SPE,Cornus,0.5
M_TTO,Crataegus,no,GAT,Rosaceae,0.15
M_TTO,Cuscuta epithymum,no,SPE,Cuscuta epithymum agg.,0.07500000000000001
M_TTO,Daucus carota,no,SPE,Daucus,0.05
M_TTO,Eryngium campestre,no,SPE,Eryngium,0.025
M_TTO,Euphorbia cyparissias,no,SPE,Euphorbia,0.5
M_TTO,Festuca rupicola,no,SPE,Festuca ovina agg.,0.5
M_TTO,Fragaria viridis,no,SPE,Fragaria,0.375
M_TTO,Galium mollugo agg.,no,AGG,Galium,0.125
M_TTO,Galium verum s. str.,no,SPE,Galium verum agg.,0.125
M_TTO,Genista tinctoria,no,SPE,Genista,0.25
M_TTO,Gymnadenia conopsea s. str.,no,SPE,Gymnadenia conopsea s. l.,0.25
M_TTO,Helianthemum canum,no,SPE,Helianthemum,0.125
M_TTO,Helictotrichon pratense,no,SPE,Helictotrichon,0.875
M_TTO,Hieracium pilosella,no,SPE,Hieracium subg. Pilosella,2.125
M_TTO,Hippocrepis comosa,no,SPE,Hippocrepis,5
M_TTO,Inula hirta,no,SPE,Inula,13.875
M_TTO,Inula salicina,no,SPE,Inula,0.125
M_TTO,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,1.55
M_TTO,Koeleria pyramidata,no,SPE,Koeleria pyramidata agg.,1.75
M_TTO,Leontodon hispidus,no,SPE,Leontodon,0.25
M_TTO,Leucanthemum vulgare s. str.,no,SPE,Leucanthemum vulgare agg.,0.125
M_TTO,Ligustrum vulgare,no,SPE,Ligustrum,0.125
M_TTO,Linum catharticum,no,SPE,Linum,0.1
M_TTO,Listera ovata,no,SPE,Listera,0.15
M_TTO,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,0.175
M_TTO,Ononis repens,no,SPE,Ononis spinosa agg.,1.25
M_TTO,Ophrys apifera,no,SPE,Ophrys,0.05
M_TTO,Ophrys insectifera,no,SPE,Ophrys,0.15
M_TTO,Ophrys sphegodes s. str.,no,SPE,Ophrys sphegodes agg.,0.025
M_TTO,Orchis purpurea,no,SPE,Orchis,1
M_TTO,Orchis tridentata,no,SPE,Orchis,0.025
M_TTO,Origanum vulgare,no,SPE,Origanum,0.275
M_TTO,Pimpinella saxifraga,no,SPE,Pimpinella saxifraga agg.,0.3
M_TTO,Plantago lanceolata,no,SPE,Plantago,0.07500000000000001
M_TTO,Plantago media,no,SPE,Plantago,0.875
M_TTO,Platanthera chlorantha,no,SPE,Platanthera,0.125
M_TTO,Polygala amarella,no,SPE,Polygala amara agg.,0.025
M_TTO,Polygonatum odoratum,no,SPE,Polygonatum,0.125
M_TTO,Potentilla heptaphylla,no,SPE,Potentilla,0.5
M_TTO,Potentilla verna,no,SPE,Potentilla verna agg.,1.375
M_TTO,Prunella grandiflora,no,SPE,Prunella,5
M_TTO,Ranunculus bulbosus,no,SPE,Ranunculus,0.025
M_TTO,Rhamnus cathartica,no,SPE,Rhamnus,0.5
M_TTO,Rosa,no,GAT,Rosaceae,0.375
M_TTO,Salvia pratensis,no,SPE,Salvia,1.125
M_TTO,Sanguisorba minor s. l.,no,SPE,Sanguisorba,0.5
M_TTO,Scabiosa canescens,no,SPE,Scabiosa,1.125
M_TTO,Scabiosa ochroleuca,no,SPE,Scabiosa,0.3
M_TTO,Sorbus torminalis,no,SPE,Sorbus,0.025
M_TTO,Teucrium montanum,no,SPE,Teucrium,0.125
M_TTO,Thymus praecox,no,SPE,Thymus,2
M_TTO,Viburnum lantana,no,SPE,Viburnum,2.525
M_TTO,Viola hirta,no,SPE,Viola,0.5
M_TTP,Achillea millefolium agg.,no,AGG,Achillea,0.5
M_TTP,Acinos arvensis,no,SPE,Acinos,0.125
M_TTP,Agrimonia eupatoria,no,SPE,Agrimonia,0.25
M_TTP,Brachypodium pinnatum,no,SPE,Brachypodium pinnatum agg.,1.125
M_TTP,Bromus erectus,no,SPE,Bromus,10
M_TTP,Centaurea jacea agg.,no,AGG,Centaurea,0.125
M_TTP,Centaurea stoebe s. l.,no,AGG,Centaurea paniculata agg.,0.625
M_TTP,Cerastium pumilum s. str.,no,SPE,Cerastium pumilum agg.,0.275
M_TTP,Draba verna s. str.,no,SPE,Draba verna agg.,0.025
M_TTP,Echium vulgare,no,SPE,Echium,0.125
M_TTP,Eryngium campestre,no,SPE,Eryngium,3.625
M_TTP,Euphorbia cyparissias,no,SPE,Euphorbia,0.25
M_TTP,Falcaria vulgaris,no,SPE,Falcaria,0.025
M_TTP,Festuca rupicola,no,SPE,Festuca ovina agg.,8
M_TTP,Fragaria viridis,no,SPE,Fragaria,0.75
M_TTP,Galium verum s. str.,no,SPE,Galium verum agg.,1.25
M_TTP,Geranium columbinum,no,SPE,Geranium,0.025
M_TTP,Hieracium pilosella,no,SPE,Hieracium subg. Pilosella,0.125
M_TTP,Hippocrepis comosa,no,SPE,Hippocrepis,3
M_TTP,Hypericum perforatum,no,SPE,Hypericum,0.15
M_TTP,Inula hirta,no,SPE,Inula,1
M_TTP,Koeleria pyramidata,no,SPE,Koeleria pyramidata agg.,1.625
M_TTP,Lepidium campestre,no,SPE,Lepidium,0.025
M_TTP,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,0.125
M_TTP,Medicago falcata s. str.,no,SPE,Medicago sativa agg.,1.5
M_TTP,Medicago lupulina,no,SPE,Medicago,0.25
M_TTP,Ophrys apifera,no,SPE,Ophrys,0.125
M_TTP,Orchis purpurea,no,SPE,Orchis,0.125
M_TTP,Origanum vulgare,no,SPE,Origanum,0.375
M_TTP,Pimpinella saxifraga,no,SPE,Pimpinella saxifraga agg.,0.125
M_TTP,Plantago lanceolata,no,SPE,Plantago,0.25
M_TTP,Plantago media,no,SPE,Plantago,0.125
M_TTP,Potentilla verna,no,SPE,Potentilla verna agg.,1.75
M_TTP,Ranunculus bulbosus,no,SPE,Ranunculus,0.125
M_TTP,Sanguisorba minor s. l.,no,SPE,Sanguisorba,0.875
M_TTP,Scabiosa ochroleuca,no,SPE,Scabiosa,0.125
M_TTP,Securigera varia,no,SPE,Securigera,1
M_TTP,Thesium linophyllon,no,SPE,Thesium,0.125
M_TTP,Thymus praecox,no,SPE,Thymus,0.5
M_TTP,Trifolium campestre,no,SPE,Trifolium,0.625
M_TTP,Trifolium pratense,no,SPE,Trifolium,0.15
M_TTP,Trifolium repens,no,SPE,Trifolium,0.125
M_TTP,Vicia sativa agg.,no,AGG,Vicia,0.25
M_VOC,Achillea millefolium agg.,no,AGG,Achillea,9
M_VOC,Alopecurus pratensis,no,SPE,Alopecurus,2
M_VOC,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,0.15
M_VOC,Arrhenatherum elatius,no,SPE,Arrhenatherum,8.5
M_VOC,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,0.025
M_VOC,Centaurea jacea agg.,no,AGG,Centaurea,0.75
M_VOC,Cerastium arvense,no,SPE,Cerastium,0.5
M_VOC,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,2.5
M_VOC,Cruciata laevipes,no,SPE,Cruciata,0.125
M_VOC,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,6
M_VOC,Daucus carota,no,SPE,Daucus,0.4
M_VOC,Deschampsia cespitosa s. str.,no,SPE,Deschampsia cespitosa agg.,2.625
M_VOC,Dianthus deltoides,no,SPE,Dianthus,0.125
M_VOC,Festuca rupicola,no,SPE,Festuca ovina agg.,0.65
M_VOC,Galium mollugo agg.,no,AGG,Galium,5
M_VOC,Galium verum s. str.,no,SPE,Galium verum agg.,1.375
M_VOC,Helictotrichon pubescens,no,SPE,Helictotrichon,0.025
M_VOC,Holcus lanatus,no,SPE,Holcus,5.15
M_VOC,Hypericum perforatum,no,SPE,Hypericum,0.025
M_VOC,Lathyrus pratensis,no,SPE,Lathyrus,10
M_VOC,Leucanthemum ircutianum,no,SPE,Leucanthemum vulgare agg.,0.625
M_VOC,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,3
M_VOC,Luzula multiflora s. str.,no,SPE,Luzula multiflora s. l.,0.025
M_VOC,Picris hieracioides s. l.,no,SPE,Picris,0.025
M_VOC,Pimpinella saxifraga,no,SPE,Pimpinella saxifraga agg.,0.125
M_VOC,Plantago lanceolata,no,SPE,Plantago,3
M_VOC,Poa pratensis agg.,no,AGG,Poa,9.5
M_VOC,Ranunculus bulbosus,no,SPE,Ranunculus,0.375
M_VOC,Rhinanthus minor,no,SPE,Rhinanthus,0.125
M_VOC,Rumex,no,GAT,Polygonaceae,0.025
M_VOC,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,1.25
M_VOC,Thymus praecox,no,SPE,Thymus,0.125
M_VOC,Tragopogon pratensis s. l.,no,AGG,Tragopogon,0.65
M_VOC,Trifolium campestre,no,SPE,Trifolium,0.025
M_VOC,Trifolium dubium,no,SPE,Trifolium dubium agg.,2.125
M_VOC,Trifolium pratense,no,SPE,Trifolium,7.5
M_VOC,Trifolium repens,no,SPE,Trifolium,3.625
M_VOC,Valerianella locusta,no,SPE,Valerianella,0.025
M_VOC,Veronica arvensis,no,SPE,Veronica,0.07500000000000001
M_VOC,Veronica chamaedrys s. str.,no,SPE,Veronica chamaedrys agg.,3
M_VOC,Veronica persica,no,SPE,Veronica,0.025
M_VOC,Veronica serpyllifolia,no,SPE,Veronica,0.05
M_VOC,Vicia hirsuta,no,SPE,Vicia,0.75
M_VOC,Vicia sativa agg.,no,AGG,Vicia,12
M_WDG,Achillea millefolium,no,SPE,Achillea millefolium agg.,7
M_WDG,Agrimonia eupatoria,no,SPE,Agrimonia,0.1
M_WDG,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,5.5
M_WDG,Arrhenatherum elatius,no,SPE,Arrhenatherum,0.3
M_WDG,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,0.025
M_WDG,Campanula patula,no,SPE,Campanula,0.025
M_WDG,Centaurea jacea agg.,no,AGG,Centaurea,4.125
M_WDG,Cerastium,no,GAT,Caryophyllaceae,0.025
M_WDG,Cerastium glutinosum,no,SPE,Cerastium pumilum agg.,0.025
M_WDG,Cichorium intybus,no,SPE,Cichorium,0.65
M_WDG,Crataegus,no,GAT,Rosaceae,0.025
M_WDG,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,0.175
M_WDG,Daucus carota,no,SPE,Daucus,0.1
M_WDG,Dianthus carthusianorum,no,SPE,Dianthus carthusianorum agg.,1.75
M_WDG,Festuca ovina agg.,no,AG1,Festuca,17.875
M_WDG,Galium mollugo agg.,no,AGG,Galium,0.775
M_WDG,Hypericum perforatum,no,SPE,Hypericum,0.025
M_WDG,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,1.25
M_WDG,Lathyrus pratensis,no,SPE,Lathyrus,0.125
M_WDG,Leontodon hispidus,no,SPE,Leontodon,0.25
M_WDG,Leucanthemum vulgare s. str.,no,SPE,Leucanthemum vulgare agg.,1.25
M_WDG,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,0.05
M_WDG,Malva moschata,no,SPE,Malva,0.05
M_WDG,Medicago lupulina,no,SPE,Medicago,0.375
M_WDG,Origanum vulgare,no,SPE,Origanum,0.125
M_WDG,Picris hieracioides s. l.,no,SPE,Picris,0.025
M_WDG,Plantago lanceolata,no,SPE,Plantago,0.175
M_WDG,Plantago media,no,SPE,Plantago,0.3
M_WDG,Poa angustifolia,no,SPE,Poa pratensis agg.,1.65
M_WDG,Prunella vulgaris,no,SPE,Prunella,0.125
M_WDG,Salvia pratensis,no,SPE,Salvia,0.025
M_WDG,Sanguisorba minor s. l.,no,SPE,Sanguisorba,0.025
M_WDG,Scabiosa ochroleuca,no,SPE,Scabiosa,0.3
M_WDG,Silene latifolia subsp. alba,no,SSP,Silene latifolia,0.125
M_WDG,Silene vulgaris,no,SPE,Silene,2.25
M_WDG,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,0.15
M_WDG,Trifolium pratense,no,SPE,Trifolium,30
M_WDG,Veronica chamaedrys s. str.,no,SPE,Veronica chamaedrys agg.,0.75
M_WDG,Vicia hirsuta,no,SPE,Vicia,5.075
M_WED,Achillea ptarmica,no,SPE,Achillea ptarmica agg.,0.125
M_WED,Alopecurus pratensis,no,SPE,Alopecurus,2.5
M_WED,Anthoxanthum odoratum s. str.,no,SPE,Anthoxanthum odoratum agg.,0.625
M_WED,Arrhenatherum elatius,no,SPE,Arrhenatherum,37.5
M_WED,Bromus hordeaceus,no,SPE,Bromus hordeaceus agg.,0.025
M_WED,Centaurea jacea agg.,no,AGG,Centaurea,2.65
M_WED,Cirsium arvense,no,SPE,Cirsium,6.5
M_WED,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,3
M_WED,Daucus carota,no,SPE,Daucus,1.5
M_WED,Elymus repens s. str.,no,SPE,Elymus,0.5
M_WED,Galium mollugo agg.,no,AGG,Galium,1.5
M_WED,Glechoma hederacea,no,SPE,Glechoma,3.25
M_WED,Holcus lanatus,no,SPE,Holcus,0.5
M_WED,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,1.625
M_WED,Lathyrus pratensis,no,SPE,Lathyrus,1.125
M_WED,Leucanthemum ircutianum,no,SPE,Leucanthemum vulgare agg.,1.025
M_WED,Pastinaca sativa,no,SPE,Pastinaca,1.625
M_WED,Plantago lanceolata,no,SPE,Plantago,1.625
M_WED,Poa pratensis agg.,no,AGG,Poa,13.5
M_WED,Prunella vulgaris,no,SPE,Prunella,1.25
M_WED,Ranunculus acris,no,SPE,Ranunculus acris agg.,0.025
M_WED,Rumex crispus,no,SPE,Rumex,0.025
M_WED,Silene latifolia subsp. alba,no,SSP,Silene latifolia,0.125
M_WED,Solidago canadensis,no,SPE,Solidago,0.275
M_WED,Stellaria media agg.,no,AGG,Stellaria,0.025
M_WED,Trifolium pratense,no,SPE,Trifolium,0.125
M_WED,Veronica arvensis,no,SPE,Veronica,0.025
M_WEF,Agrostis capillaris,no,SPE,Agrostis,2.5
M_WEF,Alopecurus pratensis,no,SPE,Alopecurus,36.75
M_WEF,Caltha palustris,no,SPE,Caltha,0.625
M_WEF,Cardamine pratensis s. l.,no,SPE,Cardamine pratensis agg.,0.07500000000000001
M_WEF,Carex acuta,yes,SPE,Carex acuta agg.,0.5
M_WEF,Carex acutiformis,no,SPE,Carex,3.5
M_WEF,Carex acutiformis,yes,SPE,Carex,1.5
M_WEF,Carex hirta,no,SPE,Carex,0.25
M_WEF,Carex praecox agg.,no,AGG,Carex,1.125
M_WEF,Carex praecox agg.,yes,AGG,Carex,0.5
M_WEF,Carex riparia,no,SPE,Carex,1
M_WEF,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,0.025
M_WEF,Cirsium,no,GAT,Asteraceae,0.025
M_WEF,Deschampsia cespitosa s. str.,no,SPE,Deschampsia cespitosa agg.,0.625
M_WEF,Elymus repens s. str.,no,SPE,Elymus,0.125
M_WEF,Festuca rubra,no,SPE,Festuca rubra agg.,0.125
M_WEF,Ficaria verna s. l.,no,AGG,Ficaria,0.15
M_WEF,Glechoma hederacea,no,SPE,Glechoma,0.625
M_WEF,Juncus articulatus,no,SPE,Juncus,0.5
M_WEF,Juncus effusus,no,SPE,Juncus,0.25
M_WEF,Juncus inflexus,no,SPE,Juncus,1.625
M_WEF,Lysimachia nummularia,no,SPE,Lysimachia,0.025
M_WEF,Persicaria amphibia,no,SPE,Persicaria,0.1
M_WEF,Phalaris arundinacea,no,SPE,Phalaris,7.125
M_WEF,Phleum pratense agg.,no,AGG,Phleum,2.5
M_WEF,Phragmites australis,no,SPE,Phragmites,0.875
M_WEF,Poa pratensis agg.,no,AGG,Poa,0.125
M_WEF,Poa pratensis agg.,yes,AGG,Poa,1
M_WEF,Poa trivialis s. l.,no,SPE,Poa,5.625
M_WEF,Ranunculus repens,no,SPE,Ranunculus,0.625
M_WEF,Symphytum bohemicum,no,SPE,Symphytum officinale agg.,1.625
M_WEF,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,3.625
M_WIM,Achillea millefolium agg.,no,AGG,Achillea,9.5
M_WIM,Agrostis capillaris,no,SPE,Agrostis,0.625
M_WIM,Arenaria serpyllifolia s. l.,no,SPE,Arenaria serpyllifolia agg.,0.15
M_WIM,Arrhenatherum elatius,no,SPE,Arrhenatherum,0.65
M_WIM,Cerastium,no,GAT,Caryophyllaceae,1.525
M_WIM,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,0.5
M_WIM,Cichorium intybus,no,SPE,Cichorium,0.05
M_WIM,Crataegus monogyna,no,SPE,Crataegus,0.025
M_WIM,Crepis biennis,no,SPE,Crepis,0.025
M_WIM,Crepis capillaris,no,SPE,Crepis,0.125
M_WIM,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,4.125
M_WIM,Daucus carota,no,SPE,Daucus,8.5
M_WIM,Dianthus carthusianorum,no,SPE,Dianthus carthusianorum agg.,5
M_WIM,Echium vulgare,no,SPE,Echium,0.025
M_WIM,Festuca ovina agg.,no,AG1,Festuca,5
M_WIM,Festuca pratensis s. str.,no,SPE,Festuca pratensis s. l.,0.025
M_WIM,Festuca rubra,no,SPE,Festuca rubra agg.,7.5
M_WIM,Festuca rupicola,no,SPE,Festuca ovina agg.,10.5
M_WIM,Filipendula vulgaris,no,SPE,Filipendula,0.05
M_WIM,Galium mollugo agg.,no,AGG,Galium,5.5
M_WIM,Galium verum s. str.,no,SPE,Galium verum agg.,1
M_WIM,Geranium pratense,no,SPE,Geranium,0.275
M_WIM,Glechoma hederacea,no,SPE,Glechoma,0.5
M_WIM,Hypericum perforatum,no,SPE,Hypericum,0.125
M_WIM,Knautia arvensis s. str.,no,SPE,Knautia arvensis agg.,0.125
M_WIM,Leucanthemum ircutianum,no,SPE,Leucanthemum vulgare agg.,0.025
M_WIM,Lotus corniculatus,no,SPE,Lotus corniculatus agg.,0.275
M_WIM,Medicago lupulina,no,SPE,Medicago,0.125
M_WIM,Papaver rhoeas,no,SPE,Papaver,0.025
M_WIM,Pastinaca sativa,no,SPE,Pastinaca,0.125
M_WIM,Pimpinella major,no,SPE,Pimpinella,0.025
M_WIM,Plantago lanceolata,no,SPE,Plantago,0.875
M_WIM,Poa angustifolia,no,SPE,Poa pratensis agg.,6.5
M_WIM,Salvia nemorosa,no,SPE,Salvia,0.125
M_WIM,Taraxacum sect. Ruderalia,no,SEC,Taraxacum,0.025
M_WIM,Tragopogon pratensis s. l.,no,AGG,Tragopogon,2
M_WIM,Trifolium pratense,no,SPE,Trifolium,16.875
M_WIM,Trifolium repens,no,SPE,Trifolium,0.025
M_WIM,Trisetum flavescens,no,SPE,Trisetum,0.175
M_WLE,Alopecurus pratensis,no,SPE,Alopecurus,2.125
M_WLE,Cardamine pratensis s. l.,no,SPE,Cardamine pratensis agg.,0.025
M_WLE,Carex acutiformis,no,SPE,Carex,0.4
M_WLE,Carex praecox agg.,no,AGG,Carex,0.125
M_WLE,Carex riparia,yes,SPE,Carex,0.125
M_WLE,Cerastium holosteoides,no,SPE,Cerastium fontanum agg.,0.025
M_WLE,Cirsium arvense,no,SPE,Cirsium,1
M_WLE,Dactylis glomerata s. str.,no,SPE,Dactylis glomerata agg.,0.05
M_WLE,Deschampsia cespitosa s. str.,no,SPE,Deschampsia cespitosa agg.,16
M_WLE,Festuca rubra,no,SPE,Festuca rubra agg.,1.625
M_WLE,Galium mollugo agg.,no,AGG,Galium,59.4
M_WLE,Poa pratensis agg.,no,AGG,Poa,0.125
M_WLE,Poa trivialis s. l.,no,SPE,Poa,26.375
M_WLE,Potentilla anserina,no,SPE,Potentilla,0.15
M_WLE,Ranunculus repens,no,SPE,Ranunculus,0.05
