id.plot,id.site,region,eco.id,eco.name,altitude,longitude,latitude,esy4,esy16
N_ZDF_A2,N_ZDF,north,664,European Atlantic mixed forests,5.039999961853028,10.038774688295907,53.46811983157973,R22,R22
N_ZDF_A3,N_ZDF,north,664,European Atlantic mixed forests,5.039999961853028,10.038774688295907,53.46811983157973,R,R22
N_ZDF_A4,N_ZDF,north,664,European Atlantic mixed forests,5.039999961853028,10.038774688295907,53.46811983157973,R22,R22
N_KIR_A1,N_KIR,north,664,European Atlantic mixed forests,1.429999947547913,10.169073669009213,53.42338413409407,R,R22
N_KIR_A2,N_KIR,north,664,European Atlantic mixed forests,1.429999947547913,10.169073669009213,53.42338413409407,R22,R22
N_KIR_A3,N_KIR,north,664,European Atlantic mixed forests,1.429999947547913,10.169073669009213,53.42338413409407,R22,R22
N_KIR_A4,N_KIR,north,664,European Atlantic mixed forests,1.429999947547913,10.169073669009213,53.42338413409407,R22,R22
N_WEN_A1,N_WEN,north,664,European Atlantic mixed forests,41.61000061035156,10.288644501829692,53.507261735602526,R22,R22
N_WEN_A2,N_WEN,north,664,European Atlantic mixed forests,41.61000061035156,10.288644501829692,53.507261735602526,R22,R22
N_WEN_A3,N_WEN,north,664,European Atlantic mixed forests,41.61000061035156,10.288644501829692,53.507261735602526,R22,R22
N_WEN_A4,N_WEN,north,664,European Atlantic mixed forests,41.61000061035156,10.288644501829692,53.507261735602526,R22,R22
N_BRE_A1,N_BRE,north,664,European Atlantic mixed forests,21.709999084472656,10.663326926843165,53.601827334567,R21,R
N_BRE_A2,N_BRE,north,664,European Atlantic mixed forests,21.709999084472656,10.663326926843165,53.601827334567,R22,R
N_BRE_A3,N_BRE,north,664,European Atlantic mixed forests,21.709999084472656,10.663326926843165,53.601827334567,R,R
N_BRE_A4,N_BRE,north,664,European Atlantic mixed forests,21.709999084472656,10.663326926843165,53.601827334567,R,R
N_VIE_A1,N_VIE,north,664,European Atlantic mixed forests,8.06999969482422,10.66972437220082,53.366004425182695,R22,R22
N_VIE_A2,N_VIE,north,664,European Atlantic mixed forests,8.06999969482422,10.66972437220082,53.366004425182695,R22,R22
N_VIE_A3,N_VIE,north,664,European Atlantic mixed forests,8.06999969482422,10.66972437220082,53.366004425182695,R21,R22
N_VIE_A4,N_VIE,north,664,European Atlantic mixed forests,8.06999969482422,10.66972437220082,53.366004425182695,R21,R22
N_GAR_A1,N_GAR,north,664,European Atlantic mixed forests,6.429999828338624,10.65708759386369,53.335464275224915,R,R
N_GAR_A2,N_GAR,north,664,European Atlantic mixed forests,6.429999828338624,10.65708759386369,53.335464275224915,R,R
N_GAR_A3,N_GAR,north,664,European Atlantic mixed forests,6.429999828338624,10.65708759386369,53.335464275224915,R,R
N_GAR_A4,N_GAR,north,664,European Atlantic mixed forests,6.429999828338624,10.65708759386369,53.335464275224915,R,R
N_RET_A1,N_RET,north,664,European Atlantic mixed forests,6.5,10.264638807542484,53.32578714444008,R22,R22
N_RET_A2,N_RET,north,664,European Atlantic mixed forests,6.5,10.264638807542484,53.32578714444008,R22,R22
N_RET_A3,N_RET,north,664,European Atlantic mixed forests,6.5,10.264638807542484,53.32578714444008,R,R22
N_RET_A4,N_RET,north,664,European Atlantic mixed forests,6.5,10.264638807542484,53.32578714444008,R22,R22
N_RAD_A1,N_RAD,north,664,European Atlantic mixed forests,5.960000038146974,10.265119884213236,53.32796832785964,R,R
N_RAD_A2,N_RAD,north,664,European Atlantic mixed forests,5.960000038146974,10.265119884213236,53.32796832785964,Q53,R
N_RAD_A3,N_RAD,north,664,European Atlantic mixed forests,5.960000038146974,10.265119884213236,53.32796832785964,R,R
N_RAD_A4,N_RAD,north,664,European Atlantic mixed forests,5.960000038146974,10.265119884213236,53.32796832785964,R,R
N_TUT_A1,N_TUT,north,664,European Atlantic mixed forests,78.54000091552734,9.934592759041454,53.11325526955516,R22,R22
N_TUT_A2,N_TUT,north,664,European Atlantic mixed forests,78.54000091552734,9.934592759041454,53.11325526955516,R22,R22
N_TUT_A3,N_TUT,north,664,European Atlantic mixed forests,78.54000091552734,9.934592759041454,53.11325526955516,R22,R22
N_TUT_A4,N_TUT,north,664,European Atlantic mixed forests,78.54000091552734,9.934592759041454,53.11325526955516,R,R22
N_HOR_A1,N_HOR,north,664,European Atlantic mixed forests,60.970001220703125,10.185599319635884,53.096554833942726,V,R
N_HOR_A2,N_HOR,north,664,European Atlantic mixed forests,60.970001220703125,10.185599319635884,53.096554833942726,R22,R
N_HOR_A3,N_HOR,north,664,European Atlantic mixed forests,60.970001220703125,10.185599319635884,53.096554833942726,V37,R
N_HOR_A4,N_HOR,north,664,European Atlantic mixed forests,60.970001220703125,10.185599319635884,53.096554833942726,V15,R
N_DAM_A1,N_DAM,north,664,European Atlantic mixed forests,12.600000381469727,11.137552664952281,53.12415582802398,R,R22
N_DAM_A2,N_DAM,north,664,European Atlantic mixed forests,12.600000381469727,11.137552664952281,53.12415582802398,R22,R22
N_DAM_A3,N_DAM,north,664,European Atlantic mixed forests,12.600000381469727,11.137552664952281,53.12415582802398,R,R22
N_DAM_A4,N_DAM,north,664,European Atlantic mixed forests,12.600000381469727,11.137552664952281,53.12415582802398,R22,R22
N_PEV_A1,N_PEV,north,664,European Atlantic mixed forests,16.520000457763672,11.468335653295602,53.06540808915029,R22,R22
N_PEV_A2,N_PEV,north,664,European Atlantic mixed forests,16.520000457763672,11.468335653295602,53.06540808915029,R22,R22
N_PEV_A3,N_PEV,north,664,European Atlantic mixed forests,16.520000457763672,11.468335653295602,53.06540808915029,R22,R22
N_PEV_A4,N_PEV,north,664,European Atlantic mixed forests,16.520000457763672,11.468335653295602,53.06540808915029,R22,R22
N_BRD_A1,N_BRD,north,664,European Atlantic mixed forests,16.420000076293945,11.42580109545896,53.05071543286398,R22,R22
N_BRD_A2,N_BRD,north,664,European Atlantic mixed forests,16.420000076293945,11.42580109545896,53.05071543286398,R,R22
N_BRD_A3,N_BRD,north,664,European Atlantic mixed forests,16.420000076293945,11.42580109545896,53.05071543286398,R22,R22
N_BRD_A4,N_BRD,north,664,European Atlantic mixed forests,16.420000076293945,11.42580109545896,53.05071543286398,R,R22
N_SCH_A1,N_SCH,north,664,European Atlantic mixed forests,16.270000457763672,11.426516657355025,53.03730674313553,R,R
N_SCH_A2,N_SCH,north,664,European Atlantic mixed forests,16.270000457763672,11.426516657355025,53.03730674313553,R,R
N_SCH_A3,N_SCH,north,664,European Atlantic mixed forests,16.270000457763672,11.426516657355025,53.03730674313553,R,R
N_SCH_A4,N_SCH,north,664,European Atlantic mixed forests,16.270000457763672,11.426516657355025,53.03730674313553,R,R
N_ALA_A1,N_ALA,north,664,European Atlantic mixed forests,18.139999389648438,11.639097781875218,52.995850292965756,R22,R22
N_ALA_A2,N_ALA,north,664,European Atlantic mixed forests,18.139999389648438,11.639097781875218,52.995850292965756,R22,R22
N_ALA_A3,N_ALA,north,664,European Atlantic mixed forests,18.139999389648438,11.639097781875218,52.995850292965756,R22,R22
N_ALA_A4,N_ALA,north,664,European Atlantic mixed forests,18.139999389648438,11.639097781875218,52.995850292965756,R22,R22
N_ARE_A1,N_ARE,north,664,European Atlantic mixed forests,20.579999923706055,11.413802415386465,52.908355250933155,R22,R22
N_ARE_A2,N_ARE,north,664,European Atlantic mixed forests,20.579999923706055,11.413802415386465,52.908355250933155,R22,R22
N_ARE_A3,N_ARE,north,664,European Atlantic mixed forests,20.579999923706055,11.413802415386465,52.908355250933155,R22,R22
N_ARE_A4,N_ARE,north,664,European Atlantic mixed forests,20.579999923706055,11.413802415386465,52.908355250933155,R22,R22
N_KRI_A1,N_KRI,north,664,European Atlantic mixed forests,18.56999969482422,11.28477840891728,52.890807902264484,R,R
N_KRI_A2,N_KRI,north,664,European Atlantic mixed forests,18.56999969482422,11.28477840891728,52.890807902264484,R,R
N_KRI_A3,N_KRI,north,664,European Atlantic mixed forests,18.56999969482422,11.28477840891728,52.890807902264484,R,R
N_KRI_A4,N_KRI,north,664,European Atlantic mixed forests,18.56999969482422,11.28477840891728,52.890807902264484,R,R
N_GBI_A1,N_GBI,north,664,European Atlantic mixed forests,17.15999984741211,11.216828351683535,52.89239536582707,R22,R
N_GBI_A2,N_GBI,north,664,European Atlantic mixed forests,17.15999984741211,11.216828351683535,52.89239536582707,R,R
N_GBI_A3,N_GBI,north,664,European Atlantic mixed forests,17.15999984741211,11.216828351683535,52.89239536582707,R22,R
N_GBI_A4,N_GBI,north,664,European Atlantic mixed forests,17.15999984741211,11.216828351683535,52.89239536582707,V,R
N_HOY_A1,N_HOY,north,664,European Atlantic mixed forests,17.110000610351563,11.165565556332421,52.89773370164467,R,R21
N_HOY_A2,N_HOY,north,664,European Atlantic mixed forests,17.110000610351563,11.165565556332421,52.89773370164467,R,R21
N_HOY_A3,N_HOY,north,664,European Atlantic mixed forests,17.110000610351563,11.165565556332421,52.89773370164467,R,R21
N_HOY_A4,N_HOY,north,664,European Atlantic mixed forests,17.110000610351563,11.165565556332421,52.89773370164467,R,R21
N_BLU_A1,N_BLU,north,664,European Atlantic mixed forests,17.780000686645508,11.151869925430676,52.90365006446606,R,R
N_BLU_A2,N_BLU,north,664,European Atlantic mixed forests,17.780000686645508,11.151869925430676,52.90365006446606,R,R
N_BLU_A3,N_BLU,north,664,European Atlantic mixed forests,17.780000686645508,11.151869925430676,52.90365006446606,R,R
N_BLU_A4,N_BLU,north,664,European Atlantic mixed forests,17.780000686645508,11.151869925430676,52.90365006446606,R,R
N_ISE_A1,N_ISE,north,664,European Atlantic mixed forests,55.189998626708984,10.616171179532746,52.585659246654544,R21,R22
N_ISE_A2,N_ISE,north,664,European Atlantic mixed forests,55.189998626708984,10.616171179532746,52.585659246654544,R22,R22
N_ISE_A3,N_ISE,north,664,European Atlantic mixed forests,55.189998626708984,10.616171179532746,52.585659246654544,R22,R22
N_ISE_A4,N_ISE,north,664,European Atlantic mixed forests,55.189998626708984,10.616171179532746,52.585659246654544,R21,R22
N_BEB_A1,N_BEB,north,664,European Atlantic mixed forests,54.290000915527344,10.587052187720982,52.56455022508017,R22,R22
N_BEB_A2,N_BEB,north,664,European Atlantic mixed forests,54.290000915527344,10.587052187720982,52.56455022508017,R22,R22
N_BEB_A3,N_BEB,north,664,European Atlantic mixed forests,54.290000915527344,10.587052187720982,52.56455022508017,R22,R22
N_BEB_A4,N_BEB,north,664,European Atlantic mixed forests,54.290000915527344,10.587052187720982,52.56455022508017,R22,R22
N_SMG_A1,N_SMG,north,664,European Atlantic mixed forests,53.029998779296875,10.552676733689742,52.53846877735587,R,R
N_SMG_A2,N_SMG,north,664,European Atlantic mixed forests,53.029998779296875,10.552676733689742,52.53846877735587,R,R
N_SMG_A3,N_SMG,north,664,European Atlantic mixed forests,53.029998779296875,10.552676733689742,52.53846877735587,R,R
N_SMG_A4,N_SMG,north,664,European Atlantic mixed forests,53.029998779296875,10.552676733689742,52.53846877735587,R,R
N_GAM_A1,N_GAM,north,664,European Atlantic mixed forests,52.41999816894531,10.54880197984064,52.51725778001546,R,R
N_GAM_A2,N_GAM,north,664,European Atlantic mixed forests,52.41999816894531,10.54880197984064,52.51725778001546,R,R
N_GAM_A3,N_GAM,north,664,European Atlantic mixed forests,52.41999816894531,10.54880197984064,52.51725778001546,R,R
N_GAM_A4,N_GAM,north,664,European Atlantic mixed forests,52.41999816894531,10.54880197984064,52.51725778001546,R,R
S_ACR_A1,S_ACR,south,686,Western European broadleaf forests,313.8500061035156,12.94115243627902,48.7693445136524,R1A,R1A
S_ACR_A2,S_ACR,south,686,Western European broadleaf forests,313.8500061035156,12.94115243627902,48.7693445136524,R1A,R1A
S_ACR_A3,S_ACR,south,686,Western European broadleaf forests,313.8500061035156,12.94115243627902,48.7693445136524,R,R1A
S_ACR_A4,S_ACR,south,686,Western European broadleaf forests,313.8500061035156,12.94115243627902,48.7693445136524,R1A,R1A
S_AUH_A1,S_AUH,south,686,Western European broadleaf forests,406.0299987792969,12.759647898003088,48.605865982615384,R,R1A
S_AUH_A2,S_AUH,south,686,Western European broadleaf forests,406.0299987792969,12.759647898003088,48.605865982615384,R1A,R1A
S_AUH_A3,S_AUH,south,686,Western European broadleaf forests,406.0299987792969,12.759647898003088,48.605865982615384,R1A,R1A
S_AUH_A4,S_AUH,south,686,Western European broadleaf forests,406.0299987792969,12.759647898003088,48.605865982615384,R1A,R1A
S_AUL_A1,S_AUL,south,686,Western European broadleaf forests,381.8800048828125,12.219210222151172,48.57198665490678,R22,R22
S_AUL_A2,S_AUL,south,686,Western European broadleaf forests,381.8800048828125,12.219210222151172,48.57198665490678,R,R22
S_AUL_A3,S_AUL,south,686,Western European broadleaf forests,381.8800048828125,12.219210222151172,48.57198665490678,R22,R22
S_AUL_A4,S_AUL,south,686,Western European broadleaf forests,381.8800048828125,12.219210222151172,48.57198665490678,R22,R22
S_BUC_A1,S_BUC,south,686,Western European broadleaf forests,384.2099914550781,12.915940093384767,48.254953462496346,R22,R22
S_BUC_A2,S_BUC,south,686,Western European broadleaf forests,384.2099914550781,12.915940093384767,48.254953462496346,R22,R22
S_BUC_A3,S_BUC,south,686,Western European broadleaf forests,384.2099914550781,12.915940093384767,48.254953462496346,R22,R22
S_BUC_A4,S_BUC,south,686,Western European broadleaf forests,384.2099914550781,12.915940093384767,48.254953462496346,R22,R22
S_DIE_A1,S_DIE,south,686,Western European broadleaf forests,471.510009765625,11.682875320005321,48.2753208601295,R,R
S_DIE_A2,S_DIE,south,686,Western European broadleaf forests,471.510009765625,11.682875320005321,48.2753208601295,R,R
S_DIE_A3,S_DIE,south,686,Western European broadleaf forests,471.510009765625,11.682875320005321,48.2753208601295,R,R
S_DIE_A4,S_DIE,south,686,Western European broadleaf forests,471.510009765625,11.682875320005321,48.2753208601295,R22,R
S_ECH_A1,S_ECH,south,686,Western European broadleaf forests,472.79998779296875,11.644207477280096,48.27851351518267,R1A,R1A
S_ECH_A2,S_ECH,south,686,Western European broadleaf forests,472.79998779296875,11.644207477280096,48.27851351518267,R1A,R1A
S_ECH_A3,S_ECH,south,686,Western European broadleaf forests,472.79998779296875,11.644207477280096,48.27851351518267,R,R1A
S_ECH_A4,S_ECH,south,686,Western European broadleaf forests,472.79998779296875,11.644207477280096,48.27851351518267,R1A,R1A
S_FCH_A1,S_FCH,south,686,Western European broadleaf forests,310.3900146484375,12.99798413915347,48.77785170337678,R22,R22
S_FCH_A2,S_FCH,south,686,Western European broadleaf forests,310.3900146484375,12.99798413915347,48.77785170337678,R,R22
S_FCH_A3,S_FCH,south,686,Western European broadleaf forests,310.3900146484375,12.99798413915347,48.77785170337678,R22,R22
S_FCH_A4,S_FCH,south,686,Western European broadleaf forests,310.3900146484375,12.99798413915347,48.77785170337678,R22,R22
S_FHZ_A1,S_FHZ,south,686,Western European broadleaf forests,458.30999755859375,11.62566181174083,48.33018411448075,R37,R35
S_FHZ_A2,S_FHZ,south,686,Western European broadleaf forests,458.30999755859375,11.62566181174083,48.33018411448075,R37,R35
S_FHZ_A3,S_FHZ,south,686,Western European broadleaf forests,458.30999755859375,11.62566181174083,48.33018411448075,R35,R35
S_FHZ_A4,S_FHZ,south,686,Western European broadleaf forests,458.30999755859375,11.62566181174083,48.33018411448075,R35,R35
S_GIG_A1,S_GIG,south,686,Western European broadleaf forests,450.6499938964844,11.677587683868394,48.36299591905028,R22,R
S_GIG_A2,S_GIG,south,686,Western European broadleaf forests,450.6499938964844,11.677587683868394,48.36299591905028,R,R
S_GIG_A3,S_GIG,south,686,Western European broadleaf forests,450.6499938964844,11.677587683868394,48.36299591905028,Sa,R
S_GIG_A4,S_GIG,south,686,Western European broadleaf forests,450.6499938964844,11.677587683868394,48.36299591905028,R,R
S_GSH_A1,S_GSH,south,686,Western European broadleaf forests,486.17999267578125,12.237457021278894,48.48982286043352,V11,R
S_GSH_A2,S_GSH,south,686,Western European broadleaf forests,486.17999267578125,12.237457021278894,48.48982286043352,V11,R
S_GSH_A3,S_GSH,south,686,Western European broadleaf forests,486.17999267578125,12.237457021278894,48.48982286043352,R,R
S_GSH_A4,S_GSH,south,686,Western European broadleaf forests,486.17999267578125,12.237457021278894,48.48982286043352,R22,R
S_GTZ_A1,S_GTZ,south,686,Western European broadleaf forests,408.739990234375,12.910753474542082,48.28923403644138,R,R
S_GTZ_A2,S_GTZ,south,686,Western European broadleaf forests,408.739990234375,12.910753474542082,48.28923403644138,R35,R
S_GTZ_A3,S_GTZ,south,686,Western European broadleaf forests,408.739990234375,12.910753474542082,48.28923403644138,R,R
S_GTZ_A4,S_GTZ,south,686,Western European broadleaf forests,408.739990234375,12.910753474542082,48.28923403644138,R22,R
S_HGR_A1,S_HGR,south,686,Western European broadleaf forests,429.05999755859375,12.172034849567611,48.530018848202815,R,R
S_HGR_A2,S_HGR,south,686,Western European broadleaf forests,429.05999755859375,12.172034849567611,48.530018848202815,R,R
S_HGR_A3,S_HGR,south,686,Western European broadleaf forests,429.05999755859375,12.172034849567611,48.530018848202815,R,R
S_HGR_A4,S_HGR,south,686,Western European broadleaf forests,429.05999755859375,12.172034849567611,48.530018848202815,R22,R
S_HLZ_A1,S_HLZ,south,686,Western European broadleaf forests,417.2300109863281,12.799592336349749,48.51803671178472,R,R
S_HLZ_A2,S_HLZ,south,686,Western European broadleaf forests,417.2300109863281,12.799592336349749,48.51803671178472,R,R
S_HLZ_A3,S_HLZ,south,686,Western European broadleaf forests,417.2300109863281,12.799592336349749,48.51803671178472,R,R
S_HLZ_A4,S_HLZ,south,686,Western European broadleaf forests,417.2300109863281,12.799592336349749,48.51803671178472,R,R
S_JAN_A1,S_JAN,south,686,Western European broadleaf forests,470.3299865722656,12.699013953905972,48.53915881013705,R,R
S_JAN_A2,S_JAN,south,686,Western European broadleaf forests,470.3299865722656,12.699013953905972,48.53915881013705,R,R
S_JAN_A3,S_JAN,south,686,Western European broadleaf forests,470.3299865722656,12.699013953905972,48.53915881013705,R,R
S_JAN_A4,S_JAN,south,686,Western European broadleaf forests,470.3299865722656,12.699013953905972,48.53915881013705,R,R
S_JAU_A1,S_JAU,south,686,Western European broadleaf forests,459.82000732421875,12.712313852931302,48.5016131866737,R,R22
S_JAU_A2,S_JAU,south,686,Western European broadleaf forests,459.82000732421875,12.712313852931302,48.5016131866737,R21,R22
S_JAU_A3,S_JAU,south,686,Western European broadleaf forests,459.82000732421875,12.712313852931302,48.5016131866737,R22,R22
S_JAU_A4,S_JAU,south,686,Western European broadleaf forests,459.82000732421875,12.712313852931302,48.5016131866737,R22,R22
S_JOS_A1,S_JOS,south,686,Western European broadleaf forests,446.760009765625,12.171905495759827,48.527023635236986,R,R
S_JOS_A2,S_JOS,south,686,Western European broadleaf forests,446.760009765625,12.171905495759827,48.527023635236986,R,R
S_JOS_A3,S_JOS,south,686,Western European broadleaf forests,446.760009765625,12.171905495759827,48.527023635236986,R21,R
S_JOS_A4,S_JOS,south,686,Western European broadleaf forests,446.760009765625,12.171905495759827,48.527023635236986,R,R
S_MBM_A1,S_MBM,south,686,Western European broadleaf forests,372.0899963378906,12.303897120372794,48.62358624004695,R1A,R1A
S_MBM_A2,S_MBM,south,686,Western European broadleaf forests,372.0899963378906,12.303897120372794,48.62358624004695,R1A,R1A
S_MBM_A3,S_MBM,south,686,Western European broadleaf forests,372.0899963378906,12.303897120372794,48.62358624004695,R1A,R1A
S_MBM_A4,S_MBM,south,686,Western European broadleaf forests,372.0899963378906,12.303897120372794,48.62358624004695,Q53,R1A
S_NOZ_A1,S_NOZ,south,686,Western European broadleaf forests,467.489990234375,11.853034906481264,48.306486410822146,R,R
S_NOZ_A2,S_NOZ,south,686,Western European broadleaf forests,467.489990234375,11.853034906481264,48.306486410822146,R,R
S_NOZ_A3,S_NOZ,south,686,Western European broadleaf forests,467.489990234375,11.853034906481264,48.306486410822146,R,R
S_NOZ_A4,S_NOZ,south,686,Western European broadleaf forests,467.489990234375,11.853034906481264,48.306486410822146,R,R
S_PEI_A1,S_PEI,south,686,Western European broadleaf forests,374.6700134277344,12.045988484407125,48.91343401020398,R22,R22
S_PEI_A2,S_PEI,south,686,Western European broadleaf forests,374.6700134277344,12.045988484407125,48.91343401020398,R22,R22
S_PEI_A3,S_PEI,south,686,Western European broadleaf forests,374.6700134277344,12.045988484407125,48.91343401020398,R,R22
S_PEI_A4,S_PEI,south,686,Western European broadleaf forests,374.6700134277344,12.045988484407125,48.91343401020398,R,R22
S_PEN_A1,S_PEN,south,686,Western European broadleaf forests,365.8800048828125,12.08385736680861,48.918858743032345,R,R22
S_PEN_A2,S_PEN,south,686,Western European broadleaf forests,365.8800048828125,12.08385736680861,48.918858743032345,R,R22
S_PEN_A3,S_PEN,south,686,Western European broadleaf forests,365.8800048828125,12.08385736680861,48.918858743032345,R22,R22
S_PEN_A4,S_PEN,south,686,Western European broadleaf forests,365.8800048828125,12.08385736680861,48.918858743032345,R22,R22
S_SBA_A1,S_SBA,south,686,Western European broadleaf forests,347.6199951171875,12.916309094992446,48.22090621961309,R,R1A
S_SBA_A2,S_SBA,south,686,Western European broadleaf forests,347.6199951171875,12.916309094992446,48.22090621961309,R1A,R1A
S_SBA_A3,S_SBA,south,686,Western European broadleaf forests,347.6199951171875,12.916309094992446,48.22090621961309,R1A,R1A
S_SBA_A4,S_SBA,south,686,Western European broadleaf forests,347.6199951171875,12.916309094992446,48.22090621961309,R1A,R1A
S_SBN_A1,S_SBN,south,686,Western European broadleaf forests,347.3800048828125,12.914955143962441,48.22181620424748,R1A,R1A
S_SBN_A2,S_SBN,south,686,Western European broadleaf forests,347.3800048828125,12.914955143962441,48.22181620424748,R1A,R1A
S_SBN_A3,S_SBN,south,686,Western European broadleaf forests,347.3800048828125,12.914955143962441,48.22181620424748,R1A,R1A
S_SBN_A4,S_SBN,south,686,Western European broadleaf forests,347.3800048828125,12.914955143962441,48.22181620424748,R1A,R1A
S_SHH_A1,S_SHH,south,686,Western European broadleaf forests,377.3399963378906,11.802239373946195,48.84317952907935,R21,R22
S_SHH_A2,S_SHH,south,686,Western European broadleaf forests,377.3399963378906,11.802239373946195,48.84317952907935,R21,R22
S_SHH_A3,S_SHH,south,686,Western European broadleaf forests,377.3399963378906,11.802239373946195,48.84317952907935,R22,R22
S_SHH_A4,S_SHH,south,686,Western European broadleaf forests,377.3399963378906,11.802239373946195,48.84317952907935,R22,R22
S_SNF_A1,S_SNF,south,686,Western European broadleaf forests,423.6199951171875,12.826639919209367,48.49460354771543,R,R
S_SNF_A2,S_SNF,south,686,Western European broadleaf forests,423.6199951171875,12.826639919209367,48.49460354771543,R,R
S_SNF_A3,S_SNF,south,686,Western European broadleaf forests,423.6199951171875,12.826639919209367,48.49460354771543,R,R
S_SNF_A4,S_SNF,south,686,Western European broadleaf forests,423.6199951171875,12.826639919209367,48.49460354771543,R,R
S_STW_A1,S_STW,south,686,Western European broadleaf forests,310.8900146484375,12.95283714777586,48.803540793300826,R37,R35
S_STW_A2,S_STW,south,686,Western European broadleaf forests,310.8900146484375,12.95283714777586,48.803540793300826,R37,R35
S_STW_A3,S_STW,south,686,Western European broadleaf forests,310.8900146484375,12.95283714777586,48.803540793300826,R,R35
S_STW_A4,S_STW,south,686,Western European broadleaf forests,310.8900146484375,12.95283714777586,48.803540793300826,R,R35
S_VLP_A1,S_VLP,south,686,Western European broadleaf forests,344.0799865722656,12.905894758986488,48.63870818338975,R,R
S_VLP_A2,S_VLP,south,686,Western European broadleaf forests,344.0799865722656,12.905894758986488,48.63870818338975,R,R
S_VLP_A3,S_VLP,south,686,Western European broadleaf forests,344.0799865722656,12.905894758986488,48.63870818338975,R,R
S_VLP_A4,S_VLP,south,686,Western European broadleaf forests,344.0799865722656,12.905894758986488,48.63870818338975,R35,R
S_VLR_A1,S_VLR,south,686,Western European broadleaf forests,341.8399963378906,12.919623293739415,48.63645503632107,R,R
S_VLR_A2,S_VLR,south,686,Western European broadleaf forests,341.8399963378906,12.919623293739415,48.63645503632107,R22,R
S_VLR_A3,S_VLR,south,686,Western European broadleaf forests,341.8399963378906,12.919623293739415,48.63645503632107,R,R
S_VLR_A4,S_VLR,south,686,Western European broadleaf forests,341.8399963378906,12.919623293739415,48.63645503632107,R,R
S_WGD_A1,S_WGD,south,686,Western European broadleaf forests,474.010009765625,12.436419837153949,48.56602653640712,R22,R22
S_WGD_A2,S_WGD,south,686,Western European broadleaf forests,474.010009765625,12.436419837153949,48.56602653640712,R22,R22
S_WGD_A3,S_WGD,south,686,Western European broadleaf forests,474.010009765625,12.436419837153949,48.56602653640712,R22,R22
S_WGD_A4,S_WGD,south,686,Western European broadleaf forests,474.010009765625,12.436419837153949,48.56602653640712,R22,R22
S_WTH_A1,S_WTH,south,686,Western European broadleaf forests,311.1400146484375,12.961748492931246,48.80605399262865,R,R
