name.original,family,url,name.plant,name.dummy,sla,height,seedmass,flowering.start,growth.form.1,growth.form.2,nitrogen.fix,oek.l,oek.t,oek.k,oek.f,oek.f.change,oek.n,oek.r,oek.s,lf.leb,mahdvertra,weidevertr,trittvertr,futterwert,sociology,legal,status,neobiota,rlg,responsibility,funct.group.x,R11.Diagnostic,R16.Diagnostic,R1A.Diagnostic,R1B.Diagnostic,R1M.Diagnostic,R1P.Diagnostic,R21.Diagnostic,R22.Diagnostic,R35.Diagnostic,R36.Diagnostic,R37.Diagnostic,ffh.2330,ffh.6120,ffh.6210,ffh.6230,ffh.6240,ffh.6410,ffh.6440,ffh.6510,sh.feucht.naessezeiger,sh.trockenheitszeiger,sh.basenzeiger,sh.magerkeitszeiger,sh.ruderalisierungszeiger,sh.beweidungszeiger,sh.wert.gruenlandarten,sh.ausnahmearten.spp.wert.gruenlandarten,sh.nicht.wert.flutrasenarten,sh.calthion,sh.wiesenzeiger,btt.hh.GMG Kennzeichnende Arten,btt.hh.GMG Wertgebende Arten (RL-HH),btt.hh.GMM Kennzeichnende Arten,btt.hh.GMM Wertgebende Arten (RL-HH),btt.hh.GMT Kennzeichnende Arten,btt.hh.GMT Wertgebende Arten (RL-HH),btt.hh.GMW Kennzeichnende Arten,btt.hh.GMW Wertgebende Arten (RL-HH),btt.hh.GFA Kennzeichnende Arten,btt.hh.GFA Wertgebende Arten (RL-HH),btt.hh.GFR Kennzeichnende Arten,btt.hh.GFR Wertgebende Arten (RL-HH),btt.hh.GFC Kennzeichnende Arten,btt.hh.GFC Wertgebende Arten (RL-HH),btt.hh.GFF Kennzeichnende Arten,btt.hh.GFF Wertgebende Arten (RL-HH),btt.hh.GN Kennzeichnende Arten,btt.hh.GN Wertgebende Arten (RL-HH),btt.hh.GNP Kennzeichnende Arten,btt.hh.GNP Wertgebende Arten (RL-HH),hh.gl.typical,hh.gl.F.zeiger,hh.gl.N.zeiger,hh.gl.R.zeiger,nie.gn.gf.kennarten,btt.nie.9.1 GM weithin verbreitete Grünlandarten,btt.nie.9.1 GM Kennarten für Grünland mit weiter Standortamplitude,btt.nie.9.1.1 GMF Zusätzliche Kennarten,btt.nie.9.1.3 GMA Zusätzliche Kennarten,btt.nie.9.1.4 GMK Zusätzliche Kennarten,btt.nie.9.3. GN Kennzeichnende Pflanzenarten,btt.nie.9.4.1 GFB Kennarten,btt.nie.9.4.2 GFF Kennarten,btt.nie.9.4.3 GFS Kennarten,lsa.nasswiesen,bv.§30.borstgrasrasen,bv.art23.pfeifengraswiesen,bv.§30.nasswiesen,bv.gruenland.feucht,bv.gruenland.frisch,bv.§30.trockenrasen,btt.bv.GL Typische Arten,btt.bv.GA Typische Arten,btt.bv.GL6120* Typische Arten,btt.bv.GN Typische Arten,btt.bv.GO6230* Typische Arten,btt.bv.GP6410 Typische Arten,btt.bv.GT und GT6210 Typische Arten,btt.bv.GT621P* Typische Arten,btt.bv.GT6240* Typische Arten,"btt.bv.GU, GU651E und GU651L Typische Arten",calth.sturm,funct.group.y,ruderal,target_ellenberg
Lepidium campestre,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000358297,Lepidium campestre,Lepidium campestre,253.05,0.296,0.0022175,NA,herb,forb,NA,7,6,3,4,NA,6,8,0,T,NA,NA,NA,NA,3311,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Lepidium draba,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000361312,Lepidium draba,Lepidium draba,205,0.341666666666667,0.0018250625,May,herb,NA,NA,8,7,7,3,NA,4,8,0,"H,G",3,3,4,2,3611,NA,N,N,nb,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Leucanthemum ircutianum,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000092791,Leucanthemum ircutianum,Leucanthemum ircutianum,143.4,0.44,NA,May,NA,herb,NA,7,NA,3,4,NA,3,NA,0,H,NA,NA,NA,NA,5420,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,arrhenatheretalia
Leucanthemum vulgare agg.,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000036932,Leucanthemum vulgare agg.,Leucanthemum vulgare,192.73,0.50975,8.119666e-4,May,herb,NA,no,7,NA,3,4,NA,3,NA,0,H,6,3,4,3,5420,NA,I,NA,*,nb,herb,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,herb,no,arrhenatheretalia
Leucanthemum vulgare s. str.,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000036932,Leucanthemum vulgare s. str.,Leucanthemum vulgare,192.73,0.50975,8.119666e-4,May,herb,NA,no,7,NA,3,4,NA,3,NA,0,H,6,3,4,3,5420,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,herb,no,arrhenatheretalia
Ligustrum vulgare,Oleaceae,https://www.worldfloraonline.org/taxon/wfo-0000815984,Ligustrum vulgare,Ligustrum vulgare,111.5,3.73333333333333,0.025908389,Jun,shrub,shrub,no,7,6,3,4,NA,3,8,0,N,2,8,9,2,8440,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Linaria vulgaris,Plantaginaceae,https://www.worldfloraonline.org/taxon/wfo-0000446438,Linaria vulgaris,Linaria vulgaris,199.83,0.4585,1.645e-4,Jun,herb,NA,NA,8,6,5,4,NA,5,7,0,"G,H",5,6,3,2,3540,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Linum austriacum,Linaceae,https://www.worldfloraonline.org/taxon/wfo-0000363520,Linum austriacum,Linum austriacum,173.9,0.4,0.0012905,May,herb,forb,NA,9,7,6,3,NA,2,8,0,H,NA,NA,NA,NA,5312,b,N,N,nb,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,festuco-brometea
Linum catharticum,Linaceae,https://www.worldfloraonline.org/taxon/wfo-0000363831,Linum catharticum,Linum catharticum,301.64,0.125,1.53e-4,Jun,herb,NA,NA,7,NA,3,NA,NA,2,7,1,T,4,4,3,2,5410,NA,I,NA,*,NA,herb,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,molinietalia
Linum perenne agg.,Linaceae,https://www.worldfloraonline.org/taxon/wfo-0000363378,Linum perenne agg.,Linum perenne,258.8,0.405666666666667,0.002214608,NA,herb,NA,NA,7,NA,6,3,NA,2,8,0,H,3,3,2,2,5312,s,I,NA,3,nb,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,no,festuco-brometea
Listera ovata,Orchidaceae,https://www.worldfloraonline.org/taxon/wfo-0000229559,Listera ovata,Listera ovata,280.3,0.14,NA,May,herb,forb,NA,6,NA,3,6,~,7,7,0,G,4,2,3,3,8430,b,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Lithospermum officinale,Boraginaceae,https://www.worldfloraonline.org/taxon/wfo-0000361802,Lithospermum officinale,Lithospermum officinale,218.5,0.5,0.0122215,May,herb,NA,NA,6,6,5,5,NA,5,8,0,H,2,3,2,2,6110,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,trifolio-geranietea
Lolium hybridum,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000878339,Lolium hybridum,Lolium hybridum,NA,NA,NA,NA,NA,NA,NA,8,7,3,5,NA,8,7,0,H,7,7,7,9,5423,NA,NA,NA,NA,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,no,arrhenatheretalia
Lolium multiflorum,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000878425,Lolium multiflorum,Lolium multiflorum,300.62,0.478333333333333,0.00273033825,NA,herb,NA,NA,7,7,3,4,NA,8,7,0,"H,T",8,4,4,9,3331,NA,N,N,nb,nb,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,yes,no
Lolium perenne,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000878441,Lolium perenne,Lolium perenne,256.68,0.541666666666667,0.0019687975,NA,herb,NA,NA,8,6,3,5,NA,7,7,0,H,8,8,8,9,5423,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,no,arrhenatheretalia
Lotus corniculatus,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000212180,Lotus corniculatus,Lotus corniculatus,278.32,0.42725,0.00106879585714286,NA,herb,NA,NA,7,NA,3,4,NA,3,7,0,H,6,4,4,8,5000,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,no
Lotus pedunculatus,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000212230,Lotus pedunculatus,Lotus pedunculatus,257.62,0.321,0.002544,NA,herb,NA,yes,7,5,2,8,NA,4,6,0,H,4,4,4,7,5415,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,F,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,legume,no,molinietalia
Lotus tenuis,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000205262,Lotus tenuis,Lotus tenuis,234.2,0.6,0.00108766666666667,Jun,herb,NA,yes,7,6,3,7,~,4,8,4,H,NA,NA,NA,NA,3720,NA,I,NA,V,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,no
Luzula campestris agg.,Juncaceae,https://www.worldfloraonline.org/taxon/wfo-0000777662,Luzula campestris agg.,Luzula campestris,229.73,0.27,6.34904666666667e-4,Mar,herb,NA,no,7,NA,3,4,NA,3,3,0,H,5,5,5,3,5100,NA,I,NA,*,nb,grass,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,T,A,S,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,grass,no,no
Luzula luzuloides,Juncaceae,https://www.worldfloraonline.org/taxon/wfo-0000777899,Luzula luzuloides,Luzula luzuloides,237.6,0.5,2.79e-4,May,herb,graminoid,NA,4,NA,4,5,NA,4,3,0,H,4,5,4,3,8431,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,no,no
Luzula multiflora s. str.,Juncaceae,https://www.worldfloraonline.org/taxon/wfo-0000777930,Luzula multiflora s. str.,Luzula multiflora,248.17,0.2165,8.326666e-4,Apr,herb,graminoid,no,7,NA,4,5,~,3,5,0,H,6,4,4,3,5100,NA,NA,NA,NA,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,T,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,grass,no,no
Lychnis flos-cuculi,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000360010,Lychnis flos-cuculi,Lychnis flos-cuculi,239.37,0.456,1.938335e-4,May,herb,forb,NA,7,5,3,7,~,NA,NA,0,H,4,2,2,2,5410,NA,I,NA,*,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,herb,no,molinietalia
Lycopus europaeus,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000231391,Lycopus europaeus,Lycopus europaeus,633.5,0.6085,2.82555666666667e-4,NA,herb,NA,no,7,6,5,9,=,7,7,0,"H,A",3,3,4,4,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Lysimachia nummularia,Primulaceae,https://www.worldfloraonline.org/taxon/wfo-0000442792,Lysimachia nummularia,Lysimachia nummularia,299.36,0.45,3.3925e-4,NA,herb,forb,NA,4,6,4,6,~,NA,NA,0,C,6,5,5,2,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,F,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Lysimachia vulgaris,Primulaceae,https://www.worldfloraonline.org/taxon/wfo-0000442301,Lysimachia vulgaris,Lysimachia vulgaris,263.16,0.898,2.36e-4,Jun,herb,forb,NA,6,NA,NA,8,~,NA,NA,0,H,3,2,2,3,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,F,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Lythrum salicaria,Lythraceae,https://www.worldfloraonline.org/taxon/wfo-0000366878,Lythrum salicaria,Lythrum salicaria,271.1,0.854,3.822855e-4,Jun,herb,NA,NA,7,5,5,8,~,NA,6,1,H,3,1,1,3,5412,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,F,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,herb,no,molinietalia
Mahonia aquifolium,Berberidaceae,https://www.worldfloraonline.org/taxon/wfo-0000368704,Mahonia aquifolium,Mahonia aquifolium,89.75,1.55,0.0115023333333333,Apr,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,N,N,nb,nb,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Malus,Rosaceae,https://www.worldfloraonline.org/taxon/wfo-4000022982,Malus,Malus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,NA,NA
Malva,Malvaceae,https://www.worldfloraonline.org/taxon/wfo-4000022983,Malva,Malva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA
Malva moschata,Malvaceae,https://www.worldfloraonline.org/taxon/wfo-0000449199,Malva moschata,Malva moschata,200.33,0.417,0.002208,Jun,herb,NA,NA,8,6,3,4,NA,4,7,0,H,3,2,2,4,5421,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,arrhenatheretalia
Malva sylvestris,Malvaceae,https://www.worldfloraonline.org/taxon/wfo-0000449636,Malva sylvestris,Malva sylvestris,226.1,0.6275,0.004258,NA,herb,NA,no,8,6,3,4,NA,8,7,0,H,NA,NA,NA,NA,3541,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
